tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-244668.911336,0.244669,1077000000.0,-1000000.0,-1000000.0,673000000.0,70000000.0,4620000000.0,1076000000.0,1006000000.0,-107000000.0,115000000.0,8000000.0,673755331.088664,673000000.0,4926000000.0,996000000.0,317900000.0,316500000.0,2.12,2.13,673000000.0,673000000.0,673000000.0,673000000.0,673000000.0,218000000.0,891000000.0,1000000.0,2000000.0,-1000000.0,1000000.0,0.0,-107000000.0,115000000.0,8000000.0,997000000.0,282000000.0,46000000.0,46000000.0,236000000.0,236000000.0,236000000.0,1279000000.0,4644000000.0,5923000000.0,1503000000.0,2022-12-31
-103000.0,0.103,1036000000.0,-1000000.0,-1000000.0,757000000.0,65000000.0,4396000000.0,1035000000.0,970000000.0,-111000000.0,126000000.0,15000000.0,757897000.0,757000000.0,4663000000.0,951000000.0,311000000.0,309600000.0,2.43,2.44,757000000.0,757000000.0,757000000.0,757000000.0,757000000.0,87000000.0,844000000.0,3000000.0,3000000.0,-1000000.0,1000000.0,1000000.0,-111000000.0,126000000.0,15000000.0,952000000.0,246000000.0,44000000.0,44000000.0,202000000.0,202000000.0,202000000.0,1198000000.0,4417000000.0,5615000000.0,1468000000.0,2023-03-31
-9386000.0,0.247,1213000000.0,-38000000.0,-38000000.0,726000000.0,70000000.0,4631000000.0,1175000000.0,1105000000.0,-141000000.0,141000000.0,,754614000.0,726000000.0,4941000000.0,1096000000.0,305000000.0,303600000.0,2.38,2.39,726000000.0,726000000.0,726000000.0,726000000.0,726000000.0,238000000.0,964000000.0,-29000000.0,2000000.0,-38000000.0,38000000.0,7000000.0,-141000000.0,141000000.0,,1134000000.0,288000000.0,48000000.0,48000000.0,240000000.0,240000000.0,240000000.0,1422000000.0,4653000000.0,6075000000.0,1618000000.0,2023-06-30
-3107000.0,0.239,1217000000.0,-13000000.0,-13000000.0,752000000.0,69000000.0,4508000000.0,1204000000.0,1135000000.0,-139000000.0,146000000.0,7000000.0,761893000.0,752000000.0,4816000000.0,1099000000.0,300100000.0,298600000.0,2.51,2.52,752000000.0,752000000.0,752000000.0,752000000.0,752000000.0,237000000.0,989000000.0,16000000.0,28000000.0,-13000000.0,13000000.0,1000000.0,-139000000.0,146000000.0,7000000.0,1112000000.0,285000000.0,46000000.0,46000000.0,239000000.0,239000000.0,239000000.0,1397000000.0,4531000000.0,5928000000.0,1560000000.0,2023-09-30
-1680000.0,0.21,815000000.0,-8000000.0,-8000000.0,848000000.0,73000000.0,4966000000.0,807000000.0,734000000.0,-144000000.0,153000000.0,9000000.0,854320000.0,848000000.0,5369000000.0,718000000.0,,,,,848000000.0,848000000.0,848000000.0,848000000.0,848000000.0,-267000000.0,581000000.0,-1000000.0,7000000.0,-8000000.0,8000000.0,0.0,-144000000.0,153000000.0,9000000.0,726000000.0,381000000.0,51000000.0,51000000.0,330000000.0,330000000.0,330000000.0,1107000000.0,4988000000.0,6095000000.0,1699000000.0,2023-12-31
