ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
310600000.0,310600000.0,9557000000.0,11098000000.0,-17051000000.0,10632000000.0,-4026000000.0,-17051000000.0,1034000000.0,568000000.0,9948000000.0,568000000.0,568000000.0,-729000000.0,-729000000.0,17015000000.0,12342000000.0,5965000000.0,5000000.0,5000000.0,24247000000.0,16908000000.0,5122000000.0,1372000000.0,1059000000.0,313000000.0,10414000000.0,1034000000.0,9380000000.0,7339000000.0,3314000000.0,684000000.0,684000000.0,3341000000.0,2595000000.0,746000000.0,746000000.0,24815000000.0,21502000000.0,584000000.0,240000000.0,240000000.0,152000000.0,335000000.0,335000000.0,17619000000.0,8747000000.0,8872000000.0,2572000000.0,-874000000.0,3446000000.0,36000000.0,987000000.0,649000000.0,1086000000.0,688000000.0,0.0,3313000000.0,235000000.0,2571000000.0,2571000000.0,-191000000.0,2762000000.0,507000000.0,507000000.0,2022-12-31
304700000.0,304700000.0,10103000000.0,11681000000.0,-17596000000.0,10797000000.0,-3705000000.0,-17596000000.0,1024000000.0,140000000.0,10439000000.0,140000000.0,140000000.0,-647000000.0,-647000000.0,18099000000.0,12975000000.0,5906000000.0,5000000.0,5000000.0,24723000000.0,17754000000.0,5061000000.0,1370000000.0,1063000000.0,307000000.0,11323000000.0,1024000000.0,10299000000.0,6969000000.0,3381000000.0,358000000.0,358000000.0,3230000000.0,2508000000.0,722000000.0,722000000.0,24863000000.0,21599000000.0,584000000.0,240000000.0,240000000.0,126000000.0,334000000.0,334000000.0,17736000000.0,8832000000.0,8904000000.0,2579000000.0,,2579000000.0,,2579000000.0,,,,,3264000000.0,248000000.0,2462000000.0,2462000000.0,,,554000000.0,554000000.0,2023-03-31
299600000.0,299600000.0,10734000000.0,12296000000.0,-18069000000.0,11073000000.0,-4076000000.0,-18069000000.0,999000000.0,-224000000.0,10179000000.0,-224000000.0,-224000000.0,-716000000.0,-716000000.0,19009000000.0,13544000000.0,5952000000.0,5000000.0,5000000.0,25311000000.0,17791000000.0,5065000000.0,1324000000.0,1039000000.0,285000000.0,11402000000.0,999000000.0,10403000000.0,7520000000.0,3372000000.0,894000000.0,894000000.0,3254000000.0,2584000000.0,670000000.0,670000000.0,25087000000.0,21643000000.0,582000000.0,240000000.0,240000000.0,140000000.0,311000000.0,311000000.0,17845000000.0,8995000000.0,8850000000.0,2525000000.0,,2525000000.0,,2525000000.0,,,,,3444000000.0,316000000.0,2565000000.0,2565000000.0,,,563000000.0,563000000.0,2023-06-30
295200000.0,295200000.0,11051000000.0,12734000000.0,-18449000000.0,11107000000.0,-3995000000.0,-18449000000.0,966000000.0,-661000000.0,10209000000.0,-661000000.0,-661000000.0,-849000000.0,-849000000.0,19955000000.0,14142000000.0,5996000000.0,5000000.0,5000000.0,25928000000.0,18251000000.0,5049000000.0,1366000000.0,1007000000.0,359000000.0,11836000000.0,966000000.0,10870000000.0,7677000000.0,3367000000.0,898000000.0,898000000.0,3412000000.0,2716000000.0,696000000.0,696000000.0,25267000000.0,21585000000.0,578000000.0,240000000.0,240000000.0,159000000.0,311000000.0,311000000.0,17788000000.0,8993000000.0,8795000000.0,2509000000.0,,2509000000.0,,2509000000.0,,,,,3682000000.0,262000000.0,2703000000.0,2703000000.0,,,717000000.0,717000000.0,2023-09-30
290539975.0,290539975.0,11535000000.0,12760000000.0,-18758000000.0,11191000000.0,-4451000000.0,-18758000000.0,887000000.0,-682000000.0,10638000000.0,-682000000.0,-682000000.0,-647000000.0,-647000000.0,20929000000.0,14838000000.0,6051000000.0,5000000.0,5000000.0,26356000000.0,18594000000.0,5160000000.0,1227000000.0,1018000000.0,209000000.0,12207000000.0,887000000.0,11320000000.0,7762000000.0,3328000000.0,553000000.0,553000000.0,3881000000.0,3143000000.0,738000000.0,738000000.0,25674000000.0,22363000000.0,658000000.0,673000000.0,673000000.0,138000000.0,308000000.0,308000000.0,18076000000.0,9190000000.0,8886000000.0,2510000000.0,-890000000.0,3400000000.0,72000000.0,929000000.0,622000000.0,1108000000.0,669000000.0,0.0,3311000000.0,261000000.0,2712000000.0,2712000000.0,-197000000.0,2909000000.0,338000000.0,338000000.0,2023-12-31
