ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,non_current_accrued_expenses,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,current_deferred_assets,prepaid_assets,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
288961064.0,288961064.0,74579000.0,111443000.0,1467023000.0,-120000.0,111443000.0,74579000.0,1467023000.0,1467023000.0,1467023000.0,1467023000.0,-29524000.0,-29524000.0,-433682000.0,1929940000.0,289000.0,289000.0,946856000.0,115839000.0,30449000.0,25801000.0,25778000.0,23000.0,59589000.0,59589000.0,831017000.0,647259000.0,647259000.0,14990000.0,14990000.0,,168768000.0,154081000.0,14687000.0,,,14687000.0,2413879000.0,1582982000.0,15268000.0,92876000.0,23726000.0,1355580000.0,74073000.0,1281507000.0,119258000.0,,119258000.0,,119258000.0,,,830897000.0,33034000.0,71001000.0,33034000.0,304411000.0,,304411000.0,,,422451000.0,422451000.0,2022-12-31,
290411108.0,290411108.0,75172000.0,259458000.0,1604869000.0,81141000.0,259458000.0,75172000.0,1604869000.0,1604869000.0,1604869000.0,1604869000.0,-31829000.0,-31829000.0,-353389000.0,1989797000.0,290000.0,290000.0,1160478000.0,123435000.0,29212000.0,34703000.0,34423000.0,280000.0,59520000.0,59520000.0,1037043000.0,811058000.0,811058000.0,15652000.0,15652000.0,105990000.0,104343000.0,34665000.0,69678000.0,47725000.0,18603000.0,21953000.0,2765347000.0,1647163000.0,14048000.0,166054000.0,79822000.0,1345411000.0,63599000.0,1281812000.0,121650000.0,-41167000.0,162817000.0,41496000.0,74543000.0,46778000.0,0.0,1118184000.0,3729000.0,83029000.0,30014000.0,446064000.0,3546000.0,442518000.0,-3800000.0,446318000.0,555348000.0,555348000.0,2023-03-31,
293159681.0,293159681.0,78617000.0,368883000.0,1704932000.0,174475000.0,368883000.0,78617000.0,1704932000.0,1704932000.0,1704932000.0,1704932000.0,-33246000.0,-33246000.0,-315201000.0,2053086000.0,293000.0,293000.0,1022380000.0,122427000.0,30723000.0,29012000.0,28710000.0,302000.0,62692000.0,62692000.0,899953000.0,721817000.0,721817000.0,15925000.0,15925000.0,,162211000.0,156146000.0,6065000.0,,,6065000.0,2727312000.0,1652884000.0,14106000.0,177121000.0,99068000.0,1336049000.0,53915000.0,1282134000.0,125608000.0,,125608000.0,,125608000.0,,,1074428000.0,52443000.0,83007000.0,,238275000.0,,238275000.0,,,700703000.0,700703000.0,2023-06-30,
294293922.0,294293922.0,75769000.0,439961000.0,1801654000.0,245220000.0,439961000.0,75769000.0,1801654000.0,1801654000.0,1801654000.0,1801654000.0,-33720000.0,-33720000.0,-279392000.0,2114472000.0,294000.0,294000.0,980506000.0,124140000.0,30392000.0,33891000.0,33586000.0,305000.0,59857000.0,59857000.0,856366000.0,677837000.0,677837000.0,15912000.0,15912000.0,,162617000.0,146775000.0,15842000.0,,,15842000.0,2782160000.0,1680574000.0,16161000.0,188407000.0,113827000.0,1361693000.0,52144000.0,1309549000.0,114313000.0,,114313000.0,,114313000.0,,,1101586000.0,53148000.0,84181000.0,,262733000.0,,262733000.0,,,701524000.0,701524000.0,2023-09-30,
295777477.0,295777477.0,74290000.0,547067000.0,1913876000.0,328074000.0,547067000.0,74290000.0,1913876000.0,1913876000.0,1913876000.0,1913876000.0,-36485000.0,-36485000.0,-236701000.0,2186766000.0,296000.0,296000.0,1085337000.0,126749000.0,29918000.0,38829000.0,38508000.0,321000.0,58002000.0,58002000.0,958588000.0,757141000.0,757141000.0,16288000.0,16288000.0,,185159000.0,171929000.0,13230000.0,,,13230000.0,2999213000.0,1712551000.0,21596000.0,208843000.0,129119000.0,1366809000.0,54118000.0,1312691000.0,115303000.0,,115303000.0,,115303000.0,,,1286662000.0,52301000.0,90059000.0,,361653000.0,,361653000.0,,,782649000.0,782649000.0,2023-12-31,0.0
