tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,earnings_from_equity_interest,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
4620000.0,0.21,1152000000.0,22000000.0,22000000.0,379000000.0,642000000.0,2649000000.0,1174000000.0,532000000.0,-239000000.0,208000000.0,361620000.0,379000000.0,3528000000.0,525000000.0,549000000.0,549000000.0,0.69,0.69,379000000.0,379000000.0,379000000.0,379000000.0,379000000.0,-55000000.0,324000000.0,38000000.0,7000000.0,22000000.0,-22000000.0,9000000.0,-239000000.0,,208000000.0,525000000.0,843000000.0,72000000.0,165000000.0,606000000.0,606000000.0,1368000000.0,2685000000.0,4053000000.0,4025000000.0,2022-12-31
3990000.0,0.21,1249000000.0,19000000.0,19000000.0,418000000.0,660000000.0,2587000000.0,1268000000.0,608000000.0,-243000000.0,243000000.0,402990000.0,418000000.0,3507000000.0,573000000.0,551000000.0,551000000.0,0.76,0.76,418000000.0,418000000.0,418000000.0,418000000.0,418000000.0,-53000000.0,365000000.0,35000000.0,5000000.0,19000000.0,-19000000.0,11000000.0,-243000000.0,,243000000.0,573000000.0,884000000.0,76000000.0,184000000.0,624000000.0,624000000.0,1457000000.0,2623000000.0,4080000000.0,4051000000.0,2023-03-31
3780000.0,0.21,1033000000.0,18000000.0,18000000.0,288000000.0,595000000.0,1809000000.0,1051000000.0,456000000.0,-256000000.0,256000000.0,273780000.0,288000000.0,2604000000.0,418000000.0,552000000.0,551000000.0,0.52,0.52,288000000.0,288000000.0,288000000.0,288000000.0,288000000.0,-88000000.0,200000000.0,38000000.0,11000000.0,18000000.0,-18000000.0,9000000.0,-256000000.0,,256000000.0,418000000.0,765000000.0,63000000.0,137000000.0,565000000.0,565000000.0,1183000000.0,1839000000.0,3022000000.0,2994000000.0,2023-06-30
-456000.0,0.057,1604000000.0,-8000000.0,-8000000.0,656000000.0,653000000.0,1816000000.0,1596000000.0,943000000.0,-255000000.0,247000000.0,663544000.0,656000000.0,2713000000.0,915000000.0,552000000.0,552000000.0,1.19,1.19,656000000.0,656000000.0,656000000.0,656000000.0,656000000.0,40000000.0,696000000.0,2000000.0,3000000.0,-8000000.0,8000000.0,7000000.0,-255000000.0,8000000.0,247000000.0,949000000.0,862000000.0,76000000.0,168000000.0,618000000.0,618000000.0,1811000000.0,1851000000.0,3662000000.0,3632000000.0,2023-09-30
-9450000.0,0.21,1342000000.0,-45000000.0,-45000000.0,409000000.0,659000000.0,1896000000.0,1297000000.0,638000000.0,-250000000.0,274000000.0,444550000.0,409000000.0,2794000000.0,575000000.0,554000000.0,554000000.0,0.74,0.74,409000000.0,409000000.0,409000000.0,409000000.0,409000000.0,-45000000.0,364000000.0,-34000000.0,3000000.0,-45000000.0,-27000000.0,8000000.0,-250000000.0,,274000000.0,648000000.0,880000000.0,71000000.0,168000000.0,641000000.0,641000000.0,1528000000.0,1914000000.0,3442000000.0,3414000000.0,2023-12-31
14800000.0,0.4,1385000000.0,37000000.0,37000000.0,488000000.0,684000000.0,2018000000.0,1422000000.0,738000000.0,-277000000.0,277000000.0,465800000.0,488000000.0,2970000000.0,679000000.0,556000000.0,556000000.0,0.88,0.88,488000000.0,488000000.0,488000000.0,488000000.0,488000000.0,-27000000.0,461000000.0,59000000.0,14000000.0,37000000.0,-37000000.0,8000000.0,-277000000.0,,277000000.0,679000000.0,926000000.0,97000000.0,171000000.0,658000000.0,658000000.0,1605000000.0,2044000000.0,3649000000.0,3626000000.0,2024-03-31
