ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,work_in_process,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
853100000.0,853100000.0,3788200000.0,4744000000.0,-1854800000.0,20070600000.0,759100000.0,-1854800000.0,232400000.0,15559000000.0,19486600000.0,15559000000.0,15559000000.0,-800000.0,-800000.0,1190200000.0,14367900000.0,1700000.0,1700000.0,,6963100000.0,4542900000.0,320500000.0,58100000.0,45900000.0,45900000.0,4118400000.0,190800000.0,3927600000.0,2420200000.0,76700000.0,47000000.0,625600000.0,41600000.0,584000000.0,584000000.0,248300000.0,104900000.0,1364700000.0,721100000.0,20900000.0,643600000.0,167400000.0,167400000.0,476200000.0,22522100000.0,19342800000.0,58800000.0,660400000.0,451800000.0,451800000.0,35700000.0,35700000.0,17413800000.0,5834800000.0,11579000000.0,722300000.0,-938800000.0,1661100000.0,200800000.0,1160800000.0,299500000.0,0.0,3179300000.0,107700000.0,107700000.0,957500000.0,223200000.0,734300000.0,1390700000.0,1390700000.0,,,723400000.0,723400000.0,,,2022-10-31
856100000.0,856100000.0,3581100000.0,4737500000.0,-1491200000.0,20129300000.0,894400000.0,-1491200000.0,245400000.0,15637200000.0,19544900000.0,15637200000.0,15637200000.0,,,1123500000.0,14512000000.0,1700000.0,1700000.0,0.0,6884900000.0,4498200000.0,296200000.0,28500000.0,64200000.0,64200000.0,4109300000.0,201600000.0,3907700000.0,2386700000.0,65200000.0,45200000.0,628200000.0,43800000.0,584400000.0,584400000.0,244500000.0,102000000.0,1346800000.0,762600000.0,22100000.0,584200000.0,118400000.0,118400000.0,465800000.0,22522100000.0,19241000000.0,58300000.0,763600000.0,465900000.0,465900000.0,36100000.0,36100000.0,17128400000.0,5541500000.0,11586900000.0,788700000.0,-958100000.0,1746800000.0,211300000.0,1229300000.0,,306200000.0,3281100000.0,109600000.0,,1068300000.0,312000000.0,756300000.0,1192200000.0,1192200000.0,-2100000.0,1194300000.0,911000000.0,911000000.0,150700000.0,760300000.0,2023-01-31
859900000.0,859900000.0,3644200000.0,4906300000.0,-1321200000.0,20166400000.0,141500000.0,-1321200000.0,233800000.0,15493900000.0,18648800000.0,15493900000.0,15493900000.0,-900000.0,-900000.0,903200000.0,14589900000.0,1700000.0,1700000.0,,6779300000.0,3717900000.0,270100000.0,32700000.0,69800000.0,69800000.0,3345300000.0,190400000.0,3154900000.0,3061400000.0,60600000.0,44400000.0,1561000000.0,43400000.0,1517600000.0,1517600000.0,184600000.0,77300000.0,1177900000.0,635000000.0,21700000.0,542900000.0,154500000.0,154500000.0,388400000.0,22273200000.0,19070300000.0,60600000.0,712700000.0,608200000.0,608200000.0,36000000.0,36000000.0,16815100000.0,5228200000.0,11586900000.0,837700000.0,-989000000.0,1826700000.0,201500000.0,1317700000.0,,307500000.0,3202900000.0,147700000.0,,1026000000.0,357800000.0,668200000.0,1000900000.0,1000900000.0,,,1028300000.0,1028300000.0,,,2023-04-30
863300000.0,863300000.0,3729700000.0,4388100000.0,-1100600000.0,19542600000.0,82000000.0,-1100600000.0,235000000.0,15389500000.0,18524000000.0,15389500000.0,15389500000.0,-1000000.0,-1000000.0,644000000.0,14744800000.0,1700000.0,1700000.0,,6360600000.0,3675400000.0,242500000.0,34200000.0,71600000.0,71600000.0,3327100000.0,192600000.0,3134500000.0,2685200000.0,44600000.0,44600000.0,1061000000.0,42400000.0,1018600000.0,1018600000.0,185300000.0,67000000.0,1327300000.0,746900000.0,19000000.0,580400000.0,167600000.0,167600000.0,412800000.0,21750100000.0,18982900000.0,67400000.0,790000000.0,700900000.0,700900000.0,35700000.0,35700000.0,16490100000.0,4903200000.0,11586900000.0,898800000.0,-1023700000.0,1922500000.0,205000000.0,1403700000.0,,313800000.0,2767200000.0,118800000.0,,1015800000.0,383100000.0,632700000.0,1209200000.0,1209200000.0,,,423400000.0,423400000.0,,,2023-07-31
864300000.0,864300000.0,3460300000.0,4422400000.0,-966400000.0,19419300000.0,1093600000.0,-966400000.0,236500000.0,15233400000.0,19323000000.0,15233400000.0,15233400000.0,-1400000.0,-1400000.0,427900000.0,14805200000.0,1700000.0,1700000.0,,6481000000.0,4601400000.0,207600000.0,34000000.0,73200000.0,73200000.0,4286600000.0,197000000.0,4089600000.0,1879600000.0,74100000.0,56900000.0,135800000.0,39500000.0,96300000.0,96300000.0,245000000.0,117600000.0,1307100000.0,725200000.0,17800000.0,581900000.0,162800000.0,162800000.0,419100000.0,21714400000.0,18741200000.0,76900000.0,749200000.0,759500000.0,759500000.0,44100000.0,44100000.0,16199800000.0,4612900000.0,11586900000.0,911700000.0,-1059000000.0,1970700000.0,210100000.0,1445900000.0,,314700000.0,2973200000.0,91500000.0,,941500000.0,361600000.0,579900000.0,1214600000.0,1214600000.0,,,725600000.0,725600000.0,,,2023-10-31
865500000.0,865500000.0,3215100000.0,4401300000.0,-1110200000.0,18997300000.0,1248500000.0,-1110200000.0,235400000.0,14831400000.0,18890000000.0,14831400000.0,14831400000.0,1100000.0,1100000.0,-16700000.0,14845300000.0,1700000.0,1700000.0,0.0,6397100000.0,4582900000.0,213000000.0,56600000.0,58700000.0,58700000.0,4254600000.0,196000000.0,4058600000.0,1814200000.0,64900000.0,43200000.0,146700000.0,39400000.0,107300000.0,107300000.0,262700000.0,76500000.0,1263400000.0,834300000.0,41300000.0,429100000.0,17800000.0,17800000.0,411300000.0,21228500000.0,18165800000.0,56800000.0,850100000.0,311900000.0,311900000.0,45800000.0,45800000.0,15941600000.0,4354700000.0,11586900000.0,959600000.0,-1080800000.0,2040400000.0,203600000.0,1524400000.0,312400000.0,0.0,3062700000.0,125900000.0,,864400000.0,340600000.0,523800000.0,1121600000.0,1121600000.0,-2000000.0,1123600000.0,950800000.0,950800000.0,2600000.0,948200000.0,2024-01-31
