treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,long_term_debt_and_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,total_assets,investments_and_advances,held_to_maturity_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,receivables,other_receivables,other_short_term_investments,cash_and_cash_equivalents,date
594747484.0,102251000.0,1530978258.0,2125725742.0,15846000000.0,69388000000.0,24430000000.0,113346000000.0,31238000000.0,43958000000.0,6808000000.0,90595000000.0,51232000000.0,466000000.0,50766000000.0,-11407000000.0,25269000000.0,71901000000.0,8712000000.0,6829000000.0,21000000.0,6808000000.0,623573000000.0,39829000000.0,39829000000.0,29559000000.0,29559000000.0,21414000000.0,8145000000.0,674805000000.0,160792000000.0,88721000000.0,19528000000.0,7155000000.0,12373000000.0,3858000000.0,-5069000000.0,8927000000.0,46000000.0,1565000000.0,3485000000.0,3296000000.0,535000000.0,10081000000.0,10081000000.0,72071000000.0,53542000000.0,2022-12-31
592852310.0,102251000.0,1532873432.0,2125725742.0,31692000000.0,98920000000.0,26738000000.0,145101000000.0,33546000000.0,46181000000.0,6808000000.0,95034000000.0,53454000000.0,465000000.0,52989000000.0,-10153000000.0,25193000000.0,72807000000.0,8699000000.0,6829000000.0,21000000.0,6808000000.0,628923000000.0,42045000000.0,42045000000.0,56875000000.0,56875000000.0,56875000000.0,,682377000000.0,153353000000.0,88440000000.0,19443000000.0,6883000000.0,12560000000.0,3735000000.0,,,,,,,,9449000000.0,9449000000.0,64913000000.0,67228000000.0,2023-03-31
592774984.0,102251000.0,1532950758.0,2125725742.0,6975000000.0,77617000000.0,27091000000.0,123828000000.0,33899000000.0,46211000000.0,6808000000.0,98302000000.0,53484000000.0,465000000.0,53019000000.0,-10718000000.0,25189000000.0,73355000000.0,8742000000.0,6829000000.0,21000000.0,6808000000.0,627341000000.0,45283000000.0,45283000000.0,32334000000.0,32334000000.0,32334000000.0,,680825000000.0,155832000000.0,86866000000.0,19120000000.0,6634000000.0,12486000000.0,3695000000.0,,,,,,,,9038000000.0,9038000000.0,68966000000.0,70642000000.0,2023-06-30
568744300.0,102251000.0,1556981442.0,2125725742.0,620000000.0,64974000000.0,27398000000.0,111279000000.0,34206000000.0,46305000000.0,6808000000.0,96187000000.0,53578000000.0,465000000.0,53113000000.0,-12255000000.0,24168000000.0,74023000000.0,8684000000.0,6829000000.0,21000000.0,6808000000.0,614461000000.0,43074000000.0,43074000000.0,21900000000.0,21900000000.0,21900000000.0,,668039000000.0,152257000000.0,85272000000.0,18907000000.0,6435000000.0,12472000000.0,3616000000.0,,,,,,,,8550000000.0,8550000000.0,66985000000.0,64354000000.0,2023-09-30
567732687.0,102251000.0,1557993055.0,2125725742.0,1743000000.0,62935000000.0,29925000000.0,111433000000.0,36733000000.0,48498000000.0,6808000000.0,106786000000.0,55771000000.0,465000000.0,55306000000.0,-10096000000.0,24126000000.0,74026000000.0,8673000000.0,6829000000.0,21000000.0,6808000000.0,607720000000.0,51480000000.0,51480000000.0,11455000000.0,11455000000.0,3682000000.0,7773000000.0,663491000000.0,153413000000.0,83973000000.0,18573000000.0,6084000000.0,12489000000.0,3623000000.0,-4636000000.0,8259000000.0,68000000.0,1424000000.0,3013000000.0,3239000000.0,515000000.0,8340000000.0,8340000000.0,69440000000.0,61192000000.0,2023-12-31
