free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
-117000000.0,-150000000.0,-11000000.0,17000000.0,-610000000.0,4314000000.0,2558000000.0,4000000.0,1752000000.0,-599000000.0,-600000000.0,-62000000.0,6000000.0,-415000000.0,-415000000.0,-150000000.0,-150000000.0,28000000.0,22000000.0,6000000.0,-11000000.0,17000000.0,1858000000.0,1857000000.0,2139000000.0,-80000000.0,,-201000000.0,409000000.0,-610000000.0,493000000.0,492000000.0,6352000000.0,95000000.0,-68000000.0,7092000000.0,6225000000.0,867000000.0,867000000.0,-918000000.0,151000000.0,151000000.0,-33000000.0,222000000.0,94000000.0,-1602000000.0,-1602000000.0,495000000.0,495000000.0,159000000.0,159000000.0,336000000.0,-1219000000.0,-61000000.0,-969000000.0,-189000000.0,-969000000.0,-3816000000.0,2022-11-30
248000000.0,0.0,-1519000000.0,1699000000.0,-498000000.0,1993000000.0,4314000000.0,9000000.0,-2330000000.0,2365000000.0,2366000000.0,1471000000.0,16000000.0,-414000000.0,-414000000.0,0.0,0.0,1286000000.0,1106000000.0,180000000.0,-1519000000.0,1699000000.0,-5441000000.0,-5441000000.0,1257000000.0,-6733000000.0,,35000000.0,533000000.0,-498000000.0,746000000.0,746000000.0,440000000.0,-128000000.0,-39000000.0,298000000.0,-114000000.0,412000000.0,412000000.0,681000000.0,-372000000.0,-372000000.0,-349000000.0,71000000.0,-86000000.0,2000000.0,2000000.0,560000000.0,560000000.0,198000000.0,198000000.0,361000000.0,-436000000.0,-82000000.0,,,-543000000.0,544000000.0,2023-02-28
-545000000.0,0.0,-3702000000.0,3524000000.0,-525000000.0,1117000000.0,1993000000.0,4000000.0,-880000000.0,-1193000000.0,-1194000000.0,369000000.0,12000000.0,-415000000.0,-415000000.0,0.0,0.0,-1159000000.0,-981000000.0,-178000000.0,-3702000000.0,3524000000.0,334000000.0,336000000.0,511000000.0,-259000000.0,-259000000.0,82000000.0,607000000.0,-525000000.0,-20000000.0,-20000000.0,-150000000.0,70000000.0,-77000000.0,-516000000.0,136000000.0,-652000000.0,-652000000.0,563000000.0,-190000000.0,-190000000.0,652000000.0,55000000.0,423000000.0,-498000000.0,-498000000.0,597000000.0,597000000.0,226000000.0,226000000.0,371000000.0,-1051000000.0,-47000000.0,,,,-48000000.0,2023-05-31
555000000.0,0.0,-3746000000.0,1036000000.0,-484000000.0,856000000.0,1117000000.0,3000000.0,-264000000.0,-1460000000.0,-1458000000.0,1802000000.0,11000000.0,-415000000.0,,0.0,0.0,-2858000000.0,-148000000.0,-2710000000.0,-3746000000.0,1036000000.0,155000000.0,155000000.0,662000000.0,-241000000.0,-241000000.0,-266000000.0,218000000.0,-484000000.0,1039000000.0,1039000000.0,802000000.0,176000000.0,-4000000.0,186000000.0,-430000000.0,616000000.0,616000000.0,-39000000.0,483000000.0,483000000.0,-426000000.0,37000000.0,862000000.0,-273000000.0,-273000000.0,605000000.0,605000000.0,,,,-360000000.0,-96000000.0,1591000000.0,,,-208000000.0,2023-08-31
-787000000.0,-69000000.0,-3776000000.0,3826000000.0,-506000000.0,846000000.0,856000000.0,0.0,-10000000.0,186000000.0,186000000.0,465000000.0,,-415000000.0,-415000000.0,-69000000.0,-69000000.0,205000000.0,155000000.0,50000000.0,-3776000000.0,3826000000.0,85000000.0,85000000.0,273000000.0,-109000000.0,,-79000000.0,427000000.0,-506000000.0,-281000000.0,-282000000.0,-694000000.0,29000000.0,-42000000.0,1117000000.0,151000000.0,966000000.0,966000000.0,-1180000000.0,-618000000.0,-618000000.0,36000000.0,51000000.0,165000000.0,-196000000.0,-196000000.0,616000000.0,616000000.0,240000000.0,240000000.0,376000000.0,19000000.0,-48000000.0,366000000.0,-160000000.0,-139000000.0,-278000000.0,2023-11-30
-989000000.0,0.0,-11172000000.0,11175000000.0,-352000000.0,715000000.0,846000000.0,2000000.0,-133000000.0,-313000000.0,-312000000.0,-174000000.0,,-413000000.0,-413000000.0,0.0,0.0,274000000.0,271000000.0,3000000.0,-11172000000.0,11175000000.0,817000000.0,817000000.0,988000000.0,-119000000.0,,-52000000.0,300000000.0,-352000000.0,-637000000.0,-637000000.0,-826000000.0,-244000000.0,95000000.0,-1346000000.0,-522000000.0,-824000000.0,-824000000.0,901000000.0,-232000000.0,-232000000.0,-156000000.0,48000000.0,13424000000.0,-1135000000.0,-1135000000.0,614000000.0,614000000.0,238000000.0,238000000.0,375000000.0,-284000000.0,-89000000.0,522000000.0,-98000000.0,-619000000.0,-12322000000.0,2024-02-29
