treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_accrued_expenses,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,commercial_paper,current_notes_payable,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
310171383.0,862342235.0,1172513618.0,9377000000.0,35511000000.0,-12619000000.0,32302000000.0,-8513000000.0,-12619000000.0,23785000000.0,20576000000.0,28365000000.0,24739000000.0,4163000000.0,20576000000.0,-2815000000.0,-2815000000.0,20762000000.0,33664000000.0,10477000000.0,12000000.0,12000000.0,0.0,68136000000.0,40100000000.0,3051000000.0,6427000000.0,1319000000.0,1319000000.0,29303000000.0,21514000000.0,7789000000.0,28036000000.0,1000000.0,6208000000.0,2271000000.0,3937000000.0,2937000000.0,1000000000.0,,,21827000000.0,9534000000.0,12293000000.0,109000000.0,109000000.0,12184000000.0,92875000000.0,73352000000.0,3041000000.0,4426000000.0,4426000000.0,33195000000.0,10613000000.0,22582000000.0,32690000000.0,,32690000000.0,,,32690000000.0,,,,,19523000000.0,1116000000.0,9322000000.0,4853000000.0,4853000000.0,4232000000.0,1883000000.0,2349000000.0,2022-11-30
309717898.0,862795720.0,1172513618.0,11955000000.0,37578000000.0,-21016000000.0,34235000000.0,-10539000000.0,-21016000000.0,24535000000.0,21192000000.0,30012000000.0,29597000000.0,8405000000.0,21192000000.0,-2654000000.0,-2654000000.0,20747000000.0,33952000000.0,10629000000.0,12000000.0,12000000.0,0.0,70882000000.0,42654000000.0,3193000000.0,6365000000.0,2081000000.0,2081000000.0,31015000000.0,22195000000.0,8820000000.0,28228000000.0,-1000000.0,6563000000.0,2340000000.0,4223000000.0,2927000000.0,0.0,1296000000.0,,21666000000.0,8822000000.0,12844000000.0,124000000.0,124000000.0,12720000000.0,100479000000.0,82790000000.0,2913000000.0,4069000000.0,4069000000.0,42208000000.0,13865000000.0,28343000000.0,33600000000.0,,33600000000.0,,,33600000000.0,,,,,17689000000.0,1362000000.0,8757000000.0,5730000000.0,5730000000.0,1840000000.0,752000000.0,1088000000.0,2023-02-28
309252205.0,863261413.0,1172513618.0,11031000000.0,36439000000.0,-20887000000.0,32965000000.0,-9628000000.0,-20887000000.0,24537000000.0,21063000000.0,29904000000.0,29519000000.0,8456000000.0,21063000000.0,-2539000000.0,-2539000000.0,20731000000.0,33654000000.0,10667000000.0,12000000.0,12000000.0,0.0,69086000000.0,42916000000.0,3830000000.0,6407000000.0,1657000000.0,1657000000.0,31022000000.0,22181000000.0,8841000000.0,26170000000.0,,5417000000.0,2356000000.0,3061000000.0,2914000000.0,,147000000.0,,20753000000.0,8578000000.0,12175000000.0,146000000.0,146000000.0,12029000000.0,98605000000.0,82063000000.0,2973000000.0,3527000000.0,3527000000.0,41950000000.0,13579000000.0,28371000000.0,33613000000.0,,33613000000.0,,,33613000000.0,,,,,16542000000.0,1565000000.0,8164000000.0,5843000000.0,5843000000.0,970000000.0,99000000.0,871000000.0,2023-05-31
308839832.0,863673786.0,1172513618.0,8335000000.0,33534000000.0,-21801000000.0,29084000000.0,-9032000000.0,-21801000000.0,24471000000.0,20021000000.0,28166000000.0,28490000000.0,8469000000.0,20021000000.0,-2993000000.0,-2993000000.0,20717000000.0,33058000000.0,10661000000.0,12000000.0,12000000.0,0.0,68138000000.0,43603000000.0,5755000000.0,6261000000.0,1318000000.0,1318000000.0,30269000000.0,22124000000.0,8145000000.0,24535000000.0,,3265000000.0,2347000000.0,918000000.0,68000000.0,,,850000000.0,21270000000.0,8426000000.0,12844000000.0,209000000.0,209000000.0,12635000000.0,96628000000.0,81125000000.0,2553000000.0,3497000000.0,3497000000.0,41822000000.0,13635000000.0,28187000000.0,33253000000.0,-12953000000.0,46206000000.0,1075000000.0,5221000000.0,21667000000.0,9782000000.0,6683000000.0,1778000000.0,0.0,15503000000.0,1126000000.0,8257000000.0,5381000000.0,5381000000.0,739000000.0,11000000.0,728000000.0,2023-08-31
310346648.0,862166970.0,1172513618.0,8471000000.0,33737000000.0,-21978000000.0,28737000000.0,-8771000000.0,-21978000000.0,24482000000.0,19482000000.0,27067000000.0,27758000000.0,8276000000.0,19482000000.0,-2995000000.0,-2995000000.0,20725000000.0,32573000000.0,10617000000.0,12000000.0,12000000.0,0.0,70065000000.0,43949000000.0,6587000000.0,6366000000.0,1279000000.0,1279000000.0,29717000000.0,22132000000.0,7585000000.0,26116000000.0,1000000.0,4020000000.0,2350000000.0,1670000000.0,1542000000.0,,128000000.0,0.0,22095000000.0,8226000000.0,13869000000.0,276000000.0,276000000.0,13593000000.0,97823000000.0,80478000000.0,2734000000.0,3400000000.0,3400000000.0,41460000000.0,13276000000.0,28184000000.0,32884000000.0,,32884000000.0,,,32884000000.0,,,,,17345000000.0,1135000000.0,9454000000.0,5972000000.0,5972000000.0,784000000.0,,784000000.0,2023-11-30
309800252.0,862713366.0,1172513618.0,8804000000.0,33623000000.0,-15312000000.0,22957000000.0,-8354000000.0,-15312000000.0,24151000000.0,13485000000.0,21020000000.0,15365000000.0,1880000000.0,13485000000.0,-2897000000.0,-2897000000.0,20705000000.0,26448000000.0,10627000000.0,12000000.0,12000000.0,0.0,68842000000.0,43927000000.0,7219000000.0,6123000000.0,1238000000.0,1238000000.0,29347000000.0,21812000000.0,7535000000.0,24915000000.0,,4276000000.0,2339000000.0,1937000000.0,1511000000.0,,426000000.0,0.0,20639000000.0,7522000000.0,13117000000.0,342000000.0,342000000.0,12775000000.0,84207000000.0,67646000000.0,4130000000.0,3256000000.0,3256000000.0,28797000000.0,12983000000.0,15814000000.0,31463000000.0,,31463000000.0,,,31463000000.0,,,,,16561000000.0,1136000000.0,8557000000.0,6200000000.0,6200000000.0,668000000.0,,668000000.0,2024-02-29
