tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.392125,42645000.0,17491000.0,19605000.0,185028000.0,42645000.0,23040000.0,22906000.0,-5734000.0,17172000.0,17491000.0,17491000.0,871341000.0,5868000.0,674385000.0,674385000.0,0.03,0.03,17491000.0,17491000.0,17491000.0,17491000.0,17491000.0,11283000.0,28774000.0,,,22906000.0,,-5734000.0,17172000.0,5868000.0,686313000.0,265240000.0,421073000.0,317270000.0,103803000.0,103803000.0,692181000.0,185028000.0,877209000.0,877209000.0,2022-12-31
0.0,0.045243,-237474000.0,-208579000.0,6212000.0,170926000.0,-237474000.0,-243686000.0,24901000.0,,24901000.0,-208579000.0,-208579000.0,846267000.0,-243686000.0,681140000.0,681140000.0,-0.31,-0.31,-208579000.0,-208579000.0,-208579000.0,-208579000.0,-208579000.0,-9884000.0,-218463000.0,322000.0,322000.0,24901000.0,,,24901000.0,-243686000.0,675341000.0,266346000.0,408995000.0,201131000.0,207864000.0,207864000.0,431655000.0,170926000.0,602581000.0,602581000.0,2023-03-31
0.0,0.24327,-68172000.0,-34942000.0,5071000.0,168740000.0,-68172000.0,-73243000.0,24888000.0,,24888000.0,-34942000.0,-34942000.0,781268000.0,-73243000.0,674280000.0,674280000.0,-0.05,-0.05,-34942000.0,-34942000.0,-34942000.0,-34942000.0,-34942000.0,-11233000.0,-46175000.0,2180000.0,2180000.0,24888000.0,,,24888000.0,-73243000.0,612528000.0,269391000.0,343137000.0,243239000.0,99898000.0,99898000.0,539285000.0,168740000.0,708025000.0,708025000.0,2023-06-30
0.0,0.21,-97000.0,6733000.0,4902000.0,170998000.0,-97000.0,-4999000.0,26691000.0,,,6733000.0,6733000.0,768202000.0,-4999000.0,687101000.0,669261000.0,0.01,0.01,6733000.0,6733000.0,6733000.0,6733000.0,6733000.0,10363000.0,17096000.0,-4596000.0,-4596000.0,26691000.0,-26691000.0,,,-4999000.0,597204000.0,264698000.0,332506000.0,225929000.0,106577000.0,106577000.0,592205000.0,170998000.0,763203000.0,763203000.0,2023-09-30
0.0,0.129484,201574000.0,201178000.0,5324000.0,178096000.0,201574000.0,196250000.0,28959000.0,,,201178000.0,201178000.0,785012000.0,196250000.0,,,,,201178000.0,201178000.0,201178000.0,201178000.0,201178000.0,29924000.0,231102000.0,5893000.0,5893000.0,28959000.0,-28959000.0,,,196250000.0,606916000.0,267981000.0,338935000.0,240867000.0,98068000.0,98068000.0,803166000.0,178096000.0,981262000.0,981262000.0,2023-12-31
