ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,non_current_accrued_expenses,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,trading_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,inventory,finished_goods,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,raw_materials
35419718.0,35419718.0,4887678000.0,5252354000.0,-4309182000.0,758969000.0,254033000.0,-4309182000.0,304320000.0,-4189065000.0,704156000.0,-4189065000.0,-4189065000.0,-4694000.0,-4694000.0,-4194418000.0,9693000.0,354000.0,354000.0,0.0,5791286000.0,5254665000.0,44061000.0,7761000.0,7761000.0,5162664000.0,269443000.0,4893221000.0,40179000.0,536621000.0,157909000.0,89690000.0,34877000.0,54813000.0,54813000.0,40442000.0,31435000.0,217145000.0,127430000.0,34473000.0,89715000.0,,89715000.0,1602221000.0,811567000.0,28852000.0,1926000.0,1926000.0,139235000.0,13395000.0,13395000.0,125840000.0,120117000.0,108354000.0,11763000.0,521437000.0,-332472000.0,853909000.0,172725000.0,22536000.0,552989000.0,105659000.0,0.0,790654000.0,37287000.0,353949000.0,81570000.0,81570000.0,257492000.0,257492000.0,-4762000.0,262254000.0,60356000.0,60356000.0,2022-12-31,
35330133.0,35330133.0,4856263000.0,5241496000.0,-4276611000.0,858683000.0,271374000.0,-4276611000.0,231040000.0,-4151773000.0,803455000.0,-4151773000.0,-4151773000.0,-5145000.0,-5145000.0,-4148455000.0,1474000.0,353000.0,353000.0,,5793163000.0,5236798000.0,44587000.0,4760000.0,4760000.0,5149421000.0,194193000.0,4955228000.0,38030000.0,556365000.0,136578000.0,92075000.0,36847000.0,55228000.0,55228000.0,,30309000.0,297403000.0,160073000.0,,137330000.0,43783000.0,93547000.0,1641390000.0,813651000.0,42596000.0,1869000.0,1869000.0,125840000.0,,,,124838000.0,113150000.0,11688000.0,518508000.0,-342262000.0,860770000.0,173959000.0,19192000.0,562038000.0,105581000.0,0.0,827739000.0,34381000.0,310724000.0,69278000.0,,259163000.0,259163000.0,,,154193000.0,154193000.0,2023-03-31,
35057585.0,35057585.0,4923403000.0,5226728000.0,-4297553000.0,833857000.0,252090000.0,-4297553000.0,226305000.0,-4166566000.0,778112000.0,-4166566000.0,-4166566000.0,-3767000.0,-3767000.0,-4166520000.0,3370000.0,351000.0,351000.0,,5762736000.0,5215208000.0,44087000.0,1242000.0,1242000.0,5133372000.0,188694000.0,4944678000.0,36507000.0,547528000.0,150365000.0,93356000.0,37611000.0,55745000.0,55745000.0,,30197000.0,273610000.0,139336000.0,,134274000.0,43586000.0,90688000.0,1596170000.0,796552000.0,42445000.0,2492000.0,2492000.0,110876000.0,,,,130987000.0,119299000.0,11688000.0,509752000.0,-352872000.0,862624000.0,175944000.0,15089000.0,565744000.0,105847000.0,0.0,799618000.0,53201000.0,343746000.0,65627000.0,,260024000.0,260024000.0,,,77020000.0,77020000.0,2023-06-30,
34879123.0,34879123.0,4906892000.0,5209447000.0,-4278465000.0,846229000.0,232691000.0,-4278465000.0,221676000.0,-4141542000.0,790382000.0,-4141542000.0,-4141542000.0,-5097000.0,-5097000.0,-4137753000.0,959000.0,349000.0,349000.0,,5761006000.0,5198065000.0,45313000.0,0.0,0.0,5114955000.0,183031000.0,4931924000.0,37797000.0,562941000.0,147335000.0,94492000.0,38645000.0,55847000.0,55847000.0,,29791000.0,291323000.0,146820000.0,,144503000.0,43445000.0,101058000.0,1619464000.0,823832000.0,41619000.0,5858000.0,5858000.0,139107000.0,,,,136923000.0,125235000.0,11688000.0,500325000.0,-362480000.0,862805000.0,177350000.0,16264000.0,563470000.0,105721000.0,0.0,795632000.0,41257000.0,353818000.0,69683000.0,,249995000.0,249995000.0,,,80879000.0,80879000.0,2023-08-31,
34880983.0,34880983.0,4906892000.0,5209447000.0,-4278465000.0,846229000.0,232691000.0,-4278465000.0,221676000.0,-4141542000.0,790382000.0,-4141542000.0,-4141542000.0,-5097000.0,-5097000.0,-4137753000.0,959000.0,349000.0,349000.0,,5761006000.0,5198065000.0,45313000.0,0.0,0.0,5114955000.0,183031000.0,4931924000.0,37797000.0,562941000.0,147335000.0,94492000.0,38645000.0,55847000.0,55847000.0,,29791000.0,291323000.0,146820000.0,,144503000.0,43445000.0,101058000.0,1619464000.0,823832000.0,41619000.0,5858000.0,5858000.0,139107000.0,,,,136923000.0,125235000.0,11688000.0,500325000.0,-362480000.0,862805000.0,177350000.0,16264000.0,563470000.0,105721000.0,0.0,795632000.0,41257000.0,353818000.0,69683000.0,,249995000.0,249995000.0,,,80879000.0,80879000.0,2023-09-30,
34726182.0,34726182.0,4876330000.0,5209306000.0,-4216160000.0,920061000.0,269941000.0,-4216160000.0,218878000.0,-4070367000.0,863695000.0,-4070367000.0,-4070367000.0,-3867000.0,-3867000.0,-4069648000.0,2801000.0,347000.0,347000.0,0.0,5745266000.0,5197916000.0,45747000.0,0.0,0.0,5113610000.0,179548000.0,4934062000.0,38559000.0,547350000.0,104246000.0,95696000.0,39330000.0,56366000.0,56366000.0,54689000.0,28135000.0,264584000.0,158317000.0,33367000.0,106267000.0,,106267000.0,1674899000.0,857608000.0,42894000.0,13680000.0,13680000.0,143553000.0,,,143553000.0,145793000.0,134105000.0,11688000.0,511688000.0,-370368000.0,882056000.0,176817000.0,24505000.0,571943000.0,108791000.0,0.0,817291000.0,30215000.0,307205000.0,82964000.0,72525000.0,282809000.0,282809000.0,-5885000.0,288694000.0,114098000.0,114098000.0,2023-12-31,10439000.0
