free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,other_non_cash_items,excess_tax_benefit_from_stock_based_compensation,stock_based_compensation,unrealized_gain_loss_on_investment_securities,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,net_income_from_continuing_operations,date
108437000.0,-1000.0,-134235000.0,0.0,-36726000.0,60356000.0,457062000.0,-352000.0,-61506000.0,-211685000.0,-211685000.0,-1623000.0,2016000.0,-77842000.0,-77842000.0,-1000.0,-1000.0,-134235000.0,-134235000.0,-134235000.0,0.0,5016000.0,5016000.0,41742000.0,0.0,0.0,0.0,0.0,-36726000.0,145163000.0,145163000.0,-20101000.0,39896000.0,-19465000.0,-1262000.0,7119000.0,0.0,666000.0,-5659000.0,-5659000.0,24225000.0,24225000.0,1338000.0,158302000.0,2022-12-31
95651000.0,-30083000.0,-13899000.0,,-19031000.0,444816000.0,395204000.0,-186000.0,49798000.0,-45281000.0,-45281000.0,-1553000.0,343000.0,-89000.0,-89000.0,-30083000.0,-30083000.0,-13899000.0,-13899000.0,-13899000.0,,-19603000.0,-19603000.0,-572000.0,,,0.0,0.0,-19031000.0,114682000.0,114682000.0,-14943000.0,-14943000.0,1441000.0,298000.0,7538000.0,,572000.0,-3439000.0,-3439000.0,18170000.0,18170000.0,275000.0,104770000.0,2023-03-31
108660000.0,-90764000.0,-13287000.0,,-18949000.0,405818000.0,444816000.0,680000.0,-39678000.0,-147699000.0,-147699000.0,-1515000.0,708000.0,-42841000.0,-42841000.0,-90764000.0,-90764000.0,-13287000.0,-13287000.0,-13287000.0,,-19588000.0,-19588000.0,-639000.0,,,0.0,0.0,-18949000.0,127609000.0,127609000.0,-22242000.0,-22242000.0,1286000.0,-431000.0,9527000.0,,594000.0,-4157000.0,-4157000.0,18561000.0,18561000.0,127000.0,109380000.0,2023-06-30
158548000.0,-90000000.0,-14163000.0,,-21291000.0,419822000.0,405818000.0,-798000.0,14802000.0,-144214000.0,-144214000.0,-2172000.0,4755000.0,-42634000.0,-42634000.0,-90000000.0,-90000000.0,-14163000.0,-14163000.0,-14163000.0,,-20823000.0,-20823000.0,468000.0,,,0.0,0.0,-21291000.0,179839000.0,179839000.0,38518000.0,38518000.0,1280000.0,-2840000.0,9442000.0,-28231000.0,176000.0,-4595000.0,-4595000.0,18268000.0,18268000.0,145000.0,147676000.0,2023-09-30
122609000.0,-58178000.0,-14356000.0,14898000.0,-46125000.0,403133000.0,419822000.0,644000.0,-17333000.0,-139164000.0,-139164000.0,-170000.0,2850000.0,-84208000.0,-84208000.0,-58178000.0,-58178000.0,542000.0,542000.0,-14356000.0,14898000.0,-46903000.0,-46903000.0,-778000.0,,,0.0,0.0,-46125000.0,168734000.0,168734000.0,-15577000.0,-58595000.0,1677000.0,-424000.0,11007000.0,-4446000.0,130000.0,-7318000.0,-7318000.0,25641000.0,25641000.0,752000.0,157292000.0,2023-12-31
