treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,capital_stock,common_stock,total_liabilities_net_minority_interest,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,current_provisions,payables_and_accrued_expenses,payables,other_payable,total_tax_payable,income_tax_payable,total_assets,defined_pension_benefit,investments_and_advances,available_for_sale_securities,trading_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,buildings_and_improvements,land_and_improvements,prepaid_assets,receivables,other_receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date
3268688.0,9800866660.0,9804135348.0,213312000000.0,427962000000.0,144839000000.0,591986000000.0,144839000000.0,3929000000.0,167953000000.0,433827000000.0,177343000000.0,9390000000.0,167953000000.0,77295000000.0,77295000000.0,71000000.0,90729000000.0,90729000000.0,2146097000000.0,76861000000.0,4723000000.0,2320000000.0,3082000000.0,2737000000.0,345000000.0,269803000000.0,3929000000.0,265874000000.0,23159000000.0,158159000000.0,158159000000.0,158159000000.0,2055000000.0,11676000000.0,11676000000.0,4730000000.0,6946000000.0,6946000000.0,2323440000000.0,411000000.0,709468000000.0,563004000000.0,17969000000.0,7443000000.0,23114000000.0,15564000000.0,7550000000.0,11630000000.0,-15619000000.0,27249000000.0,20117000000.0,5933000000.0,1199000000.0,6358000000.0,78381000000.0,74762000000.0,3619000000.0,121052000000.0,210721000000.0,35381000000.0,2022-12-31
4555675.0,9799579673.0,9804135348.0,221761000000.0,439404000000.0,147544000000.0,607209000000.0,147544000000.0,3745000000.0,171550000000.0,443348000000.0,181519000000.0,9969000000.0,171550000000.0,80939000000.0,80939000000.0,118000000.0,90729000000.0,90729000000.0,2206973000000.0,83572000000.0,4845000000.0,2240000000.0,3010000000.0,2591000000.0,419000000.0,275543000000.0,3745000000.0,271798000000.0,25487000000.0,163861000000.0,163861000000.0,163861000000.0,,20440000000.0,20440000000.0,5349000000.0,15091000000.0,15091000000.0,2388492000000.0,399000000.0,732223000000.0,574050000000.0,16786000000.0,7590000000.0,24006000000.0,15730000000.0,8276000000.0,11457000000.0,-16092000000.0,27549000000.0,20065000000.0,6265000000.0,1219000000.0,6939000000.0,77274000000.0,73275000000.0,3999000000.0,133797000000.0,213898000000.0,33007000000.0,2023-03-31
4191075.0,9799944273.0,9804135348.0,216446000000.0,440609000000.0,154932000000.0,616010000000.0,154932000000.0,3452000000.0,178853000000.0,451588000000.0,188941000000.0,10088000000.0,178853000000.0,88233000000.0,88233000000.0,109000000.0,90729000000.0,90729000000.0,2245267000000.0,67326000000.0,5135000000.0,2253000000.0,2564000000.0,2070000000.0,494000000.0,276187000000.0,3452000000.0,272735000000.0,26192000000.0,164422000000.0,164422000000.0,164422000000.0,,19322000000.0,19322000000.0,3860000000.0,15462000000.0,15462000000.0,2434208000000.0,387000000.0,824271000000.0,661813000000.0,20231000000.0,7880000000.0,23921000000.0,15826000000.0,8095000000.0,11286000000.0,-16327000000.0,27613000000.0,20084000000.0,6289000000.0,1240000000.0,7099000000.0,79081000000.0,75830000000.0,3251000000.0,134347000000.0,220711000000.0,30636000000.0,2023-06-30
1255645.0,9802879703.0,9804135348.0,223125000000.0,452239000000.0,160134000000.0,632503000000.0,160134000000.0,3372000000.0,183636000000.0,446119000000.0,192674000000.0,9038000000.0,183636000000.0,92940000000.0,92940000000.0,33000000.0,90729000000.0,90729000000.0,2316443000000.0,62160000000.0,5476000000.0,2255000000.0,1958000000.0,1481000000.0,477000000.0,265855000000.0,3372000000.0,262483000000.0,26569000000.0,186384000000.0,186384000000.0,186384000000.0,,22998000000.0,22998000000.0,4274000000.0,18724000000.0,18724000000.0,2509117000000.0,380000000.0,833703000000.0,667269000000.0,17205000000.0,8807000000.0,23502000000.0,15601000000.0,7901000000.0,10804000000.0,-15278000000.0,26082000000.0,19325000000.0,5873000000.0,884000000.0,6778000000.0,84429000000.0,81089000000.0,3340000000.0,140422000000.0,225742000000.0,33672000000.0,2023-09-30
