tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
909090.909091,0.181818,288000000.0,5000000.0,5000000.0,198000000.0,37000000.0,93000000.0,293000000.0,256000000.0,-20000000.0,20000000.0,,193909090.909091,198000000.0,1024000000.0,256000000.0,217000000.0,216000000.0,0.91,0.92,198000000.0,198000000.0,198000000.0,198000000.0,198000000.0,44000000.0,242000000.0,6000000.0,1000000.0,5000000.0,-20000000.0,20000000.0,20000000.0,,256000000.0,904000000.0,10000000.0,10000000.0,10000000.0,10000000.0,311000000.0,583000000.0,454000000.0,129000000.0,129000000.0,,1160000000.0,120000000.0,1280000000.0,1204000000.0,2022-10-31
-1050000.0,0.21,321000000.0,-5000000.0,-5000000.0,293000000.0,37000000.0,97000000.0,316000000.0,279000000.0,-2000000.0,2000000.0,,296950000.0,293000000.0,1041000000.0,277000000.0,217000000.0,216000000.0,1.35,1.36,293000000.0,293000000.0,293000000.0,293000000.0,293000000.0,-16000000.0,277000000.0,2000000.0,7000000.0,-5000000.0,-2000000.0,,2000000.0,,277000000.0,917000000.0,10000000.0,10000000.0,10000000.0,10000000.0,313000000.0,594000000.0,439000000.0,155000000.0,155000000.0,,1194000000.0,124000000.0,1318000000.0,1228000000.0,2023-01-31
271493.21267,0.271493,249000000.0,1000000.0,1000000.0,161000000.0,33000000.0,104000000.0,250000000.0,217000000.0,2000000.0,,2000000.0,160271493.21267,161000000.0,1052000000.0,217000000.0,216000000.0,215000000.0,0.75,0.75,161000000.0,161000000.0,161000000.0,161000000.0,161000000.0,60000000.0,221000000.0,2000000.0,1000000.0,1000000.0,2000000.0,,,2000000.0,217000000.0,925000000.0,10000000.0,10000000.0,10000000.0,10000000.0,327000000.0,588000000.0,394000000.0,194000000.0,110000000.0,84000000.0,1142000000.0,127000000.0,1269000000.0,1207000000.0,2023-04-30
-2093023.255814,0.139535,310000000.0,-15000000.0,-15000000.0,222000000.0,33000000.0,105000000.0,295000000.0,262000000.0,9000000.0,,9000000.0,234906976.744186,222000000.0,1083000000.0,262000000.0,215000000.0,214000000.0,1.03,1.04,222000000.0,222000000.0,222000000.0,222000000.0,222000000.0,36000000.0,258000000.0,-13000000.0,2000000.0,-15000000.0,9000000.0,,,9000000.0,262000000.0,956000000.0,11000000.0,11000000.0,11000000.0,11000000.0,355000000.0,590000000.0,449000000.0,141000000.0,141000000.0,,1218000000.0,127000000.0,1345000000.0,1284000000.0,2023-07-31
-2962500.0,0.246875,382000000.0,-12000000.0,-12000000.0,241000000.0,36000000.0,101000000.0,370000000.0,334000000.0,-1000000.0,,,250037500.0,241000000.0,1080000000.0,334000000.0,216000000.0,214000000.0,1.12,1.13,241000000.0,241000000.0,241000000.0,241000000.0,241000000.0,79000000.0,320000000.0,-13000000.0,-1000000.0,-12000000.0,-1000000.0,1000000.0,,,334000000.0,953000000.0,10000000.0,10000000.0,10000000.0,10000000.0,339000000.0,604000000.0,439000000.0,165000000.0,165000000.0,,1287000000.0,127000000.0,1414000000.0,1326000000.0,2023-10-31
