treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,dueto_related_parties_current,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,duefrom_related_parties_current,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
54089559.0,228397853.0,282487412.0,473000000.0,4131000000.0,8895000000.0,14195000000.0,3907000000.0,8895000000.0,154000000.0,10218000000.0,14132000000.0,10311000000.0,93000000.0,10218000000.0,-85000000.0,-85000000.0,1204000000.0,6030000000.0,5194000000.0,283000000.0,283000000.0,9147000000.0,5188000000.0,504000000.0,209000000.0,456000000.0,504000000.0,456000000.0,4019000000.0,105000000.0,3914000000.0,3959000000.0,112000000.0,49000000.0,63000000.0,63000000.0,3847000000.0,67000000.0,67000000.0,3780000000.0,493000000.0,143000000.0,271000000.0,2873000000.0,19458000000.0,11517000000.0,714000000.0,10000000.0,10000000.0,22000000.0,810000000.0,810000000.0,1323000000.0,403000000.0,920000000.0,8638000000.0,-12730000000.0,21368000000.0,2470000000.0,1258000000.0,15900000000.0,1530000000.0,210000000.0,7866000000.0,368000000.0,2359000000.0,398000000.0,811000000.0,1150000000.0,1635000000.0,,1635000000.0,-38000000.0,1673000000.0,3504000000.0,3504000000.0,2022-12-31
57645467.0,227112594.0,284758061.0,1155000000.0,4135000000.0,8915000000.0,14294000000.0,3533000000.0,8915000000.0,143000000.0,10302000000.0,14203000000.0,10395000000.0,93000000.0,10302000000.0,-104000000.0,-104000000.0,1301000000.0,6217000000.0,5205000000.0,285000000.0,285000000.0,9145000000.0,5130000000.0,509000000.0,146000000.0,479000000.0,,479000000.0,3996000000.0,95000000.0,3901000000.0,4015000000.0,139000000.0,48000000.0,91000000.0,91000000.0,3876000000.0,46000000.0,46000000.0,3830000000.0,388000000.0,171000000.0,267000000.0,3004000000.0,19540000000.0,11992000000.0,759000000.0,7000000.0,7000000.0,,830000000.0,,1387000000.0,467000000.0,920000000.0,9009000000.0,-12931000000.0,21940000000.0,,21940000000.0,,,,7548000000.0,362000000.0,2541000000.0,386000000.0,900000000.0,1255000000.0,1808000000.0,,1808000000.0,-38000000.0,1846000000.0,2837000000.0,2837000000.0,2023-03-31
60906149.0,223908862.0,284815011.0,1171000000.0,4389000000.0,9348000000.0,14976000000.0,3763000000.0,9348000000.0,138000000.0,10725000000.0,14878000000.0,10818000000.0,93000000.0,10725000000.0,-85000000.0,-85000000.0,1376000000.0,6683000000.0,5218000000.0,285000000.0,285000000.0,9491000000.0,5419000000.0,461000000.0,139000000.0,576000000.0,,576000000.0,4243000000.0,90000000.0,4153000000.0,4072000000.0,146000000.0,48000000.0,98000000.0,98000000.0,3926000000.0,70000000.0,70000000.0,3856000000.0,457000000.0,172000000.0,287000000.0,2940000000.0,20309000000.0,12474000000.0,700000000.0,0.0,0.0,,832000000.0,,1377000000.0,457000000.0,920000000.0,9565000000.0,-13029000000.0,22594000000.0,,22594000000.0,,,,7835000000.0,351000000.0,2540000000.0,446000000.0,964000000.0,1130000000.0,1864000000.0,,1864000000.0,-40000000.0,1904000000.0,3080000000.0,3080000000.0,2023-06-30
61932549.0,223029929.0,284962478.0,1005000000.0,4351000000.0,9637000000.0,15231000000.0,3594000000.0,9637000000.0,124000000.0,11004000000.0,15133000000.0,11097000000.0,93000000.0,11004000000.0,-85000000.0,-85000000.0,1402000000.0,6971000000.0,5235000000.0,285000000.0,285000000.0,9298000000.0,5497000000.0,439000000.0,138000000.0,712000000.0,,712000000.0,4208000000.0,79000000.0,4129000000.0,3801000000.0,143000000.0,45000000.0,98000000.0,98000000.0,3658000000.0,52000000.0,52000000.0,3606000000.0,498000000.0,180000000.0,169000000.0,2759000000.0,20395000000.0,13000000000.0,743000000.0,0.0,0.0,,863000000.0,,1367000000.0,447000000.0,920000000.0,10027000000.0,-13186000000.0,23213000000.0,,23213000000.0,,,,7395000000.0,328000000.0,2304000000.0,477000000.0,934000000.0,893000000.0,1541000000.0,137000000.0,1404000000.0,-39000000.0,1443000000.0,3222000000.0,3222000000.0,2023-09-30
62288523.0,223671216.0,285959739.0,1274000000.0,4339000000.0,9766000000.0,15269000000.0,2995000000.0,9766000000.0,117000000.0,11047000000.0,15127000000.0,11140000000.0,93000000.0,11047000000.0,46000000.0,46000000.0,1418000000.0,6880000000.0,5253000000.0,286000000.0,286000000.0,9311000000.0,5363000000.0,497000000.0,126000000.0,587000000.0,,587000000.0,4153000000.0,73000000.0,4080000000.0,3948000000.0,186000000.0,44000000.0,142000000.0,142000000.0,3762000000.0,512000000.0,70000000.0,3250000000.0,,139000000.0,222000000.0,2889000000.0,20451000000.0,13433000000.0,870000000.0,19000000.0,19000000.0,19000000.0,742000000.0,742000000.0,1281000000.0,361000000.0,920000000.0,10502000000.0,-13582000000.0,24084000000.0,3871000000.0,1240000000.0,16903000000.0,1854000000.0,216000000.0,6943000000.0,319000000.0,2128000000.0,428000000.0,877000000.0,823000000.0,1548000000.0,158000000.0,1390000000.0,-38000000.0,1428000000.0,2948000000.0,2948000000.0,2023-12-31
