free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,net_intangibles_purchase_and_sale,sale_of_intangibles,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
9311511000000.0,,-61850617000000.0,62139017000000.0,-215726000000.0,26162524000000.0,9821873000000.0,-167004000000.0,342842000000.0,114635000000.0,114635000000.0,21053000000.0,-194818000000.0,-194818000000.0,,,288400000000.0,288400000000.0,-61850617000000.0,62139017000000.0,-9299030000000.0,-9299030000000.0,-57773000000.0,-8575163000000.0,10445980000000.0,-19021143000000.0,-640569000000.0,9392000000.0,-649961000000.0,187025000000.0,-68278000000.0,-194000000.0,-68084000000.0,-144272000000.0,3370000000.0,-147642000000.0,9527237000000.0,9527237000000.0,8058216000000.0,302681000000.0,-12483100000000.0,4333435000000.0,17415000000.0,17415000000.0,17415000000.0,17415000000.0,36991000000.0,-663590000000.0,32251000000.0,269892000000.0,269892000000.0,33137000000.0,33137000000.0,236755000000.0,632031000000.0,63811000000.0,14677000000.0,-680987000000.0,1392013000000.0,3961000000.0,137573000000.0,2022-12-31
-2352586000000.0,-271745000000.0,-18274437000000.0,13466265000000.0,-212279000000.0,24098427000000.0,26534798000000.0,22044000000.0,-2458415000000.0,-4513704000000.0,-4513704000000.0,566213000000.0,,,-271745000000.0,-271745000000.0,-4808172000000.0,-4808172000000.0,-18274437000000.0,13466265000000.0,4195596000000.0,4195596000000.0,58805000000.0,4758717000000.0,16299256000000.0,-11540539000000.0,-123549000000.0,,-123549000000.0,-287482000000.0,-178023000000.0,185000000.0,-178208000000.0,-32872000000.0,1199000000.0,-34071000000.0,-2140307000000.0,-2140307000000.0,-1821289000000.0,-6197169000000.0,10039550000000.0,-6854888000000.0,-866500000000.0,-866500000000.0,-866500000000.0,-866500000000.0,-14482000000.0,-2163986000000.0,11361000000.0,205533000000.0,205533000000.0,,,205533000000.0,-539328000000.0,36787000000.0,2496000000.0,-634229000000.0,-26314000000.0,63603000000.0,1499214000000.0,2023-03-31
5020807000000.0,0.0,-11777974000000.0,12437949000000.0,-77852000000.0,26556884000000.0,24098427000000.0,17660000000.0,2440797000000.0,-187282000000.0,-187282000000.0,-86321000000.0,,,0.0,0.0,659975000000.0,659975000000.0,-11777974000000.0,12437949000000.0,-2470580000000.0,-2470580000000.0,-427336000000.0,-2725025000000.0,14586014000000.0,-17311039000000.0,800000000.0,,800000000.0,757654000000.0,-6163000000.0,203000000.0,-6366000000.0,-70510000000.0,976000000.0,-71486000000.0,5098659000000.0,5098659000000.0,3909853000000.0,5871632000000.0,5665974000000.0,-3272689000000.0,375692000000.0,375692000000.0,375692000000.0,375692000000.0,-23809000000.0,-1302263000000.0,15307000000.0,211331000000.0,211331000000.0,,,211331000000.0,108363000000.0,39091000000.0,-6945000000.0,38555000000.0,-49663000000.0,65858000000.0,1504771000000.0,2023-06-30
