ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,investments_and_advances,long_term_equity_investment,investmentsin_joint_venturesat_cost,investment_properties,current_assets,restricted_cash,receivables,notes_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_financial,date,treasury_shares_number
186120298.0,186120298.0,3385337000.0,3387984000.0,1445405000.0,4833389000.0,-717347000.0,1445405000.0,1445405000.0,4635389000.0,1517485000.0,72080000.0,1445405000.0,19119000.0,19119000.0,-204248000.0,1628618000.0,1916000.0,1916000.0,0.0,3975034000.0,3189984000.0,3189984000.0,3189984000.0,785050000.0,320061000.0,320061000.0,198000000.0,198000000.0,198000000.0,266989000.0,11739000.0,11739000.0,255250000.0,80102000.0,175148000.0,5492519000.0,5424816000.0,181950000.0,50441000.0,81404000.0,81404000.0,81404000.0,5111021000.0,67703000.0,19700000.0,45356000.0,45356000.0,2647000.0,2647000.0,2647000.0,2022-12-31,
186205815.0,186205815.0,3375496000.0,3386357000.0,1441720000.0,4828077000.0,-754254000.0,1441720000.0,1441720000.0,4616077000.0,1513386000.0,71666000.0,1441720000.0,15141000.0,15141000.0,-205203000.0,1629866000.0,1916000.0,1916000.0,0.0,4005927000.0,3174357000.0,3174357000.0,3174357000.0,831570000.0,335016000.0,335016000.0,212000000.0,212000000.0,212000000.0,284554000.0,12090000.0,12090000.0,272464000.0,87338000.0,185126000.0,5519313000.0,5441997000.0,162003000.0,51090000.0,81135000.0,81135000.0,81135000.0,5147769000.0,77316000.0,19800000.0,46655000.0,46655000.0,10861000.0,10861000.0,10861000.0,2023-03-31,
186273876.0,186273876.0,3443595000.0,3451002000.0,1431957000.0,4882959000.0,-761391000.0,1431957000.0,1431957000.0,4677959000.0,1503112000.0,71155000.0,1431957000.0,17327000.0,17327000.0,-225640000.0,1638354000.0,1916000.0,1916000.0,0.0,4082875000.0,3246002000.0,3246002000.0,3246002000.0,836873000.0,359231000.0,359231000.0,205000000.0,205000000.0,205000000.0,272642000.0,12305000.0,12305000.0,260337000.0,87486000.0,172851000.0,5585987000.0,5510505000.0,181805000.0,51978000.0,82423000.0,82423000.0,82423000.0,5194299000.0,75482000.0,20700000.0,47375000.0,47375000.0,7407000.0,7407000.0,7407000.0,2023-06-30,
186390612.0,186390612.0,3463976000.0,3502456000.0,1426953000.0,4929409000.0,-517464000.0,1426953000.0,1426953000.0,4929409000.0,1497007000.0,70054000.0,1426953000.0,15564000.0,15564000.0,-232081000.0,1641553000.0,1917000.0,1917000.0,0.0,4129284000.0,3502456000.0,3502456000.0,3502456000.0,626828000.0,337951000.0,337951000.0,,,0.0,288877000.0,12296000.0,12296000.0,276581000.0,87491000.0,189090000.0,5626291000.0,5516927000.0,155306000.0,53180000.0,84328000.0,84328000.0,84328000.0,5224113000.0,109364000.0,21200000.0,49684000.0,49684000.0,38480000.0,38480000.0,38480000.0,2023-09-30,
186426281.0,186426281.0,3514370000.0,3518607000.0,1428721000.0,4947328000.0,-547631000.0,1428721000.0,1428721000.0,4916328000.0,1498621000.0,69900000.0,1428721000.0,6061000.0,6061000.0,-223576000.0,1644319000.0,1917000.0,1917000.0,0.0,4115112000.0,3487607000.0,3487607000.0,3487607000.0,627505000.0,344788000.0,344788000.0,31000000.0,31000000.0,31000000.0,251717000.0,12657000.0,12657000.0,239060000.0,87493000.0,151567000.0,5613733000.0,5533859000.0,137499000.0,53641000.0,85304000.0,85304000.0,85304000.0,5257415000.0,79874000.0,25700000.0,49937000.0,49937000.0,4237000.0,4237000.0,4237000.0,2023-12-31,0.0
