tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
1129800.0,0.21,153558000.0,5380000.0,5380000.0,73041000.0,50976000.0,163326000.0,158938000.0,107962000.0,-29202000.0,31286000.0,2084000.0,68790800.0,73041000.0,234853000.0,195281000.0,185848000.0,0.39,0.39,76668000.0,3635000.0,73033000.0,8000.0,73041000.0,-3635000.0,76676000.0,76676000.0,76676000.0,3844000.0,-2010000.0,0.0,0.0,474000.0,5380000.0,-29202000.0,31286000.0,2084000.0,102034000.0,70176000.0,-450000.0,49625000.0,49625000.0,21001000.0,11222000.0,9779000.0,9779000.0,172210000.0,164677000.0,336887000.0,327534000.0,2022-12-31
-113610.0,0.21,171448000.0,-541000.0,-541000.0,82371000.0,51860000.0,172046000.0,170907000.0,119047000.0,-30500000.0,32588000.0,2088000.0,82798390.0,82371000.0,247329000.0,195369000.0,185900000.0,0.44,0.44,86459000.0,4088000.0,82371000.0,,82371000.0,-4088000.0,86459000.0,86459000.0,86459000.0,-1485000.0,-1468000.0,0.0,,524000.0,-541000.0,-30500000.0,32588000.0,2088000.0,118444000.0,73925000.0,-679000.0,50502000.0,50502000.0,24102000.0,12441000.0,11661000.0,11661000.0,192369000.0,173404000.0,365773000.0,352529000.0,2023-03-31
519330.0,0.21,149511000.0,2473000.0,2473000.0,62928000.0,52813000.0,188324000.0,151984000.0,99171000.0,-30863000.0,33122000.0,2259000.0,60974330.0,62928000.0,270435000.0,195430000.0,186023000.0,0.34,0.34,66041000.0,3121000.0,62920000.0,8000.0,62928000.0,-3121000.0,66049000.0,66049000.0,66049000.0,2065000.0,-1381000.0,0.0,,973000.0,2473000.0,-30863000.0,33122000.0,2259000.0,94847000.0,80762000.0,,51464000.0,51464000.0,29298000.0,12691000.0,16607000.0,16607000.0,175609000.0,189673000.0,365282000.0,347371000.0,2023-06-30
276360.0,0.21,165153000.0,1316000.0,1316000.0,76969000.0,52294000.0,197895000.0,166469000.0,114175000.0,-31158000.0,33434000.0,2276000.0,75929360.0,76969000.0,272944000.0,195440000.0,186100000.0,0.41,0.41,80741000.0,3772000.0,76969000.0,,76969000.0,-3772000.0,80741000.0,80741000.0,80741000.0,639000.0,-1338000.0,-68000.0,68000.0,661000.0,1384000.0,-31158000.0,33434000.0,2276000.0,111260000.0,73723000.0,,50968000.0,50968000.0,22755000.0,12860000.0,9895000.0,9895000.0,184983000.0,199221000.0,384204000.0,368546000.0,2023-09-30
379260.0,0.21,169466000.0,1806000.0,1806000.0,91939000.0,52134000.0,174310000.0,171272000.0,119138000.0,-30784000.0,33198000.0,2414000.0,90512260.0,91939000.0,240480000.0,195475000.0,186217000.0,0.49,0.49,96420000.0,4489000.0,91931000.0,8000.0,91939000.0,-4489000.0,96428000.0,96428000.0,85940000.0,68187000.0,65826000.0,0.0,0.0,555000.0,1806000.0,-30784000.0,33198000.0,2414000.0,48537000.0,64840000.0,,50804000.0,50804000.0,14036000.0,4919000.0,9117000.0,9117000.0,113377000.0,175640000.0,289017000.0,340300000.0,2023-12-31
