tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,other_special_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
11441860.465116,0.27907,247000000.0,41000000.0,41000000.0,122000000.0,84000000.0,740000000.0,288000000.0,204000000.0,-32000000.0,32000000.0,92441860.465116,122000000.0,1264000000.0,265000000.0,515074000.0,515074000.0,0.23,0.23,120000000.0,120000000.0,2000000.0,122000000.0,-2000000.0,124000000.0,124000000.0,48000000.0,172000000.0,-20000000.0,-61000000.0,41000000.0,41000000.0,,,-32000000.0,32000000.0,224000000.0,503000000.0,63000000.0,63000000.0,63000000.0,63000000.0,440000000.0,219000000.0,221000000.0,221000000.0,727000000.0,761000000.0,1488000000.0,1488000000.0,2022-12-31
0.0,0.362069,176000000.0,0.0,0.0,34000000.0,83000000.0,699000000.0,176000000.0,93000000.0,-35000000.0,35000000.0,34000000.0,34000000.0,1234000000.0,124000000.0,515907000.0,515907000.0,0.06,0.06,34000000.0,34000000.0,,34000000.0,-3000000.0,37000000.0,37000000.0,21000000.0,58000000.0,-31000000.0,-31000000.0,0.0,0.0,,,-35000000.0,35000000.0,165000000.0,513000000.0,61000000.0,61000000.0,61000000.0,61000000.0,452000000.0,199000000.0,253000000.0,253000000.0,678000000.0,721000000.0,1399000000.0,1399000000.0,2023-03-31
-1029940.11976,0.257485,295000000.0,-4000000.0,-4000000.0,122000000.0,86000000.0,828000000.0,291000000.0,205000000.0,-38000000.0,38000000.0,124970059.88024,122000000.0,1375000000.0,189000000.0,515940000.0,515940000.0,0.23,0.23,122000000.0,122000000.0,,122000000.0,-2000000.0,124000000.0,124000000.0,43000000.0,167000000.0,16000000.0,20000000.0,-4000000.0,0.0,4000000.0,0.0,-38000000.0,38000000.0,189000000.0,525000000.0,64000000.0,64000000.0,64000000.0,64000000.0,461000000.0,217000000.0,244000000.0,244000000.0,714000000.0,850000000.0,1564000000.0,1564000000.0,2023-06-30
273584.90566,0.273585,326000000.0,1000000.0,1000000.0,152000000.0,79000000.0,823000000.0,327000000.0,248000000.0,-36000000.0,36000000.0,151273584.90566,152000000.0,1375000000.0,212000000.0,524137931.0,524137931.0,0.29,0.29,146000000.0,146000000.0,,152000000.0,-2000000.0,154000000.0,154000000.0,58000000.0,212000000.0,37000000.0,36000000.0,1000000.0,0.0,0.0,-1000000.0,-36000000.0,36000000.0,211000000.0,530000000.0,57000000.0,57000000.0,57000000.0,57000000.0,473000000.0,200000000.0,273000000.0,273000000.0,741000000.0,845000000.0,1586000000.0,1586000000.0,2023-09-30
4618867.924528,0.271698,368000000.0,17000000.0,17000000.0,159000000.0,81000000.0,854000000.0,385000000.0,304000000.0,-39000000.0,39000000.0,146618867.924528,159000000.0,1411000000.0,354000000.0,516462000.0,516462000.0,0.3,0.3,157000000.0,157000000.0,2000000.0,159000000.0,-34000000.0,193000000.0,193000000.0,72000000.0,265000000.0,-33000000.0,-50000000.0,17000000.0,17000000.0,,,-39000000.0,39000000.0,337000000.0,531000000.0,55000000.0,55000000.0,55000000.0,55000000.0,476000000.0,207000000.0,269000000.0,269000000.0,868000000.0,880000000.0,1748000000.0,1748000000.0,2023-12-31
