ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
515723000.0,515723000.0,3226000000.0,4219000000.0,-4096000000.0,4216000000.0,-1001000000.0,-4096000000.0,273000000.0,270000000.0,4216000000.0,282000000.0,12000000.0,270000000.0,,-276000000.0,-276000000.0,-1439000000.0,1984000000.0,1000000.0,1000000.0,7847000000.0,4506000000.0,103000000.0,223000000.0,223000000.0,4180000000.0,234000000.0,3946000000.0,3341000000.0,158000000.0,327000000.0,327000000.0,39000000.0,39000000.0,2817000000.0,2597000000.0,29000000.0,220000000.0,220000000.0,8129000000.0,5789000000.0,198000000.0,546000000.0,29000000.0,29000000.0,4366000000.0,2415000000.0,1951000000.0,650000000.0,-489000000.0,1139000000.0,,1139000000.0,,,,,2340000000.0,109000000.0,405000000.0,102000000.0,1004000000.0,1004000000.0,-21000000.0,1025000000.0,720000000.0,720000000.0,2022-12-31,
515974000.0,515974000.0,3385000000.0,4274000000.0,-4090000000.0,4238000000.0,-975000000.0,-4090000000.0,288000000.0,252000000.0,4238000000.0,266000000.0,14000000.0,252000000.0,1000000.0,-261000000.0,-261000000.0,-1488000000.0,2000000000.0,0.0,0.0,7744000000.0,4557000000.0,104000000.0,220000000.0,220000000.0,4233000000.0,247000000.0,3986000000.0,3187000000.0,68000000.0,311000000.0,311000000.0,41000000.0,41000000.0,2767000000.0,2485000000.0,17000000.0,282000000.0,282000000.0,8010000000.0,5798000000.0,198000000.0,557000000.0,28000000.0,28000000.0,4342000000.0,2382000000.0,1960000000.0,673000000.0,-503000000.0,1176000000.0,,1176000000.0,,,,,2212000000.0,109000000.0,371000000.0,114000000.0,1017000000.0,1017000000.0,-19000000.0,1036000000.0,601000000.0,601000000.0,2023-03-31,
515991000.0,515991000.0,3388000000.0,4293000000.0,-4026000000.0,4269000000.0,-973000000.0,-4026000000.0,305000000.0,281000000.0,4269000000.0,299000000.0,18000000.0,281000000.0,1000000.0,-277000000.0,-277000000.0,-1450000000.0,2007000000.0,0.0,0.0,7851000000.0,4561000000.0,104000000.0,205000000.0,205000000.0,4252000000.0,264000000.0,3988000000.0,3290000000.0,84000000.0,226000000.0,226000000.0,41000000.0,41000000.0,2939000000.0,2690000000.0,29000000.0,249000000.0,249000000.0,8150000000.0,5833000000.0,209000000.0,584000000.0,27000000.0,27000000.0,4307000000.0,2345000000.0,1962000000.0,706000000.0,-523000000.0,1229000000.0,,1229000000.0,,,,,2317000000.0,98000000.0,390000000.0,116000000.0,1113000000.0,1113000000.0,-19000000.0,1131000000.0,600000000.0,600000000.0,2023-06-30,
515995173.0,515995173.0,3323000000.0,4260000000.0,-4188000000.0,4271000000.0,-1137000000.0,-4188000000.0,296000000.0,307000000.0,4271000000.0,430000000.0,123000000.0,307000000.0,,-322000000.0,-322000000.0,-1387000000.0,2015000000.0,1000000.0,1000000.0,8115000000.0,4576000000.0,141000000.0,216000000.0,216000000.0,4219000000.0,255000000.0,3964000000.0,3539000000.0,57000000.0,371000000.0,371000000.0,41000000.0,41000000.0,3070000000.0,2770000000.0,18000000.0,300000000.0,300000000.0,8545000000.0,6143000000.0,225000000.0,688000000.0,32000000.0,32000000.0,4495000000.0,2502000000.0,1993000000.0,703000000.0,-523000000.0,1226000000.0,107000000.0,245000000.0,669000000.0,194000000.0,11000000.0,0.0,2402000000.0,102000000.0,413000000.0,126000000.0,1120000000.0,1120000000.0,-19000000.0,1139000000.0,641000000.0,641000000.0,2023-09-30,
517740200.0,517740200.0,3250000000.0,4296000000.0,-4093000000.0,4467000000.0,-1129000000.0,-4093000000.0,292000000.0,463000000.0,4467000000.0,616000000.0,153000000.0,463000000.0,,-260000000.0,-260000000.0,-1317000000.0,2039000000.0,1000000.0,1000000.0,8375000000.0,4630000000.0,154000000.0,223000000.0,223000000.0,4253000000.0,249000000.0,4004000000.0,3745000000.0,124000000.0,305000000.0,305000000.0,43000000.0,43000000.0,3273000000.0,3027000000.0,29000000.0,246000000.0,246000000.0,8991000000.0,6375000000.0,325000000.0,755000000.0,31000000.0,31000000.0,4556000000.0,2541000000.0,2015000000.0,708000000.0,-551000000.0,1259000000.0,,1259000000.0,,,,,2616000000.0,108000000.0,453000000.0,106000000.0,1195000000.0,1195000000.0,-19000000.0,1214000000.0,754000000.0,754000000.0,2023-12-31,0.0
