free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,change_in_other_current_assets,gain_loss_on_investment_securities
155000000.0,,147000000.0,-54000000.0,720000000.0,584000000.0,7000000.0,129000000.0,-70000000.0,-70000000.0,-133000000.0,-84000000.0,-84000000.0,147000000.0,147000000.0,,147000000.0,-10000000.0,-10000000.0,10000000.0,10000000.0,34000000.0,42000000.0,-8000000.0,-33000000.0,-33000000.0,-21000000.0,209000000.0,209000000.0,-48000000.0,-79000000.0,-2000000.0,68000000.0,12000000.0,12000000.0,56000000.0,-61000000.0,-55000000.0,13000000.0,7000000.0,7000000.0,81000000.0,14000000.0,-5000000.0,-5000000.0,84000000.0,84000000.0,-41000000.0,-41000000.0,124000000.0,2022-12-31,,
-50000000.0,,19000000.0,-44000000.0,601000000.0,720000000.0,1000000.0,-120000000.0,-73000000.0,-73000000.0,-9000000.0,-83000000.0,-83000000.0,19000000.0,19000000.0,,19000000.0,-41000000.0,-41000000.0,12000000.0,12000000.0,-9000000.0,0.0,-9000000.0,-9000000.0,-9000000.0,-35000000.0,-6000000.0,-6000000.0,-167000000.0,-114000000.0,1000000.0,-66000000.0,-12000000.0,-12000000.0,-54000000.0,-4000000.0,30000000.0,-11000000.0,-7000000.0,-7000000.0,15000000.0,21000000.0,2000000.0,2000000.0,83000000.0,83000000.0,3000000.0,3000000.0,37000000.0,2023-03-31,,
102000000.0,,149000000.0,-44000000.0,600000000.0,601000000.0,-4000000.0,3000000.0,-90000000.0,-90000000.0,-5000000.0,-84000000.0,-84000000.0,-1000000.0,-1000000.0,,149000000.0,-53000000.0,-53000000.0,0.0,0.0,-9000000.0,0.0,-9000000.0,-11000000.0,-11000000.0,-33000000.0,146000000.0,146000000.0,-31000000.0,-59000000.0,-1000000.0,167000000.0,12000000.0,12000000.0,155000000.0,-28000000.0,-42000000.0,-2000000.0,-94000000.0,-94000000.0,-23000000.0,7000000.0,-15000000.0,-15000000.0,86000000.0,86000000.0,-2000000.0,-6000000.0,124000000.0,2023-06-30,,
239000000.0,-1000000.0,0.0,-99000000.0,641000000.0,600000000.0,-9000000.0,50000000.0,-92000000.0,-92000000.0,-2000000.0,-89000000.0,-89000000.0,-1000000.0,-1000000.0,-1000000.0,0.0,-196000000.0,-196000000.0,-126000000.0,0.0,29000000.0,3000000.0,,-61000000.0,-61000000.0,-38000000.0,338000000.0,338000000.0,127000000.0,119000000.0,-2000000.0,165000000.0,-11000000.0,-11000000.0,176000000.0,170000000.0,-124000000.0,-12000000.0,-19000000.0,-19000000.0,-33000000.0,7000000.0,5000000.0,5000000.0,79000000.0,79000000.0,-1000000.0,-1000000.0,154000000.0,2023-09-30,,
205000000.0,,0.0,-88000000.0,754000000.0,641000000.0,5000000.0,108000000.0,-93000000.0,-93000000.0,-4000000.0,-89000000.0,-89000000.0,0.0,0.0,,0.0,-92000000.0,-92000000.0,9000000.0,9000000.0,-13000000.0,4000000.0,-17000000.0,-59000000.0,-59000000.0,-29000000.0,293000000.0,293000000.0,-36000000.0,-18000000.0,-1000000.0,182000000.0,11000000.0,11000000.0,171000000.0,-31000000.0,-89000000.0,24000000.0,-53000000.0,-53000000.0,61000000.0,9000000.0,5000000.0,5000000.0,81000000.0,81000000.0,-20000000.0,-17000000.0,193000000.0,2023-12-31,-81000000.0,-3000000.0
