free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date,net_investment_purchase_and_sale,sale_of_investment
124199000.0,-74074000.0,0.0,-54000000.0,-49229000.0,,112546000.0,99176000.0,5891000.0,7479000.0,-116720000.0,-116720000.0,-1136000.0,12490000.0,-74074000.0,-74074000.0,-54000000.0,-54000000.0,,-54000000.0,0.0,0.0,-49229000.0,-49229000.0,0.0,0.0,0.0,0.0,-49229000.0,-49229000.0,173428000.0,173428000.0,-43933000.0,-22883000.0,7397000.0,7397000.0,7397000.0,-22110000.0,-6337000.0,-6337000.0,613000.0,13279000.0,717000.0,0.0,1825000.0,1825000.0,28720000.0,28720000.0,172207000.0,2022-12-31,,
144401000.0,-9597000.0,-147500000.0,,-39511000.0,7200000.0,111367000.0,112546000.0,501000.0,-1680000.0,-146081000.0,-146081000.0,-1780000.0,12796000.0,-9597000.0,-9597000.0,-147500000.0,-147500000.0,-147500000.0,,0.0,0.0,-39511000.0,-39511000.0,,,0.0,0.0,-39511000.0,-39511000.0,183912000.0,183912000.0,-70609000.0,-5916000.0,3327000.0,3327000.0,3327000.0,-23887000.0,-44133000.0,-44133000.0,-362000.0,13930000.0,2325000.0,,-3757000.0,-3757000.0,28331000.0,28331000.0,214054000.0,2023-03-31,,
172844000.0,-79000.0,147500000.0,,-27470000.0,89927000.0,132838000.0,111367000.0,-340000.0,21811000.0,-151033000.0,-151033000.0,6256000.0,10290000.0,-79000.0,-79000.0,-167500000.0,-167500000.0,,,0.0,0.0,-27470000.0,-27470000.0,,,0.0,0.0,-27470000.0,-27470000.0,200314000.0,200314000.0,-59701000.0,-20175000.0,-7482000.0,-7482000.0,-7482000.0,-15019000.0,-17025000.0,-17025000.0,205000.0,15362000.0,1532000.0,,-9175000.0,-9175000.0,27855000.0,27855000.0,224236000.0,2023-06-30,,
238339000.0,-35301000.0,0.0,,-34094000.0,63733000.0,331696000.0,132838000.0,-2699000.0,201557000.0,-43038000.0,-43038000.0,-6355000.0,12618000.0,-35301000.0,-35301000.0,-14000000.0,-14000000.0,,,0.0,0.0,-27838000.0,-27838000.0,0.0,,0.0,0.0,-34094000.0,-34094000.0,272433000.0,272433000.0,16058000.0,4842000.0,-2644000.0,-2644000.0,-2644000.0,7259000.0,6601000.0,6601000.0,145000.0,15224000.0,1607000.0,0.0,-1817000.0,-1817000.0,28985000.0,28985000.0,212231000.0,2023-09-30,,
217295000.0,-26943000.0,-75000000.0,,-32556000.0,,453932000.0,331696000.0,4664000.0,117572000.0,-101844000.0,-101844000.0,-11231000.0,11330000.0,-26943000.0,-26943000.0,-75000000.0,0.0,,,-75000000.0,-75000000.0,-30435000.0,-30435000.0,0.0,0.0,0.0,0.0,-32556000.0,-32556000.0,249851000.0,249851000.0,41823000.0,31899000.0,6242000.0,6242000.0,6242000.0,2996000.0,686000.0,686000.0,532000.0,15223000.0,88000.0,1484000.0,-33557000.0,-33557000.0,29737000.0,29737000.0,194521000.0,2023-12-31,2121000.0,2121000.0
