tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.192332,255482000.0,172207000.0,28720000.0,343641000.0,255482000.0,226762000.0,-13312000.0,13547000.0,235000.0,172207000.0,172207000.0,602041000.0,226527000.0,83815000.0,82934000.0,2.05,2.08,172207000.0,172207000.0,172207000.0,0.0,172207000.0,172207000.0,41008000.0,213215000.0,-13312000.0,13547000.0,235000.0,226527000.0,258400000.0,43418000.0,214982000.0,131935000.0,83047000.0,83047000.0,484927000.0,343641000.0,828568000.0,828568000.0,2022-12-31
0.0,0.2,309146000.0,214054000.0,28331000.0,357224000.0,309146000.0,280815000.0,-12711000.0,13127000.0,416000.0,214054000.0,214054000.0,619796000.0,280399000.0,83959000.0,82992000.0,2.55,2.58,214054000.0,214054000.0,214054000.0,,214054000.0,214054000.0,53634000.0,267688000.0,-12711000.0,13127000.0,416000.0,280399000.0,262572000.0,44667000.0,217905000.0,147804000.0,70101000.0,70101000.0,542971000.0,357224000.0,900195000.0,900195000.0,2023-03-31
0.0,0.216,324326000.0,224236000.0,27855000.0,370780000.0,324326000.0,296471000.0,-10215000.0,10542000.0,327000.0,224236000.0,224236000.0,647486000.0,296144000.0,83983000.0,83086000.0,2.67,2.7,224236000.0,224236000.0,224236000.0,,224236000.0,224236000.0,61693000.0,285929000.0,-10215000.0,10542000.0,327000.0,296144000.0,276706000.0,46505000.0,230201000.0,140532000.0,89669000.0,89669000.0,572850000.0,370780000.0,943630000.0,943630000.0,2023-06-30
0.0,0.208,305523000.0,212231000.0,28985000.0,367545000.0,305523000.0,276538000.0,-7392000.0,8647000.0,1255000.0,212231000.0,212231000.0,640244000.0,275283000.0,83993000.0,83097000.0,2.53,2.55,212231000.0,212231000.0,212231000.0,,212231000.0,212231000.0,55660000.0,267891000.0,-7392000.0,8647000.0,1255000.0,275283000.0,272699000.0,47967000.0,224732000.0,135698000.0,89034000.0,89034000.0,547982000.0,367545000.0,915527000.0,915527000.0,2023-09-30
0.0,0.188373,278670000.0,194521000.0,29737000.0,375434000.0,278670000.0,248933000.0,-5634000.0,9265000.0,3631000.0,194521000.0,194521000.0,656299000.0,245302000.0,83933000.0,83088000.0,2.32,2.34,194521000.0,194521000.0,194521000.0,,194521000.0,194521000.0,45147000.0,239668000.0,-5634000.0,9265000.0,3631000.0,245302000.0,280865000.0,51812000.0,229053000.0,142032000.0,87021000.0,87021000.0,526167000.0,375434000.0,901601000.0,901601000.0,2023-12-31
