ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,dueto_related_parties_current,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,current_deferred_assets,restricted_cash,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,receivables_adjustments_allowances,other_receivables,duefrom_related_parties_current,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,derivative_product_liabilities,interest_payable,defined_pension_benefit
454000000.0,454000000.0,6809000000.0,8635000000.0,-4976000000.0,17606000000.0,1127000000.0,-4976000000.0,386000000.0,9357000000.0,17591000000.0,9592000000.0,235000000.0,9357000000.0,,-1878000000.0,-1878000000.0,,,11235000000.0,11235000000.0,17947000000.0,10756000000.0,440000000.0,549000000.0,1000000000.0,630000000.0,370000000.0,8516000000.0,282000000.0,8234000000.0,251000000.0,7191000000.0,856000000.0,1896000000.0,1896000000.0,119000000.0,104000000.0,15000000.0,15000000.0,853000000.0,227000000.0,3240000000.0,150000000.0,3090000000.0,146000000.0,2944000000.0,27539000000.0,19221000000.0,242000000.0,1550000000.0,1550000000.0,460000000.0,322000000.0,322000000.0,14333000000.0,1520000000.0,12813000000.0,2314000000.0,-2988000000.0,5302000000.0,489000000.0,313000000.0,2541000000.0,1889000000.0,70000000.0,0.0,8318000000.0,94000000.0,63000000.0,405000000.0,5000000.0,163000000.0,2155000000.0,1011000000.0,91000000.0,1053000000.0,3993000000.0,-91000000.0,781000000.0,17000000.0,174000000.0,3112000000.0,1440000000.0,1440000000.0,2022-12-31,,,,
454617131.0,454617131.0,7915000000.0,10239000000.0,-7728000000.0,16929000000.0,1368000000.0,-7728000000.0,,6690000000.0,16924000000.0,6696000000.0,6000000.0,6690000000.0,6425000000.0,75000000.0,75000000.0,185000000.0,6425000000.0,5000000.0,5000000.0,25941000000.0,17705000000.0,2035000000.0,5372000000.0,64000000.0,,64000000.0,10234000000.0,,10234000000.0,,8236000000.0,3037000000.0,2031000000.0,2031000000.0,5000000.0,,5000000.0,,,,3163000000.0,,3163000000.0,186000000.0,2977000000.0,32637000000.0,23033000000.0,1952000000.0,4336000000.0,4336000000.0,,,,14418000000.0,1494000000.0,12924000000.0,2327000000.0,-3039000000.0,5366000000.0,,5366000000.0,,,,,9604000000.0,634000000.0,,390000000.0,3000000.0,,2256000000.0,1052000000.0,107000000.0,1097000000.0,3997000000.0,-91000000.0,715000000.0,31000000.0,192000000.0,3150000000.0,2324000000.0,2324000000.0,2023-03-31,,,,
454808732.0,454808732.0,8302000000.0,10238000000.0,-7250000000.0,17340000000.0,1659000000.0,-7250000000.0,,7102000000.0,17335000000.0,7114000000.0,12000000.0,7102000000.0,,70000000.0,70000000.0,576000000.0,6451000000.0,5000000.0,5000000.0,25197000000.0,17616000000.0,2135000000.0,5167000000.0,81000000.0,,81000000.0,10233000000.0,,10233000000.0,,7581000000.0,2570000000.0,2003000000.0,2003000000.0,5000000.0,,5000000.0,,,,3003000000.0,,3003000000.0,168000000.0,2835000000.0,32311000000.0,23071000000.0,2013000000.0,4349000000.0,4349000000.0,,,,14352000000.0,1423000000.0,12929000000.0,2357000000.0,-3057000000.0,5414000000.0,,5414000000.0,,,,,9240000000.0,596000000.0,,402000000.0,3000000.0,,2264000000.0,1055000000.0,106000000.0,1103000000.0,4039000000.0,-92000000.0,754000000.0,27000000.0,196000000.0,3154000000.0,1936000000.0,1936000000.0,2023-06-30,,,,
455224438.0,455224438.0,7852000000.0,10260000000.0,-7115000000.0,17391000000.0,1903000000.0,-7115000000.0,,7131000000.0,17384000000.0,7303000000.0,172000000.0,7131000000.0,,-280000000.0,-280000000.0,937000000.0,6469000000.0,5000000.0,5000000.0,25079000000.0,17514000000.0,1826000000.0,5373000000.0,62000000.0,,62000000.0,10253000000.0,,10253000000.0,,7565000000.0,2755000000.0,1927000000.0,1927000000.0,7000000.0,,7000000.0,,,,2876000000.0,,2876000000.0,102000000.0,2774000000.0,32382000000.0,22914000000.0,2036000000.0,4277000000.0,4277000000.0,,,,14246000000.0,1332000000.0,12914000000.0,2355000000.0,-2995000000.0,5350000000.0,,5350000000.0,,,,,9468000000.0,484000000.0,,388000000.0,10000000.0,,2128000000.0,1039000000.0,100000000.0,989000000.0,4050000000.0,-91000000.0,760000000.0,27000000.0,165000000.0,3189000000.0,2408000000.0,2408000000.0,2023-09-30,,,,
455342290.0,455342290.0,6948000000.0,9863000000.0,-7056000000.0,16575000000.0,429000000.0,-7056000000.0,421000000.0,7133000000.0,15569000000.0,7310000000.0,177000000.0,7133000000.0,,-691000000.0,-691000000.0,1326000000.0,6493000000.0,5000000.0,5000000.0,25144000000.0,16163000000.0,460000000.0,5782000000.0,773000000.0,705000000.0,68000000.0,8747000000.0,311000000.0,8436000000.0,265000000.0,8981000000.0,951000000.0,1918000000.0,1918000000.0,1116000000.0,110000000.0,1006000000.0,1006000000.0,1518000000.0,213000000.0,3265000000.0,219000000.0,3046000000.0,99000000.0,2947000000.0,32454000000.0,23044000000.0,338000000.0,4474000000.0,4474000000.0,470000000.0,357000000.0,357000000.0,14189000000.0,1253000000.0,12936000000.0,2500000000.0,-3064000000.0,5564000000.0,565000000.0,356000000.0,2617000000.0,1956000000.0,70000000.0,0.0,9410000000.0,61000000.0,84000000.0,400000000.0,10000000.0,147000000.0,1960000000.0,908000000.0,91000000.0,961000000.0,4254000000.0,-98000000.0,815000000.0,32000000.0,166000000.0,3339000000.0,2494000000.0,2494000000.0,2023-12-31,0.0,136000000.0,87000000.0,716000000.0
