treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,derivative_product_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,total_assets,investments_and_advances,held_to_maturity_securities,available_for_sale_securities,trading_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,buildings_and_improvements,land_and_improvements,prepaid_assets,receivables,other_receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,date
240506701.0,36000000.0,683385880.0,923892581.0,14574000000.0,18040000000.0,8381000000.0,33251000000.0,10497000000.0,15211000000.0,2116000000.0,31041000000.0,17327000000.0,17327000000.0,-5110000000.0,-5110000000.0,7103000000.0,21689000000.0,3684000000.0,4167000000.0,2051000000.0,2116000000.0,190125000000.0,124000000.0,13714000000.0,13714000000.0,4326000000.0,4326000000.0,4326000000.0,1822000000.0,207452000000.0,61869000000.0,2000000.0,2470000000.0,414000000.0,6830000000.0,1915000000.0,4915000000.0,3322000000.0,-3698000000.0,7020000000.0,568000000.0,124000000.0,3965000000.0,1706000000.0,657000000.0,145000000.0,6228000000.0,2763000000.0,3282000000.0,58983000000.0,3466000000.0,2022-12-31
243355973.0,36000000.0,680536608.0,923892581.0,16939000000.0,19719000000.0,9451000000.0,35967000000.0,11567000000.0,16248000000.0,2116000000.0,31257000000.0,18364000000.0,18364000000.0,-4245000000.0,-4245000000.0,7272000000.0,22032000000.0,3682000000.0,4167000000.0,2051000000.0,2116000000.0,190293000000.0,208000000.0,12893000000.0,12893000000.0,6826000000.0,6826000000.0,6826000000.0,1577000000.0,208657000000.0,61122000000.0,2000000.0,323000000.0,1174000000.0,6797000000.0,1882000000.0,4915000000.0,2797000000.0,-3737000000.0,6534000000.0,581000000.0,133000000.0,3449000000.0,1718000000.0,653000000.0,,2725000000.0,2725000000.0,,59623000000.0,2780000000.0,2023-03-31
243042101.0,36000000.0,680850480.0,923892581.0,15024000000.0,17618000000.0,8864000000.0,33311000000.0,10980000000.0,15693000000.0,2116000000.0,30087000000.0,17809000000.0,17809000000.0,-5166000000.0,-5166000000.0,7266000000.0,22366000000.0,3708000000.0,4167000000.0,2051000000.0,2116000000.0,189467000000.0,114000000.0,12278000000.0,12278000000.0,5340000000.0,5340000000.0,5340000000.0,1765000000.0,207276000000.0,60908000000.0,2000000.0,331000000.0,1139000000.0,6829000000.0,1910000000.0,4919000000.0,2812000000.0,-3720000000.0,6532000000.0,608000000.0,140000000.0,3400000000.0,1735000000.0,649000000.0,,2651000000.0,2651000000.0,,59436000000.0,2594000000.0,2023-06-30
242902880.0,36000000.0,680989701.0,923892581.0,17747000000.0,20584000000.0,7551000000.0,35012000000.0,9667000000.0,14428000000.0,2116000000.0,32854000000.0,16544000000.0,16544000000.0,-6839000000.0,-6839000000.0,7264000000.0,22747000000.0,3733000000.0,4167000000.0,2051000000.0,2116000000.0,196423000000.0,0.0,16310000000.0,16310000000.0,4274000000.0,4274000000.0,4274000000.0,1834000000.0,212967000000.0,67513000000.0,2000000.0,250000000.0,1222000000.0,6877000000.0,1958000000.0,4919000000.0,2783000000.0,-3764000000.0,6547000000.0,632000000.0,179000000.0,3366000000.0,1735000000.0,635000000.0,,2608000000.0,2608000000.0,,66039000000.0,2837000000.0,2023-09-30
242768000.0,36000000.0,681125000.0,923893000.0,15766000000.0,18908000000.0,10275000000.0,35964000000.0,12391000000.0,17056000000.0,2116000000.0,35552000000.0,19172000000.0,19172000000.0,-4487000000.0,-4487000000.0,7262000000.0,22997000000.0,3757000000.0,4167000000.0,2051000000.0,2116000000.0,195402000000.0,3000000.0,16380000000.0,16380000000.0,2528000000.0,2528000000.0,2528000000.0,2195000000.0,214574000000.0,75619000000.0,2000000.0,2939000000.0,899000000.0,6781000000.0,1862000000.0,4919000000.0,3319000000.0,-3828000000.0,7147000000.0,685000000.0,180000000.0,3903000000.0,1746000000.0,633000000.0,143000000.0,5578000000.0,2739000000.0,2804000000.0,71779000000.0,3142000000.0,2023-12-31
