tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,provision_for_doubtful_accounts,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
16623188.405797,0.134058,4638000000.0,124000000.0,124000000.0,2870000000.0,1137000000.0,6175000000.0,4762000000.0,3625000000.0,-249000000.0,313000000.0,64000000.0,2762623188.405797,2711000000.0,13195000000.0,915900000.0,905800000.0,2.96,2.99,2710000000.0,2710000000.0,2711000000.0,2711000000.0,-159000000.0,2870000000.0,444000000.0,3312000000.0,67000000.0,-57000000.0,13000000.0,13000000.0,111000000.0,-249000000.0,313000000.0,64000000.0,3495000000.0,6137000000.0,-233000000.0,31000000.0,254000000.0,254000000.0,254000000.0,254000000.0,1604000000.0,4481000000.0,302000000.0,4179000000.0,4036000000.0,143000000.0,9632000000.0,7058000000.0,16691000000.0,16691000000.0,2022-12-31
6201000.0,0.117,2446000000.0,53000000.0,53000000.0,934000000.0,1074000000.0,5912000000.0,2499000000.0,1425000000.0,-197000000.0,367000000.0,170000000.0,887201000.0,927000000.0,13075000000.0,917800000.0,907500000.0,1.01,1.02,927000000.0,927000000.0,927000000.0,927000000.0,-7000000.0,934000000.0,124000000.0,1058000000.0,80000000.0,27000000.0,4000000.0,4000000.0,49000000.0,-197000000.0,367000000.0,170000000.0,1177000000.0,6332000000.0,-176000000.0,2000000.0,243000000.0,243000000.0,243000000.0,243000000.0,1655000000.0,4608000000.0,314000000.0,4294000000.0,3886000000.0,408000000.0,7509000000.0,6743000000.0,14252000000.0,14252000000.0,2023-03-31
5040000.0,0.21,3476000000.0,24000000.0,24000000.0,1581000000.0,1077000000.0,6136000000.0,3500000000.0,2423000000.0,-222000000.0,423000000.0,201000000.0,1562040000.0,1583000000.0,13316000000.0,919500000.0,909900000.0,1.72,1.74,1583000000.0,1583000000.0,1583000000.0,1583000000.0,2000000.0,1581000000.0,419000000.0,2000000000.0,62000000.0,38000000.0,2000000.0,2000000.0,22000000.0,-222000000.0,423000000.0,201000000.0,2159000000.0,6342000000.0,-246000000.0,14000000.0,239000000.0,239000000.0,239000000.0,239000000.0,1687000000.0,4648000000.0,372000000.0,4276000000.0,3991000000.0,285000000.0,8501000000.0,6974000000.0,15475000000.0,15475000000.0,2023-06-30
-4335000.0,0.085,3429000000.0,-51000000.0,-51000000.0,1714000000.0,1093000000.0,5888000000.0,3378000000.0,2285000000.0,-256000000.0,412000000.0,156000000.0,1760665000.0,1704000000.0,12682000000.0,923700000.0,912800000.0,1.84,1.87,1704000000.0,1704000000.0,1704000000.0,1704000000.0,-10000000.0,1714000000.0,159000000.0,1873000000.0,58000000.0,109000000.0,0.0,0.0,-51000000.0,-256000000.0,412000000.0,156000000.0,2070000000.0,5953000000.0,-190000000.0,-9000000.0,252000000.0,252000000.0,252000000.0,252000000.0,1685000000.0,4215000000.0,303000000.0,3912000000.0,3730000000.0,182000000.0,8023000000.0,6729000000.0,14752000000.0,14752000000.0,2023-09-30
-9709497.206704,0.126097,5393000000.0,-77000000.0,-77000000.0,3285000000.0,1152000000.0,6223000000.0,5316000000.0,4164000000.0,-262000000.0,405000000.0,143000000.0,3352290502.793296,3288000000.0,13414000000.0,927300000.0,914700000.0,3.55,3.59,3288000000.0,3288000000.0,3288000000.0,3288000000.0,3000000.0,3285000000.0,474000000.0,3759000000.0,54000000.0,131000000.0,3000000.0,3000000.0,-80000000.0,-262000000.0,405000000.0,143000000.0,3967000000.0,6300000000.0,-238000000.0,3000000.0,261000000.0,261000000.0,261000000.0,261000000.0,1748000000.0,4526000000.0,248000000.0,4278000000.0,4099000000.0,179000000.0,10267000000.0,7114000000.0,17380000000.0,17380000000.0,2023-12-31
