treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_accrued_expenses,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,other_investments,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,current_deferred_assets,restricted_cash,inventory,other_inventories,finished_goods,work_in_process,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,other_equity_interest
1351024943.0,906091977.0,2257116920.0,43062000000.0,54012000000.0,-45189000000.0,72892000000.0,-2387000000.0,-45189000000.0,3064000000.0,21944000000.0,68133000000.0,22021000000.0,77000000.0,21944000000.0,-16740000000.0,-16740000000.0,169484000000.0,149825000000.0,58343000000.0,58343000000.0,105222000000.0,73717000000.0,998000000.0,488000000.0,11206000000.0,10903000000.0,279000000.0,90000000.0,5791000000.0,3499000000.0,2292000000.0,48379000000.0,2190000000.0,46189000000.0,6486000000.0,31505000000.0,1000000.0,12032000000.0,12032000000.0,5633000000.0,874000000.0,4759000000.0,4759000000.0,3481000000.0,10358000000.0,4111000000.0,6247000000.0,2196000000.0,4051000000.0,127243000000.0,98126000000.0,1617000000.0,8236000000.0,8236000000.0,7122000000.0,6256000000.0,5806000000.0,1617000000.0,1617000000.0,67133000000.0,11184000000.0,55949000000.0,8212000000.0,-13361000000.0,21573000000.0,6039000000.0,9643000000.0,5678000000.0,213000000.0,0.0,29118000000.0,2610000000.0,939000000.0,967000000.0,103000000.0,1552000000.0,,158000000.0,1394000000.0,14209000000.0,7668000000.0,6541000000.0,-233000000.0,6774000000.0,8738000000.0,852000000.0,7886000000.0,2022-12-31,
1351452434.0,908045414.0,2259497848.0,49376000000.0,61676000000.0,-45494000000.0,80317000000.0,4989000000.0,-45494000000.0,2963000000.0,21604000000.0,75430000000.0,21672000000.0,68000000.0,21604000000.0,-16780000000.0,-16780000000.0,169544000000.0,149253000000.0,58675000000.0,58675000000.0,111965000000.0,80972000000.0,12100000000.0,,9509000000.0,9509000000.0,,,3443000000.0,3443000000.0,,55920000000.0,2094000000.0,53826000000.0,,30993000000.0,1000000.0,13220000000.0,13220000000.0,5756000000.0,869000000.0,4887000000.0,4887000000.0,2772000000.0,9244000000.0,3866000000.0,5378000000.0,1650000000.0,3728000000.0,133637000000.0,97655000000.0,1607000000.0,8487000000.0,8487000000.0,7265000000.0,6419000000.0,5065000000.0,1607000000.0,1607000000.0,67098000000.0,10905000000.0,56193000000.0,8133000000.0,-13417000000.0,21550000000.0,21550000000.0,,,,,35982000000.0,2501000000.0,605000000.0,1055000000.0,198000000.0,1603000000.0,,199000000.0,1404000000.0,12626000000.0,6869000000.0,5757000000.0,-250000000.0,6007000000.0,17394000000.0,8057000000.0,9337000000.0,2023-03-31,
1351690951.0,911006240.0,2262697191.0,48082000000.0,60304000000.0,-44680000000.0,79677000000.0,1945000000.0,-44680000000.0,2828000000.0,22201000000.0,72892000000.0,22271000000.0,70000000.0,22201000000.0,-16499000000.0,-16499000000.0,169581000000.0,149318000000.0,58963000000.0,58963000000.0,109942000000.0,77429000000.0,12103000000.0,,9385000000.0,9385000000.0,,,3264000000.0,3264000000.0,,52677000000.0,1986000000.0,50691000000.0,,32513000000.0,,12712000000.0,12712000000.0,7627000000.0,842000000.0,6785000000.0,6785000000.0,3185000000.0,8989000000.0,3651000000.0,5338000000.0,1606000000.0,3732000000.0,132213000000.0,97755000000.0,1585000000.0,,8735000000.0,7237000000.0,6340000000.0,5221000000.0,1585000000.0,1585000000.0,66881000000.0,10496000000.0,56385000000.0,8096000000.0,-13145000000.0,21241000000.0,21241000000.0,,,,,34458000000.0,2731000000.0,865000000.0,957000000.0,31000000.0,1501000000.0,,174000000.0,1327000000.0,12075000000.0,6402000000.0,5673000000.0,-217000000.0,5890000000.0,16298000000.0,6904000000.0,9394000000.0,2023-06-30,
1352079846.0,913118581.0,2265198427.0,47984000000.0,58524000000.0,-47792000000.0,78322000000.0,-2901000000.0,-47792000000.0,3283000000.0,23081000000.0,71909000000.0,23156000000.0,75000000.0,23081000000.0,-16098000000.0,-16098000000.0,169640000000.0,149506000000.0,59313000000.0,59313000000.0,106165000000.0,75559000000.0,12080000000.0,,9090000000.0,9090000000.0,,,3085000000.0,3085000000.0,,51304000000.0,2476000000.0,48828000000.0,,30606000000.0,2000000.0,11917000000.0,11917000000.0,7220000000.0,807000000.0,6413000000.0,6413000000.0,3257000000.0,8210000000.0,3309000000.0,4901000000.0,1559000000.0,3342000000.0,129321000000.0,101616000000.0,1582000000.0,,8901000000.0,6990000000.0,6168000000.0,4789000000.0,,,70873000000.0,11277000000.0,59596000000.0,8481000000.0,-12848000000.0,21329000000.0,21329000000.0,,,,,27705000000.0,2581000000.0,593000000.0,931000000.0,19000000.0,1399000000.0,1000000.0,159000000.0,1239000000.0,11204000000.0,5874000000.0,5330000000.0,-198000000.0,5528000000.0,10978000000.0,3721000000.0,7257000000.0,2023-09-30,
1351897514.0,915013646.0,2266911160.0,43479000000.0,59935000000.0,-48681000000.0,79080000000.0,-1214000000.0,-48681000000.0,3388000000.0,22533000000.0,72654000000.0,22613000000.0,80000000.0,22533000000.0,-18761000000.0,-18761000000.0,169624000000.0,151276000000.0,59643000000.0,59643000000.0,112628000000.0,78506000000.0,1164000000.0,299000000.0,12553000000.0,12245000000.0,206000000.0,,4679000000.0,3533000000.0,1146000000.0,52689000000.0,2568000000.0,50121000000.0,6916000000.0,34122000000.0,1000000.0,13451000000.0,13451000000.0,7246000000.0,820000000.0,6426000000.0,6426000000.0,3501000000.0,9923000000.0,3521000000.0,6402000000.0,2270000000.0,4132000000.0,135241000000.0,102332000000.0,1626000000.0,,7506000000.0,7498000000.0,6656000000.0,5766000000.0,,,71214000000.0,11036000000.0,60178000000.0,8722000000.0,-12621000000.0,21343000000.0,6605000000.0,9223000000.0,5333000000.0,182000000.0,0.0,32908000000.0,2639000000.0,692000000.0,998000000.0,21000000.0,1161000000.0,,78000000.0,1083000000.0,13956000000.0,6742000000.0,7214000000.0,-192000000.0,7406000000.0,13441000000.0,373000000.0,13068000000.0,2023-12-31,-1000000.0
