ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
225200000.0,225200000.0,226000000.0,4012000000.0,1400000000.0,4151000000.0,-248000000.0,1400000000.0,2854000000.0,2993000000.0,4135000000.0,2993000000.0,2993000000.0,313000000.0,313000000.0,2597000000.0,61000000.0,22000000.0,22000000.0,0.0,14028000000.0,3858000000.0,500000000.0,3358000000.0,2216000000.0,1142000000.0,10170000000.0,1353000000.0,1353000000.0,654000000.0,638000000.0,16000000.0,16000000.0,363000000.0,7800000000.0,744000000.0,7056000000.0,7056000000.0,17021000000.0,7099000000.0,334000000.0,1593000000.0,210000000.0,1383000000.0,5172000000.0,,5172000000.0,,5172000000.0,,,,9922000000.0,646000000.0,7294000000.0,7294000000.0,1050000000.0,1050000000.0,-20000000.0,1070000000.0,932000000.0,932000000.0,2022-10-31
218100000.0,218100000.0,,3978000000.0,1223000000.0,3955000000.0,-177000000.0,1223000000.0,2818000000.0,2795000000.0,3955000000.0,2795000000.0,2795000000.0,322000000.0,322000000.0,2430000000.0,21000000.0,22000000.0,22000000.0,0.0,13008000000.0,4029000000.0,705000000.0,3324000000.0,2164000000.0,1160000000.0,8979000000.0,1390000000.0,1390000000.0,654000000.0,654000000.0,,,405000000.0,6530000000.0,843000000.0,5687000000.0,5687000000.0,15803000000.0,7001000000.0,331000000.0,1572000000.0,189000000.0,1383000000.0,5098000000.0,-4624000000.0,9722000000.0,2360000000.0,2746000000.0,3928000000.0,688000000.0,0.0,8802000000.0,647000000.0,5140000000.0,5140000000.0,1141000000.0,1141000000.0,-30000000.0,1171000000.0,1874000000.0,1874000000.0,2023-01-31
218500000.0,218500000.0,140000000.0,3923000000.0,1241000000.0,3963000000.0,-146000000.0,1241000000.0,2753000000.0,2793000000.0,3948000000.0,2793000000.0,2793000000.0,317000000.0,317000000.0,2454000000.0,0.0,22000000.0,22000000.0,0.0,11895000000.0,3987000000.0,704000000.0,3283000000.0,2128000000.0,1155000000.0,7908000000.0,1271000000.0,1271000000.0,640000000.0,625000000.0,15000000.0,15000000.0,364000000.0,5633000000.0,759000000.0,4874000000.0,4874000000.0,14688000000.0,6926000000.0,359000000.0,1552000000.0,169000000.0,1383000000.0,5015000000.0,,5015000000.0,,5015000000.0,,,,7762000000.0,653000000.0,5219000000.0,5219000000.0,860000000.0,860000000.0,-18000000.0,878000000.0,1030000000.0,1030000000.0,2023-04-30
217900000.0,217900000.0,67000000.0,4029000000.0,1304000000.0,3995000000.0,-129000000.0,1304000000.0,2869000000.0,2835000000.0,3980000000.0,2835000000.0,2835000000.0,322000000.0,322000000.0,2491000000.0,0.0,22000000.0,22000000.0,0.0,12483000000.0,4050000000.0,651000000.0,3399000000.0,2254000000.0,1145000000.0,8433000000.0,1246000000.0,1246000000.0,630000000.0,615000000.0,15000000.0,15000000.0,377000000.0,6180000000.0,709000000.0,5471000000.0,5471000000.0,15318000000.0,7014000000.0,365000000.0,1531000000.0,148000000.0,1383000000.0,5118000000.0,,5118000000.0,,5118000000.0,,,,8304000000.0,704000000.0,5651000000.0,5651000000.0,856000000.0,856000000.0,-18000000.0,874000000.0,1093000000.0,1093000000.0,2023-07-31
216300000.0,216300000.0,509000000.0,4029000000.0,1296000000.0,3957000000.0,-145000000.0,1296000000.0,2884000000.0,2812000000.0,3942000000.0,2812000000.0,2812000000.0,308000000.0,308000000.0,2482000000.0,0.0,22000000.0,22000000.0,0.0,14070000000.0,4060000000.0,660000000.0,3400000000.0,2270000000.0,1130000000.0,10010000000.0,1179000000.0,1179000000.0,629000000.0,614000000.0,15000000.0,15000000.0,309000000.0,7893000000.0,760000000.0,7133000000.0,7133000000.0,16882000000.0,7017000000.0,361000000.0,1516000000.0,133000000.0,1383000000.0,5140000000.0,,5140000000.0,,5140000000.0,,,,9865000000.0,766000000.0,7562000000.0,7562000000.0,901000000.0,901000000.0,-19000000.0,920000000.0,636000000.0,636000000.0,2023-10-31
215395970.0,215395970.0,,3982000000.0,1670000000.0,4205000000.0,-12000000.0,1670000000.0,2830000000.0,3053000000.0,4205000000.0,3053000000.0,3053000000.0,317000000.0,317000000.0,2683000000.0,31000000.0,22000000.0,22000000.0,0.0,11914000000.0,4005000000.0,654000000.0,3351000000.0,2199000000.0,1152000000.0,7909000000.0,1253000000.0,1253000000.0,631000000.0,631000000.0,,,486000000.0,5539000000.0,902000000.0,4637000000.0,4637000000.0,14967000000.0,7070000000.0,669000000.0,1383000000.0,,1383000000.0,5018000000.0,-4816000000.0,9834000000.0,2372000000.0,2758000000.0,4002000000.0,702000000.0,0.0,7897000000.0,553000000.0,4958000000.0,4958000000.0,939000000.0,939000000.0,-32000000.0,971000000.0,1447000000.0,1447000000.0,2024-01-31
