tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-5192000.0,0.236,617000000.0,-22000000.0,-22000000.0,277000000.0,226000000.0,8255000000.0,595000000.0,369000000.0,-10000000.0,10000000.0,293808000.0,277000000.0,10196000000.0,365000000.0,226200000.0,225500000.0,1.22,1.23,277000000.0,277000000.0,277000000.0,277000000.0,277000000.0,2000000.0,84000000.0,359000000.0,-22000000.0,-26000000.0,0.0,26000000.0,4000000.0,-10000000.0,10000000.0,391000000.0,1941000000.0,1941000000.0,2332000000.0,8255000000.0,10587000000.0,10587000000.0,2022-10-31
-11587561.374795,0.193126,922000000.0,-60000000.0,-60000000.0,495000000.0,239000000.0,11795000000.0,862000000.0,623000000.0,-12000000.0,12000000.0,543412438.625205,495000000.0,14052000000.0,597000000.0,221800000.0,220900000.0,2.23,2.24,495000000.0,495000000.0,495000000.0,495000000.0,495000000.0,2000000.0,118000000.0,611000000.0,-60000000.0,-86000000.0,,86000000.0,26000000.0,-12000000.0,12000000.0,683000000.0,2257000000.0,2257000000.0,2940000000.0,11795000000.0,14735000000.0,14735000000.0,2023-01-31
6990000.0,0.233,539000000.0,30000000.0,30000000.0,244000000.0,237000000.0,7317000000.0,569000000.0,332000000.0,-12000000.0,12000000.0,220990000.0,244000000.0,9165000000.0,311000000.0,219900000.0,218900000.0,1.11,1.11,244000000.0,244000000.0,244000000.0,244000000.0,244000000.0,-1000000.0,75000000.0,320000000.0,30000000.0,9000000.0,,-9000000.0,21000000.0,-12000000.0,12000000.0,302000000.0,1848000000.0,1848000000.0,2150000000.0,7317000000.0,9467000000.0,9467000000.0,2023-04-30
10440000.0,0.261,577000000.0,40000000.0,40000000.0,274000000.0,236000000.0,7363000000.0,617000000.0,381000000.0,-12000000.0,12000000.0,244440000.0,274000000.0,9242000000.0,348000000.0,219000000.0,218600000.0,1.25,1.25,274000000.0,274000000.0,274000000.0,274000000.0,274000000.0,1000000.0,96000000.0,369000000.0,40000000.0,28000000.0,21000000.0,-7000000.0,12000000.0,-12000000.0,12000000.0,341000000.0,1879000000.0,1879000000.0,2220000000.0,7363000000.0,9583000000.0,9583000000.0,2023-07-31
1976000.0,0.247,583000000.0,8000000.0,8000000.0,263000000.0,229000000.0,7524000000.0,591000000.0,362000000.0,-14000000.0,14000000.0,256976000.0,263000000.0,9402000000.0,354000000.0,218300000.0,217800000.0,1.21,1.21,263000000.0,263000000.0,263000000.0,263000000.0,263000000.0,1000000.0,86000000.0,348000000.0,8000000.0,0.0,0.0,0.0,8000000.0,-14000000.0,14000000.0,354000000.0,1878000000.0,1878000000.0,2232000000.0,7524000000.0,9756000000.0,9756000000.0,2023-10-31
-28027397.260274,0.212329,951000000.0,-132000000.0,-132000000.0,460000000.0,221000000.0,11645000000.0,819000000.0,598000000.0,-14000000.0,14000000.0,563972602.739726,460000000.0,13916000000.0,561000000.0,216800000.0,215900000.0,2.12,2.13,460000000.0,460000000.0,460000000.0,460000000.0,460000000.0,0.0,124000000.0,584000000.0,-132000000.0,-169000000.0,0.0,169000000.0,37000000.0,-14000000.0,14000000.0,730000000.0,2271000000.0,2271000000.0,3001000000.0,11645000000.0,14646000000.0,14646000000.0,2024-01-31
