tax_effect_of_unusual_items,tax_rate_for_calcs,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,impairment_of_capital_assets,net_non_operating_interest_income_expense,interest_expense_non_operating,total_revenue,operating_revenue,date
0.0,0.193992,0.0,0.0,826400000.0,83600000.0,1088400000.0,-63100000.0,63100000.0,826400000.0,826400000.0,12437600000.0,,,,,819600000.0,819600000.0,6800000.0,826400000.0,826400000.0,826400000.0,198900000.0,1025300000.0,190200000.0,0.0,0.0,-63100000.0,63100000.0,13462900000.0,13462900000.0,2022-12-31
0.0,0.192,,,447900000.0,73400000.0,617700000.0,-63300000.0,63300000.0,447900000.0,447900000.0,13743300000.0,587000000.0,584900000.0,0.75,0.75,440600000.0,440600000.0,7300000.0,447900000.0,447900000.0,447900000.0,106500000.0,554400000.0,206200000.0,,,-63300000.0,63300000.0,14297700000.0,14297700000.0,2023-03-31
0.0,0.207,0.0,0.0,345400000.0,75700000.0,501400000.0,-65700000.0,65700000.0,345400000.0,345400000.0,14911700000.0,587000000.0,584900000.0,0.57,0.57,335900000.0,335900000.0,9500000.0,345400000.0,345400000.0,345400000.0,90300000.0,435700000.0,226700000.0,0.0,0.0,-65700000.0,65700000.0,15347400000.0,15347400000.0,2023-06-30
0.0,0.205,0.0,0.0,1121300000.0,74300000.0,1479900000.0,-69700000.0,69700000.0,1121300000.0,1121300000.0,14143200000.0,587500000.0,584800000.0,1.89,1.9,1110900000.0,1110900000.0,10400000.0,1121300000.0,1121300000.0,1121300000.0,288900000.0,1410200000.0,,0.0,0.0,-69700000.0,69700000.0,15553400000.0,15553400000.0,2023-09-30
0.0,0.20596,0.0,0.0,1987800000.0,76300000.0,2573100000.0,-69700000.0,69700000.0,1987800000.0,1987800000.0,14380400000.0,,,,,1977400000.0,1977400000.0,10400000.0,1987800000.0,1987800000.0,1987800000.0,515600000.0,2503400000.0,,0.0,0.0,-69700000.0,69700000.0,16883800000.0,16883800000.0,2023-12-31
