tax_effect_of_unusual_items,tax_rate_for_calcs,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,other_special_charges,net_non_operating_interest_income_expense,interest_expense_non_operating,other_operating_expenses,selling_general_and_administration,general_and_administrative_expense,other_gand_a,total_revenue,operating_revenue,date
-43666666.666667,0.333333,-131000000.0,-131000000.0,271000000.0,930000000.0,593000000.0,-314000000.0,314000000.0,734000000.0,358333333.333333,271000000.0,11362000000.0,,,,,264000000.0,264000000.0,7000000.0,271000000.0,85000000.0,186000000.0,0.0,186000000.0,93000000.0,279000000.0,,-131000000.0,131000000.0,-314000000.0,314000000.0,55000000.0,2698000000.0,2698000000.0,2698000000.0,11641000000.0,11641000000.0,2022-12-31
-420000.0,0.21,-2000000.0,-2000000.0,30000000.0,1186000000.0,76000000.0,-307000000.0,307000000.0,567000000.0,31580000.0,30000000.0,11278000000.0,744099186.0,738661428.0,0.03,0.03,23000000.0,23000000.0,7000000.0,30000000.0,117000000.0,-87000000.0,0.0,-87000000.0,-144000000.0,-231000000.0,,-2000000.0,2000000.0,-307000000.0,307000000.0,259000000.0,1980000000.0,1980000000.0,1980000000.0,11047000000.0,11047000000.0,2023-03-31
4042000.0,0.094,43000000.0,43000000.0,1493000000.0,1088000000.0,2145000000.0,-278000000.0,278000000.0,484000000.0,1454042000.0,1493000000.0,11460000000.0,730547112.0,725754549.0,2.03,2.05,1485000000.0,1485000000.0,8000000.0,1493000000.0,-198000000.0,1691000000.0,0.0,1691000000.0,176000000.0,1867000000.0,193000000.0,43000000.0,-43000000.0,-278000000.0,278000000.0,-153000000.0,2268000000.0,2268000000.0,2268000000.0,13327000000.0,13327000000.0,2023-06-30
18400000.0,0.23,80000000.0,80000000.0,2027000000.0,971000000.0,3848000000.0,-280000000.0,280000000.0,760000000.0,1965400000.0,2027000000.0,9323000000.0,718727312.0,712598496.0,2.81,2.83,2020000000.0,2020000000.0,7000000.0,2027000000.0,-720000000.0,2747000000.0,0.0,2747000000.0,821000000.0,3568000000.0,191000000.0,80000000.0,-80000000.0,-280000000.0,280000000.0,-301000000.0,2117000000.0,2117000000.0,2117000000.0,12891000000.0,12891000000.0,2023-09-30
117390000.0,0.21,559000000.0,559000000.0,93000000.0,969000000.0,-1075000000.0,-271000000.0,271000000.0,33000000.0,-348610000.0,93000000.0,11316000000.0,,,,,86000000.0,86000000.0,7000000.0,93000000.0,566000000.0,-473000000.0,0.0,-473000000.0,-873000000.0,-1346000000.0,202000000.0,559000000.0,-559000000.0,-271000000.0,271000000.0,630000000.0,2134000000.0,2134000000.0,2134000000.0,9970000000.0,9970000000.0,2023-12-31
