free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,other_non_cash_items,unrealized_gain_loss_on_investment_securities,asset_impairment_charge,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
189000000.0,-802000000.0,-1945000000.0,86000000.0,393000000.0,257000000.0,2216000000.0,,2496000000.0,-3000000.0,-277000000.0,895000000.0,895000000.0,3799000000.0,-243000000.0,-7000000.0,-236000000.0,-802000000.0,-802000000.0,-1859000000.0,-1859000000.0,-1945000000.0,86000000.0,-1361000000.0,-1361000000.0,-1807000000.0,1615000000.0,11166000000.0,-9551000000.0,0.0,0.0,189000000.0,189000000.0,-2635000000.0,-281000000.0,4000000.0,1346000000.0,14000000.0,930000000.0,344000000.0,-5000000.0,222000000.0,127000000.0,186000000.0,2022-12-31
497000000.0,-577000000.0,-128000000.0,779000000.0,165000000.0,56000000.0,2058000000.0,,2216000000.0,2000000.0,-160000000.0,817000000.0,817000000.0,984000000.0,-241000000.0,-7000000.0,-234000000.0,-577000000.0,-577000000.0,651000000.0,651000000.0,-128000000.0,779000000.0,-1474000000.0,-1474000000.0,-303000000.0,-151000000.0,15532000000.0,-15683000000.0,32000000.0,32000000.0,497000000.0,497000000.0,-1257000000.0,-22000000.0,316000000.0,-112000000.0,11000000.0,1186000000.0,440000000.0,-12000000.0,450000000.0,2000000.0,-87000000.0,2023-03-31
614000000.0,-540000000.0,-609000000.0,111000000.0,471000000.0,312000000.0,2352000000.0,,2058000000.0,16000000.0,515000000.0,-932000000.0,-932000000.0,374000000.0,-268000000.0,-8000000.0,-260000000.0,-540000000.0,-540000000.0,-498000000.0,-498000000.0,-609000000.0,111000000.0,833000000.0,833000000.0,-368000000.0,2064000000.0,11727000000.0,-9663000000.0,3000000.0,3000000.0,614000000.0,614000000.0,-2451000000.0,-2001000000.0,-679000000.0,643000000.0,1000000.0,1088000000.0,321000000.0,28000000.0,336000000.0,-43000000.0,1691000000.0,2023-06-30
3510000000.0,-810000000.0,-844000000.0,553000000.0,109000000.0,105000000.0,2034000000.0,-218000000.0,2352000000.0,-55000000.0,-45000000.0,-124000000.0,-124000000.0,1238000000.0,-261000000.0,-7000000.0,-254000000.0,-810000000.0,-810000000.0,-291000000.0,-291000000.0,-844000000.0,553000000.0,-3431000000.0,-3431000000.0,-707000000.0,-2471000000.0,7205000000.0,-9676000000.0,234000000.0,234000000.0,3510000000.0,3510000000.0,196000000.0,864000000.0,-672000000.0,264000000.0,23000000.0,971000000.0,-19000000.0,-6000000.0,88000000.0,-101000000.0,2747000000.0,2023-09-30
1622000000.0,-1034000000.0,-2579000000.0,764000000.0,314000000.0,511000000.0,2204000000.0,452000000.0,2034000000.0,24000000.0,-306000000.0,1021000000.0,1021000000.0,4126000000.0,-256000000.0,-7000000.0,-249000000.0,-1034000000.0,-1034000000.0,-1815000000.0,-1815000000.0,-2579000000.0,764000000.0,-2949000000.0,-2949000000.0,10000000.0,-5702000000.0,9367000000.0,-15069000000.0,3046000000.0,3046000000.0,1622000000.0,1622000000.0,-36000000.0,965000000.0,650000000.0,879000000.0,55000000.0,969000000.0,-422000000.0,-17000000.0,96000000.0,-501000000.0,-473000000.0,2023-12-31
