ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,machinery_furniture_equipment,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,other_current_borrowings
378700000.0,378700000.0,11204000000.0,13048000000.0,-3149000000.0,29664000000.0,3972000000.0,-3149000000.0,16616000000.0,28473000000.0,16616000000.0,16616000000.0,-221000000.0,-221000000.0,14765000000.0,2034000000.0,38000000.0,38000000.0,20268000000.0,13965000000.0,1467000000.0,641000000.0,11857000000.0,11857000000.0,6303000000.0,1191000000.0,1191000000.0,1149000000.0,3963000000.0,1974000000.0,1989000000.0,284000000.0,292000000.0,292000000.0,1413000000.0,36884000000.0,26609000000.0,2464000000.0,1410000000.0,1410000000.0,19765000000.0,4885000000.0,14880000000.0,2970000000.0,-2835000000.0,5805000000.0,4066000000.0,1739000000.0,10275000000.0,787000000.0,787000000.0,3995000000.0,2641000000.0,348000000.0,1006000000.0,3565000000.0,3565000000.0,-154000000.0,3719000000.0,1928000000.0,84000000.0,1844000000.0,2022-12-31,
379608166.0,379608166.0,11390000000.0,13061000000.0,-2733000000.0,29956000000.0,4289000000.0,-2733000000.0,16895000000.0,28752000000.0,16895000000.0,16895000000.0,-305000000.0,-305000000.0,15072000000.0,2090000000.0,38000000.0,38000000.0,19935000000.0,14069000000.0,1587000000.0,625000000.0,11857000000.0,11857000000.0,5866000000.0,1204000000.0,1204000000.0,713000000.0,3949000000.0,1927000000.0,2022000000.0,285000000.0,371000000.0,371000000.0,1366000000.0,36830000000.0,26675000000.0,2567000000.0,1443000000.0,1443000000.0,19628000000.0,4779000000.0,14849000000.0,3037000000.0,-2933000000.0,5970000000.0,4200000000.0,1770000000.0,10155000000.0,850000000.0,,4333000000.0,2823000000.0,366000000.0,1144000000.0,3215000000.0,3215000000.0,-180000000.0,3395000000.0,1757000000.0,86000000.0,1671000000.0,2023-03-31,
379778279.0,379778279.0,11546000000.0,12947000000.0,-2728000000.0,30308000000.0,3567000000.0,-2728000000.0,17361000000.0,28510000000.0,17361000000.0,17361000000.0,-330000000.0,-330000000.0,15526000000.0,2127000000.0,38000000.0,38000000.0,20048000000.0,13464000000.0,1846000000.0,469000000.0,11149000000.0,11149000000.0,6584000000.0,1798000000.0,1798000000.0,929000000.0,3857000000.0,1949000000.0,1908000000.0,284000000.0,298000000.0,298000000.0,1326000000.0,37409000000.0,27258000000.0,2648000000.0,1439000000.0,1439000000.0,20089000000.0,4917000000.0,15172000000.0,3082000000.0,-3005000000.0,6087000000.0,4441000000.0,1646000000.0,10151000000.0,819000000.0,,4593000000.0,2981000000.0,391000000.0,1221000000.0,3261000000.0,3261000000.0,-181000000.0,3442000000.0,1478000000.0,77000000.0,1401000000.0,2023-06-30,
379894650.0,379894650.0,10830000000.0,12690000000.0,-1964000000.0,30595000000.0,3587000000.0,-1964000000.0,17905000000.0,28287000000.0,17905000000.0,17905000000.0,-249000000.0,-249000000.0,15933000000.0,2183000000.0,38000000.0,38000000.0,20137000000.0,12679000000.0,1832000000.0,465000000.0,10382000000.0,10382000000.0,7458000000.0,2308000000.0,2308000000.0,1223000000.0,3927000000.0,1939000000.0,1988000000.0,285000000.0,407000000.0,407000000.0,1296000000.0,38042000000.0,26997000000.0,2616000000.0,1406000000.0,1406000000.0,19869000000.0,4731000000.0,15138000000.0,3106000000.0,-3049000000.0,6155000000.0,4505000000.0,1650000000.0,11045000000.0,950000000.0,,4883000000.0,3242000000.0,342000000.0,1299000000.0,3276000000.0,3276000000.0,-187000000.0,3463000000.0,1936000000.0,76000000.0,1860000000.0,2023-09-30,
379894650.0,379894650.0,10024000000.0,12995000000.0,-1243000000.0,31588000000.0,4597000000.0,-1243000000.0,18593000000.0,29494000000.0,18593000000.0,18593000000.0,-416000000.0,-416000000.0,16771000000.0,2200000000.0,38000000.0,38000000.0,21319000000.0,13398000000.0,1930000000.0,567000000.0,10901000000.0,10901000000.0,7921000000.0,2094000000.0,2094000000.0,1478000000.0,4349000000.0,2137000000.0,2212000000.0,304000000.0,391000000.0,391000000.0,1517000000.0,39912000000.0,27394000000.0,2673000000.0,1670000000.0,1670000000.0,19836000000.0,4593000000.0,15243000000.0,3215000000.0,-3129000000.0,6344000000.0,4652000000.0,1692000000.0,12518000000.0,857000000.0,,4843000000.0,3271000000.0,330000000.0,1242000000.0,3765000000.0,3765000000.0,-182000000.0,3947000000.0,3053000000.0,82000000.0,2971000000.0,2023-12-31,2094000000.0
