free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
167291000.0,-6001000.0,-105783000.0,-887000.0,-101381000.0,19236000.0,25343000.0,492603000.0,449023000.0,-3404000.0,46984000.0,-114706000.0,-114706000.0,-2035000.0,-6001000.0,-6001000.0,-106670000.0,-887000.0,,-887000.0,-105783000.0,-105783000.0,,-106982000.0,-106982000.0,3448000.0,16875000.0,-13427000.0,-12710000.0,0.0,-12710000.0,-872000.0,-872000.0,-96848000.0,3661000.0,-100509000.0,268672000.0,268672000.0,69398000.0,-9632000.0,-4703000.0,21481000.0,21481000.0,21481000.0,-30223000.0,92475000.0,6453000.0,6469000.0,1099000.0,15323000.0,15323000.0,87034000.0,87034000.0,422000.0,0.0,82474000.0,2022-12-31
-54011000.0,-3000000.0,-620164000.0,614000000.0,-82019000.0,34878000.0,37141000.0,304307000.0,492603000.0,75000.0,-188371000.0,-18445000.0,-18445000.0,-9281000.0,-3000000.0,-3000000.0,-6164000.0,114000000.0,,114000000.0,-120164000.0,-620164000.0,500000000.0,-197934000.0,-197934000.0,-9237000.0,29800000.0,-39037000.0,-108533000.0,,-108533000.0,-333000.0,-333000.0,-79831000.0,1855000.0,-81686000.0,28008000.0,28008000.0,-135546000.0,-94145000.0,-17328000.0,-21801000.0,-21801000.0,-21801000.0,2758000.0,-5030000.0,-3020000.0,6018000.0,1398000.0,-363000.0,-363000.0,84758000.0,84758000.0,2362000.0,,72401000.0,2023-03-31
84172000.0,-5001000.0,-120399000.0,0.0,-123393000.0,14379000.0,55353000.0,238776000.0,304307000.0,643000.0,-66174000.0,-124408000.0,-124408000.0,992000.0,-5001000.0,-5001000.0,-120399000.0,-114000000.0,,0.0,-6399000.0,-6399000.0,0.0,-149331000.0,-149331000.0,-14924000.0,20490000.0,-35414000.0,-12103000.0,,-12103000.0,-781000.0,-781000.0,-121523000.0,1089000.0,-122612000.0,207565000.0,207565000.0,-78000.0,66179000.0,-5421000.0,-56338000.0,-56338000.0,-56338000.0,-3869000.0,-629000.0,-2138000.0,4500000.0,-189000.0,7000.0,7000.0,89697000.0,89697000.0,0.0,,115766000.0,2023-06-30
112118000.0,-9999000.0,-6506000.0,0.0,-108001000.0,51556000.0,14834000.0,335965000.0,238776000.0,-657000.0,97846000.0,-22469000.0,-22469000.0,-5964000.0,-9999000.0,-9999000.0,-6506000.0,0.0,0.0,0.0,-6506000.0,-6506000.0,0.0,-99804000.0,-99804000.0,4222000.0,34100000.0,-29878000.0,1790000.0,750000.0,1040000.0,-393000.0,-393000.0,-105423000.0,2185000.0,-107608000.0,220119000.0,220119000.0,30605000.0,14904000.0,4559000.0,38126000.0,38126000.0,38126000.0,13802000.0,-40786000.0,-498000.0,4291000.0,1411000.0,0.0,0.0,92970000.0,92970000.0,0.0,0.0,91340000.0,2023-09-30
167324000.0,-33164000.0,-6843000.0,0.0,-111536000.0,13747000.0,24986000.0,444698000.0,335965000.0,1423000.0,107310000.0,-43569000.0,-43569000.0,-3562000.0,-33164000.0,-33164000.0,-6843000.0,0.0,0.0,0.0,-6843000.0,-6843000.0,0.0,-127981000.0,-127981000.0,-20966000.0,32969000.0,-53935000.0,0.0,0.0,0.0,-1142000.0,-1142000.0,-105873000.0,4521000.0,-110394000.0,278860000.0,278860000.0,61201000.0,21173000.0,-4455000.0,12588000.0,12588000.0,12588000.0,-17003000.0,48898000.0,-1815000.0,5894000.0,3336000.0,13041000.0,13041000.0,98336000.0,98336000.0,518000.0,0.0,98349000.0,2023-12-31
