tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,other_special_charges,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-70674.829657,0.167476,217278000.0,-422000.0,-422000.0,82474000.0,87034000.0,891424000.0,216856000.0,129822000.0,-28309000.0,30757000.0,2448000.0,82825325.170343,82474000.0,1150701000.0,127397000.0,54378000.0,54059000.0,1.52,1.53,82474000.0,82474000.0,82474000.0,82474000.0,82474000.0,16591000.0,99065000.0,-23000.0,399000.0,-422000.0,0.0,,-28309000.0,30757000.0,2448000.0,127397000.0,259277000.0,3344000.0,87034000.0,87034000.0,12678000.0,12678000.0,74356000.0,168899000.0,386674000.0,891424000.0,1278098000.0,1278098000.0,2022-12-31
-618844.0,0.262,208784000.0,-2362000.0,-2362000.0,72401000.0,84758000.0,931514000.0,206422000.0,121664000.0,-20632000.0,23587000.0,2955000.0,74144156.0,72401000.0,1186432000.0,120955000.0,54404000.0,54076000.0,1.33,1.34,72401000.0,72401000.0,72401000.0,72401000.0,72401000.0,25676000.0,98077000.0,-2246000.0,116000.0,-2362000.0,,2362000.0,-20632000.0,23587000.0,2955000.0,120955000.0,254918000.0,3407000.0,84758000.0,84758000.0,12726000.0,12726000.0,72032000.0,166753000.0,375873000.0,931514000.0,1307387000.0,1307387000.0,2023-03-31
0.0,0.269,280238000.0,0.0,0.0,115766000.0,89697000.0,947512000.0,280238000.0,190541000.0,-30072000.0,32073000.0,2001000.0,115766000.0,115766000.0,1208077000.0,189823000.0,54448000.0,54092000.0,2.13,2.14,115766000.0,115766000.0,115766000.0,115766000.0,115766000.0,42702000.0,158468000.0,-1283000.0,-1283000.0,0.0,0.0,,-30072000.0,32073000.0,2001000.0,189823000.0,260565000.0,3486000.0,89697000.0,89697000.0,12503000.0,12503000.0,77194000.0,167382000.0,450388000.0,947512000.0,1397900000.0,1397900000.0,2023-06-30
0.0,0.269,250549000.0,0.0,0.0,91340000.0,92970000.0,943951000.0,250549000.0,157579000.0,-29696000.0,32573000.0,2877000.0,91340000.0,91340000.0,1211328000.0,154368000.0,54419000.0,54122000.0,1.68,1.69,91340000.0,91340000.0,91340000.0,91340000.0,91340000.0,33666000.0,125006000.0,334000.0,334000.0,0.0,0.0,,-29696000.0,32573000.0,2877000.0,154368000.0,267377000.0,3388000.0,92970000.0,92970000.0,12538000.0,12538000.0,80432000.0,171019000.0,421745000.0,943951000.0,1365696000.0,1365696000.0,2023-09-30
-99486.740931,0.192059,252874000.0,-518000.0,-518000.0,98349000.0,98336000.0,923147000.0,252356000.0,154020000.0,-28195000.0,32292000.0,4097000.0,98767513.259069,98349000.0,1190876000.0,147293000.0,54259000.0,53995000.0,1.81,1.82,98349000.0,98349000.0,98349000.0,98349000.0,98349000.0,23379000.0,121728000.0,2630000.0,3148000.0,-518000.0,0.0,518000.0,-28195000.0,32292000.0,4097000.0,147293000.0,267729000.0,3386000.0,98336000.0,98336000.0,12495000.0,12495000.0,85841000.0,166007000.0,415022000.0,923147000.0,1338169000.0,1338169000.0,2023-12-31
