tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_business,impairment_of_capital_assets,restructuring_and_mergern_acquisition,earnings_from_equity_interest,net_non_operating_interest_income_expense,total_other_finance_cost,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,excise_taxes,operating_revenue,date
-180747000.0,0.21,529800000.0,-860700000.0,-860700000.0,-590500000.0,169200000.0,1705800000.0,-330900000.0,-500100000.0,-57700000.0,89453000.0,-590500000.0,2281300000.0,-511500000.0,216600000.0,216600000.0,-2.73,-2.73,-590500000.0,-590500000.0,-590500000.0,-700000.0,-589800000.0,-589800000.0,25700000.0,-564100000.0,-854600000.0,5100000.0,-860700000.0,-2000000.0,,852700000.0,6000000.0,1000000.0,-57700000.0,,348200000.0,575500000.0,575500000.0,923700000.0,1705800000.0,2629500000.0,515900000.0,3145400000.0,2022-12-31
-140000.0,0.28,327700000.0,-500000.0,-500000.0,72500000.0,171500000.0,1575600000.0,327200000.0,155700000.0,-59100000.0,72860000.0,72500000.0,2190600000.0,158200000.0,217300000.0,216500000.0,0.33,0.33,72500000.0,72500000.0,72500000.0,-700000.0,73200000.0,73200000.0,28700000.0,101900000.0,5300000.0,2800000.0,-500000.0,0.0,0.0,0.0,500000.0,3000000.0,-59100000.0,59100000.0,155700000.0,615000000.0,615000000.0,770700000.0,1575600000.0,2346300000.0,428500000.0,2774800000.0,2023-03-31
44000.0,0.22,652200000.0,200000.0,200000.0,342400000.0,168400000.0,2047700000.0,652400000.0,484000000.0,-54600000.0,342244000.0,342400000.0,2782600000.0,488500000.0,217800000.0,216400000.0,1.57,1.58,342400000.0,342400000.0,342400000.0,-3700000.0,346100000.0,346100000.0,95000000.0,441100000.0,11700000.0,7200000.0,200000.0,0.0,0.0,0.0,-200000.0,4300000.0,-54600000.0,54600000.0,484000000.0,734900000.0,734900000.0,1218900000.0,2047700000.0,3266600000.0,604500000.0,3871100000.0,2023-06-30
-2667000.0,0.21,780800000.0,-12700000.0,-12700000.0,430700000.0,168700000.0,1952200000.0,768100000.0,599400000.0,-48800000.0,440733000.0,430700000.0,2699000000.0,592200000.0,217600000.0,216100000.0,1.98,1.99,430700000.0,430700000.0,430700000.0,-900000.0,431600000.0,431600000.0,112400000.0,544000000.0,-6600000.0,600000.0,-12700000.0,100000.0,-11100000.0,100000.0,1600000.0,5500000.0,-48800000.0,48800000.0,599400000.0,746800000.0,746800000.0,1346200000.0,1952200000.0,3298400000.0,607200000.0,3905600000.0,2023-09-30
-54271903.323263,0.362538,571300000.0,-149700000.0,-149700000.0,103300000.0,174200000.0,1757800000.0,421600000.0,247400000.0,-46100000.0,198728096.676737,103300000.0,2441000000.0,199300000.0,,,,,103300000.0,103300000.0,103300000.0,-2200000.0,105500000.0,105500000.0,60000000.0,165500000.0,-138200000.0,12300000.0,-149700000.0,-100000.0,13300000.0,160700000.0,2200000.0,-800000.0,-46100000.0,,349800000.0,683200000.0,683200000.0,1033000000.0,1757800000.0,2790800000.0,542300000.0,3333100000.0,2023-12-31
