treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,non_current_deferred_assets,non_current_deferred_taxes_assets
18886746.0,113369439.0,132256185.0,8466419000.0,13732016000.0,-996091000.0,11366021000.0,2218164000.0,-996091000.0,1615157000.0,-750838000.0,10818478000.0,-1640365000.0,-889527000.0,-750838000.0,-404000.0,-404000.0,1623872000.0,-2711808000.0,3583923000.0,1323000.0,1323000.0,0.0,15055465000.0,13244042000.0,59569000.0,13184473000.0,1615157000.0,11569316000.0,1811423000.0,506148000.0,506148000.0,547543000.0,547543000.0,187160000.0,570572000.0,328131000.0,135630000.0,242441000.0,44967000.0,197474000.0,13415100000.0,9385513000.0,391036000.0,245253000.0,154733000.0,90520000.0,8749224000.0,-6051400000.0,14800624000.0,112034000.0,1853164000.0,3276282000.0,8363427000.0,1195717000.0,0.0,4029587000.0,,4819000.0,88201000.0,70094000.0,216033000.0,216033000.0,-78842000.0,294875000.0,3650440000.0,,3650440000.0,1950857000.0,1699583000.0,2022-12-31,,
18993927.0,113808044.0,132801971.0,8406604000.0,13877650000.0,-1169173000.0,11532698000.0,2882365000.0,-1169173000.0,1627518000.0,-717434000.0,11389536000.0,-1616370000.0,-898936000.0,-717434000.0,10475000.0,10475000.0,1634706000.0,-2699476000.0,3604945000.0,1328000.0,1328000.0,0.0,15340391000.0,13969476000.0,234988000.0,13734488000.0,1627518000.0,12106970000.0,1370915000.0,490848000.0,490848000.0,143162000.0,143162000.0,126171000.0,610734000.0,309216000.0,128553000.0,301518000.0,118335000.0,183183000.0,13724021000.0,9470741000.0,343420000.0,451739000.0,361219000.0,90520000.0,8675582000.0,-6166694000.0,14842276000.0,141924000.0,1849556000.0,3286783000.0,8332529000.0,1231484000.0,0.0,4253280000.0,107583000.0,5655000.0,,69182000.0,227332000.0,227332000.0,-57136000.0,284468000.0,3843528000.0,,3843528000.0,2568168000.0,1275360000.0,2023-03-31,,
19005455.0,113942935.0,132948390.0,8488761000.0,13753514000.0,-1075060000.0,11512474000.0,3005717000.0,-1075060000.0,1610787000.0,-630253000.0,11471224000.0,-1507164000.0,-876911000.0,-630253000.0,7916000.0,7916000.0,1635966000.0,-2622773000.0,3619241000.0,1329000.0,1329000.0,0.0,15290850000.0,13944803000.0,232539000.0,13712264000.0,1610787000.0,12101477000.0,1346047000.0,498136000.0,498136000.0,41250000.0,41250000.0,156878000.0,649783000.0,329031000.0,148377000.0,320752000.0,142266000.0,178486000.0,13783686000.0,9431922000.0,377739000.0,444807000.0,354287000.0,90520000.0,8609376000.0,-6314558000.0,14923934000.0,182151000.0,1838054000.0,3329025000.0,8348018000.0,1226686000.0,0.0,4351764000.0,104920000.0,3904000.0,,70979000.0,229794000.0,229794000.0,-57261000.0,287055000.0,3942167000.0,288201000.0,3653966000.0,2359773000.0,1294193000.0,2023-06-30,,
19628872.0,113357215.0,132986087.0,9002723000.0,13405784000.0,-1162161000.0,10969067000.0,2517142000.0,-1162161000.0,1614953000.0,-821764000.0,10856968000.0,-1709049000.0,-887285000.0,-821764000.0,6218000.0,6218000.0,1694891000.0,-2767938000.0,3633517000.0,1330000.0,1330000.0,0.0,15045310000.0,13531276000.0,237591000.0,13293685000.0,1614953000.0,11678732000.0,1514034000.0,517145000.0,517145000.0,112099000.0,112099000.0,187098000.0,697692000.0,371580000.0,123897000.0,326112000.0,138214000.0,187898000.0,13336261000.0,9305085000.0,407536000.0,340397000.0,321932000.0,18465000.0,8557152000.0,-6449948000.0,15007100000.0,231129000.0,1826355000.0,3362758000.0,8360768000.0,1226090000.0,0.0,4031176000.0,125971000.0,983000.0,,75071000.0,249367000.0,249367000.0,-59618000.0,308985000.0,3579784000.0,791676000.0,2788108000.0,1120105000.0,1668003000.0,2023-09-30,,
21261671.0,111737245.0,132998916.0,8859151000.0,13370086000.0,-581090000.0,11486955000.0,2041167000.0,-581090000.0,1631749000.0,-251382000.0,10777362000.0,-1100934000.0,-849552000.0,-251382000.0,3406000.0,3406000.0,1836326000.0,-2066953000.0,3647161000.0,1330000.0,1330000.0,0.0,15097157000.0,12896703000.0,236210000.0,12660493000.0,1631749000.0,11028744000.0,2200454000.0,543288000.0,543288000.0,709593000.0,709593000.0,212645000.0,734928000.0,353833000.0,141902000.0,381095000.0,172832000.0,208263000.0,13996223000.0,9754602000.0,402642000.0,329708000.0,311245000.0,18463000.0,8521375000.0,-6583951000.0,15105326000.0,162592000.0,1832896000.0,3422101000.0,8459085000.0,1228652000.0,0.0,4241621000.0,99961000.0,18000.0,,75552000.0,341712000.0,341712000.0,-40075000.0,381787000.0,3724378000.0,845192000.0,2879186000.0,1802712000.0,1076474000.0,2023-12-31,500877000.0,500877000.0
