free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,purchase_of_investment,net_intangibles_purchase_and_sale,purchase_of_intangibles,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,asset_impairment_charge
13432000.0,-8875000.0,-17876000.0,0.0,0.0,-68334000.0,180635000.0,3782990000.0,2102666000.0,-975000.0,1681299000.0,-33119000.0,-33119000.0,-6239000.0,,-129000.0,,-8875000.0,-8875000.0,0.0,-17876000.0,-17876000.0,-17876000.0,0.0,1632652000.0,1632652000.0,1700986000.0,,,-41458000.0,-41458000.0,-26876000.0,81766000.0,81766000.0,89559000.0,67961000.0,43812000.0,-12538000.0,-9676000.0,-170532000.0,19058000.0,4036000.0,2053000.0,2053000.0,172292000.0,172292000.0,-1155000.0,-1155000.0,-33545000.0,2022-12-31,
37284000.0,-10834000.0,-1024383000.0,1200000000.0,,-132207000.0,181667000.0,3938967000.0,3782990000.0,-2567000.0,158544000.0,121003000.0,121003000.0,-43605000.0,,-175000.0,,-10834000.0,-10834000.0,,175617000.0,175617000.0,-1024383000.0,1200000000.0,-131950000.0,-131950000.0,257000.0,,,-7741000.0,-7741000.0,-124466000.0,169491000.0,169491000.0,-45496000.0,-13316000.0,-13844000.0,-7288000.0,-11048000.0,54071000.0,14710000.0,-544000.0,-162000.0,-162000.0,168812000.0,168812000.0,-23046000.0,-23046000.0,1146000.0,2023-03-31,
235223000.0,-1260000.0,-97848000.0,0.0,,-126025000.0,164388000.0,3747797000.0,3938967000.0,-297000.0,-190873000.0,-139810000.0,-139810000.0,-14133000.0,,-28534000.0,,-1260000.0,-1260000.0,,-97848000.0,-97848000.0,-97848000.0,0.0,-412311000.0,-412311000.0,233000.0,,,-35192000.0,-35192000.0,-90833000.0,361248000.0,361248000.0,54584000.0,6851000.0,39293000.0,6881000.0,1559000.0,22767000.0,18285000.0,-6640000.0,-1209000.0,-1209000.0,169962000.0,169962000.0,-24336000.0,-24336000.0,127835000.0,2023-06-30,
141694000.0,-58925000.0,-414988000.0,0.0,0.0,-134117000.0,189966000.0,2879586000.0,3747797000.0,-857000.0,-867354000.0,-509048000.0,-509048000.0,-7124000.0,0.0,-28011000.0,-28011000.0,-58925000.0,-58925000.0,0.0,-414988000.0,-414988000.0,-414988000.0,0.0,-634117000.0,-634117000.0,0.0,-500000000.0,-500000000.0,-19988000.0,-19988000.0,-114129000.0,275811000.0,275811000.0,-50325000.0,18730000.0,-15320000.0,-33711000.0,-20024000.0,111394000.0,16144000.0,870000.0,1173000.0,1173000.0,171969000.0,171969000.0,50637000.0,50637000.0,-120541000.0,2023-09-30,
326502000.0,-141436000.0,-15172000.0,0.0,0.0,-114827000.0,152329000.0,2969412000.0,2879586000.0,4003000.0,85823000.0,-191351000.0,-191351000.0,-6730000.0,0.0,-28013000.0,-28013000.0,-141436000.0,-141436000.0,0.0,-15172000.0,-15172000.0,-15172000.0,0.0,-164155000.0,-164155000.0,672000.0,-50000000.0,-50000000.0,-1462000.0,-1462000.0,-113365000.0,441329000.0,441329000.0,43079000.0,25686000.0,83534000.0,28093000.0,-94234000.0,-31524000.0,15376000.0,2350000.0,-502586000.0,-502586000.0,176527000.0,176527000.0,-35670000.0,-48353000.0,773777000.0,2023-12-31,0.0
