tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,impairment_of_capital_assets,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,provision_for_doubtful_accounts,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
13176450.0,0.21,260706000.0,62745000.0,62745000.0,32411000.0,172292000.0,636336000.0,323451000.0,151159000.0,-159725000.0,178620000.0,18895000.0,-17157550.0,32411000.0,1044681000.0,99208000.0,112795000.0,112321000.0,0.29,0.29,32411000.0,,32411000.0,32411000.0,65956000.0,-33545000.0,-33545000.0,6084000.0,-27461000.0,172008000.0,109263000.0,-120399000.0,120399000.0,,183144000.0,-159725000.0,,178620000.0,18895000.0,-39744000.0,408345000.0,7247000.0,4036000.0,172292000.0,172292000.0,232017000.0,232017000.0,232017000.0,,368601000.0,636336000.0,1004937000.0,1004937000.0,2022-12-31
3383100.0,0.21,342606000.0,16110000.0,16110000.0,12332000.0,168812000.0,819188000.0,358716000.0,189904000.0,-159783000.0,187740000.0,40193000.0,-394900.0,12332000.0,1247228000.0,169515000.0,113116000.0,112753000.0,-0.02,0.11,-2234000.0,-14566000.0,12332000.0,12332000.0,11186000.0,1146000.0,1146000.0,1018000.0,2164000.0,-14504000.0,-30614000.0,-6936000.0,6936000.0,,23046000.0,-159783000.0,12236000.0,187740000.0,40193000.0,176451000.0,428040000.0,4478000.0,-544000.0,168812000.0,168812000.0,259772000.0,259772000.0,259772000.0,,604491000.0,819188000.0,1423679000.0,1423679000.0,2023-03-31
744725.253519,0.032579,469486000.0,22859000.0,22859000.0,105184000.0,169962000.0,907347000.0,492345000.0,322383000.0,-149491000.0,190243000.0,44127000.0,83069725.253519,105184000.0,1327990000.0,250336000.0,113198000.0,112889000.0,0.84,0.93,94555000.0,-10629000.0,105184000.0,105184000.0,-22651000.0,127835000.0,127835000.0,4305000.0,132140000.0,13799000.0,-9060000.0,-1477000.0,1477000.0,,24336000.0,-149491000.0,3375000.0,190243000.0,44127000.0,267832000.0,420643000.0,1477000.0,-6640000.0,169962000.0,169962000.0,257321000.0,257321000.0,257321000.0,14339000.0,688475000.0,907347000.0,1595822000.0,1595822000.0,2023-06-30
-3244083.104875,0.022297,382744000.0,-145494000.0,-145494000.0,-116678000.0,171969000.0,958912000.0,237250000.0,65281000.0,-139109000.0,188571000.0,46534000.0,25571916.895125,-116678000.0,1400196000.0,62595000.0,112797000.0,112797000.0,-1.03,-1.03,-116678000.0,0.0,-116678000.0,-116678000.0,3863000.0,-120541000.0,-120541000.0,-2749000.0,-123290000.0,-255921000.0,-110427000.0,-94857000.0,867000.0,93990000.0,-50637000.0,-139109000.0,-2928000.0,188571000.0,46534000.0,271740000.0,441284000.0,,870000.0,171969000.0,171969000.0,268445000.0,268445000.0,268445000.0,,713024000.0,958912000.0,1671936000.0,1671936000.0,2023-09-30
-17885700.0,0.21,721021000.0,-85170000.0,-85170000.0,729156000.0,176527000.0,1023116000.0,635851000.0,459324000.0,-140024000.0,184955000.0,44931000.0,796440300.0,729156000.0,1349212000.0,357725000.0,112033000.0,111661000.0,6.19,6.53,729156000.0,,729156000.0,729156000.0,-44621000.0,773777000.0,773777000.0,-499408000.0,274369000.0,-76855000.0,8315000.0,-133523000.0,133523000.0,0.0,48353000.0,-140024000.0,0.0,184955000.0,44931000.0,491248000.0,326096000.0,,2350000.0,176527000.0,176527000.0,279484000.0,279484000.0,279484000.0,,817344000.0,1023116000.0,1840460000.0,1840460000.0,2023-12-31
