tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,293793000.0,257947000.0,28324000.0,36850000.0,293793000.0,265469000.0,-5482000.0,9058000.0,3576000.0,257947000.0,257947000.0,434014000.0,260101000.0,87473000.0,87017000.0,2.95,2.96,257947000.0,257947000.0,257947000.0,257947000.0,257947000.0,-1536000.0,256411000.0,1792000.0,1852000.0,-5482000.0,9058000.0,3576000.0,260101000.0,372587000.0,3747000.0,3747000.0,3747000.0,3747000.0,111390000.0,257450000.0,632688000.0,61427000.0,694115000.0,694115000.0,2022-12-31
0.0,0.167,163720000.0,100622000.0,32124000.0,40709000.0,163720000.0,131596000.0,-6680000.0,10758000.0,4078000.0,100622000.0,100622000.0,381752000.0,127695000.0,87431000.0,86930000.0,1.15,1.16,100622000.0,100622000.0,100622000.0,100622000.0,100622000.0,20216000.0,120838000.0,-177000.0,-177000.0,-6680000.0,10758000.0,4078000.0,127695000.0,314100000.0,5181000.0,5181000.0,5181000.0,5181000.0,120335000.0,188584000.0,441795000.0,67652000.0,509447000.0,509447000.0,2023-03-31
0.0,0.172,128552000.0,69526000.0,33009000.0,40801000.0,128552000.0,95543000.0,-8158000.0,11560000.0,3402000.0,69526000.0,69526000.0,400975000.0,95624000.0,87192000.0,86696000.0,0.8,0.8,69526000.0,69526000.0,69526000.0,69526000.0,69526000.0,14457000.0,83983000.0,-3483000.0,-3483000.0,-8158000.0,11560000.0,3402000.0,95624000.0,332635000.0,5470000.0,5470000.0,5470000.0,5470000.0,125023000.0,202142000.0,428259000.0,68340000.0,496599000.0,496599000.0,2023-06-30
0.0,0.113,108704000.0,55502000.0,33883000.0,37321000.0,108704000.0,74821000.0,-7367000.0,12276000.0,4909000.0,55502000.0,55502000.0,388979000.0,69816000.0,87381000.0,86817000.0,0.64,0.64,55502000.0,55502000.0,55502000.0,55502000.0,55502000.0,7043000.0,62545000.0,96000.0,96000.0,-7367000.0,12276000.0,4909000.0,69816000.0,323722000.0,5947000.0,5947000.0,5947000.0,5947000.0,123223000.0,194552000.0,393538000.0,65257000.0,458795000.0,458795000.0,2023-09-30
0.0,0.153985,370811000.0,274762000.0,33488000.0,42475000.0,370811000.0,337323000.0,-5352000.0,12551000.0,7199000.0,274762000.0,274762000.0,472108000.0,333000000.0,,,,,274762000.0,274762000.0,274762000.0,274762000.0,274762000.0,50010000.0,324772000.0,-2876000.0,3338000.0,-5352000.0,12551000.0,7199000.0,333000000.0,402059000.0,5914000.0,5914000.0,5914000.0,5914000.0,126288000.0,269857000.0,735059000.0,70049000.0,805108000.0,805108000.0,2023-12-31
