treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
379527021.0,5054758269.0,5434285290.0,4060064000000.0,7655151000000.0,10230842000000.0,18756109000000.0,2919663000000.0,10230842000000.0,11100958000000.0,15471266000000.0,11403064000000.0,302106000000.0,11100958000000.0,1338798000000.0,418051000000.0,9908565000000.0,185579000000.0,86067000000.0,86067000000.0,12739527000000.0,6569069000000.0,718999000000.0,290351000000.0,290351000000.0,942800000000.0,942800000000.0,4370308000000.0,4370308000000.0,246611000000.0,6170458000000.0,1029662000000.0,3284843000000.0,3284843000000.0,3284843000000.0,,251672000000.0,1604281000000.0,353250000000.0,1251031000000.0,,91947000000.0,91947000000.0,1159084000000.0,24142591000000.0,15052470000000.0,462700000000.0,98882000000.0,98882000000.0,3808031000000.0,1818404000000.0,854897000000.0,854897000000.0,963507000000.0,870116000000.0,,7994337000000.0,,7994337000000.0,,7994337000000.0,,,,,9090121000000.0,363750000000.0,2111587000000.0,,,,2636970000000.0,,,2636970000000.0,3977814000000.0,382727000000.0,3595087000000.0,,,2022-12-31
441263523.0,4993021767.0,5434285290.0,3862154000000.0,7665168000000.0,10313350000000.0,18849418000000.0,2926224000000.0,10313350000000.0,11184250000000.0,15558223000000.0,11502291000000.0,318041000000.0,11184250000000.0,1417397000000.0,484931000000.0,9980128000000.0,185589000000.0,86067000000.0,86067000000.0,13167776000000.0,6515652000000.0,738358000000.0,255852000000.0,255852000000.0,877300000000.0,877300000000.0,4373973000000.0,4373973000000.0,270169000000.0,6652124000000.0,1066073000000.0,3291195000000.0,3291195000000.0,2325727000000.0,965468000000.0,362701000000.0,1932155000000.0,419570000000.0,1512585000000.0,244440000000.0,86252000000.0,86252000000.0,1181893000000.0,24670067000000.0,15091719000000.0,454351000000.0,105792000000.0,105792000000.0,3995259000000.0,1771016000000.0,855070000000.0,855070000000.0,915946000000.0,870900000000.0,870900000000.0,7894401000000.0,-8565743000000.0,16460144000000.0,164779000000.0,6266953000000.0,6615640000000.0,2758854000000.0,653918000000.0,0.0,9578348000000.0,384494000000.0,2167184000000.0,1154926000000.0,95041000000.0,917217000000.0,2959764000000.0,-8620000000.0,168579000000.0,2799805000000.0,4066906000000.0,263892000000.0,3803014000000.0,980065000000.0,2822949000000.0,2023-03-31
483471306.0,4950813984.0,5434285290.0,4361609000000.0,8445003000000.0,11082808000000.0,20442530000000.0,3077188000000.0,11082808000000.0,11997527000000.0,16890503000000.0,12296087000000.0,298560000000.0,11997527000000.0,2026449000000.0,544044000000.0,10243698000000.0,185357000000.0,86067000000.0,86067000000.0,14177270000000.0,7189631000000.0,789615000000.0,275679000000.0,275679000000.0,978957000000.0,978957000000.0,4892976000000.0,4892976000000.0,252404000000.0,6987639000000.0,1146976000000.0,3552027000000.0,3552027000000.0,3552027000000.0,,374469000000.0,1914167000000.0,405680000000.0,1508487000000.0,,152370000000.0,152370000000.0,1356117000000.0,26473357000000.0,16408530000000.0,502816000000.0,115858000000.0,115858000000.0,4639983000000.0,1978770000000.0,961498000000.0,961498000000.0,1017272000000.0,914719000000.0,,8256384000000.0,,8256384000000.0,,8256384000000.0,,,,,10064827000000.0,390028000000.0,2286235000000.0,,,,3073916000000.0,,,3073916000000.0,4314648000000.0,231254000000.0,4083394000000.0,,,2023-06-30
541888695.0,4892396595.0,5434285290.0,4569929000000.0,9010442000000.0,11442053000000.0,21374617000000.0,3307282000000.0,11442053000000.0,12364175000000.0,17618967000000.0,12677973000000.0,313798000000.0,12364175000000.0,2225307000000.0,629546000000.0,10496889000000.0,185458000000.0,86067000000.0,86067000000.0,14998630000000.0,7607780000000.0,822659000000.0,284354000000.0,284354000000.0,947149000000.0,947149000000.0,5254792000000.0,5254792000000.0,298826000000.0,7390850000000.0,1202462000000.0,3755650000000.0,3755650000000.0,3755650000000.0,,440982000000.0,1991756000000.0,450583000000.0,1541173000000.0,,107982000000.0,107982000000.0,1433191000000.0,27676603000000.0,16978471000000.0,526740000000.0,125688000000.0,125688000000.0,5075054000000.0,2029787000000.0,964151000000.0,964151000000.0,1065636000000.0,922122000000.0,,8299080000000.0,,8299080000000.0,,8299080000000.0,,,,,10698132000000.0,399154000000.0,2355959000000.0,,,,3325705000000.0,,,3325705000000.0,4617314000000.0,176801000000.0,4440513000000.0,,,2023-09-30
584522519.0,4849762771.0,5434285290.0,4849366000000.0,9170073000000.0,11120965000000.0,21225298000000.0,3327617000000.0,11120965000000.0,12055225000000.0,17446548000000.0,12334637000000.0,279412000000.0,12055225000000.0,1852665000000.0,697506000000.0,10608372000000.0,205627000000.0,86067000000.0,86067000000.0,15095119000000.0,7670724000000.0,814289000000.0,268253000000.0,268253000000.0,864535000000.0,864535000000.0,5391323000000.0,5391323000000.0,332324000000.0,7424395000000.0,1093416000000.0,3778750000000.0,3778750000000.0,3778750000000.0,,570878000000.0,1981351000000.0,473881000000.0,1507470000000.0,,121199000000.0,121199000000.0,1386271000000.0,27429756000000.0,16677744000000.0,513941000000.0,132291000000.0,132291000000.0,5128976000000.0,2019766000000.0,917042000000.0,917042000000.0,1102724000000.0,934260000000.0,,7948510000000.0,,7948510000000.0,,7948510000000.0,,,,,10752012000000.0,498795000000.0,2339652000000.0,,,,3440961000000.0,,,3440961000000.0,4472604000000.0,151897000000.0,4320707000000.0,,,2023-12-31
