ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,financial_assets,investments_and_advances,investmentin_financial_assets,held_to_maturity_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,other_inventories,finished_goods,work_in_process,raw_materials,receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,investments_in_other_ventures_under_equity_method,cash_equivalents,cash_financial
285932016.0,285932016.0,2275000000.0,5073000000.0,8452000000.0,14444000000.0,1527000000.0,8452000000.0,1564000000.0,10935000000.0,13782000000.0,11335000000.0,400000000.0,10935000000.0,-1114000000.0,-1114000000.0,8639000000.0,111000000.0,3299000000.0,3299000000.0,16454000000.0,5456000000.0,52000000.0,31000000.0,548000000.0,136000000.0,519000000.0,207000000.0,312000000.0,4135000000.0,1288000000.0,2847000000.0,35000000.0,10998000000.0,938000000.0,276000000.0,662000000.0,662000000.0,10060000000.0,2968000000.0,7092000000.0,93000000.0,93000000.0,6999000000.0,27789000000.0,15264000000.0,764000000.0,41000000.0,491000000.0,491000000.0,288000000.0,142000000.0,1287000000.0,,,1287000000.0,2483000000.0,452000000.0,2031000000.0,9768000000.0,-12006000000.0,21774000000.0,1595000000.0,17258000000.0,2740000000.0,181000000.0,0.0,12525000000.0,320000000.0,4180000000.0,1576000000.0,537000000.0,427000000.0,1640000000.0,6791000000.0,,6791000000.0,1234000000.0,1234000000.0,2022-12-31,,,
286095777.0,286095777.0,2743000000.0,6775000000.0,7449000000.0,5172000000.0,3131000000.0,7449000000.0,1603000000.0,11089000000.0,15589000000.0,11489000000.0,403000000.0,11089000000.0,-1036000000.0,-1036000000.0,8699000000.0,104000000.0,3319000000.0,3319000000.0,18659000000.0,6614000000.0,451000000.0,,563000000.0,,-218000000.0,,-218000000.0,5818000000.0,1318000000.0,4500000000.0,,12045000000.0,957000000.0,285000000.0,672000000.0,672000000.0,11088000000.0,3348000000.0,7740000000.0,9000000.0,9000000.0,7731000000.0,30148000000.0,14972000000.0,804000000.0,40000000.0,506000000.0,506000000.0,306000000.0,120000000.0,1390000000.0,,,1270000000.0,3640000000.0,441000000.0,2049000000.0,9942000000.0,,9942000000.0,9942000000.0,,,,,15176000000.0,367000000.0,4421000000.0,1826000000.0,523000000.0,431000000.0,1641000000.0,7959000000.0,,7959000000.0,2429000000.0,2429000000.0,2023-03-31,,,
286163296.0,286163296.0,4454000000.0,7383000000.0,7694000000.0,17023000000.0,1612000000.0,7694000000.0,1648000000.0,11288000000.0,15447000000.0,11656000000.0,368000000.0,11288000000.0,-1055000000.0,-1055000000.0,8907000000.0,113000000.0,3323000000.0,3323000000.0,20182000000.0,6824000000.0,448000000.0,,579000000.0,,293000000.0,,293000000.0,5504000000.0,1345000000.0,4159000000.0,,13358000000.0,1879000000.0,303000000.0,1576000000.0,1576000000.0,11479000000.0,3495000000.0,7984000000.0,0.0,0.0,7984000000.0,31838000000.0,16868000000.0,798000000.0,40000000.0,535000000.0,535000000.0,301000000.0,110000000.0,1177000000.0,,,1177000000.0,3594000000.0,823000000.0,2771000000.0,10313000000.0,,10313000000.0,10313000000.0,,,,,14970000000.0,455000000.0,4664000000.0,1895000000.0,536000000.0,463000000.0,1770000000.0,8570000000.0,14000000.0,8556000000.0,1281000000.0,1281000000.0,2023-06-30,,,
286361423.0,286361423.0,4513000000.0,7208000000.0,7868000000.0,16915000000.0,1472000000.0,7868000000.0,1673000000.0,11380000000.0,15515000000.0,11752000000.0,372000000.0,11380000000.0,-1249000000.0,-1249000000.0,9173000000.0,123000000.0,3333000000.0,3333000000.0,19923000000.0,6758000000.0,453000000.0,,564000000.0,,317000000.0,,317000000.0,5424000000.0,1289000000.0,4135000000.0,,13165000000.0,1784000000.0,384000000.0,1400000000.0,1400000000.0,11381000000.0,3437000000.0,7944000000.0,33000000.0,33000000.0,7911000000.0,31675000000.0,17038000000.0,864000000.0,40000000.0,527000000.0,527000000.0,310000000.0,125000000.0,1186000000.0,7000000.0,7000000.0,1179000000.0,3512000000.0,779000000.0,2733000000.0,10474000000.0,,10474000000.0,10474000000.0,,,,,14637000000.0,387000000.0,4751000000.0,1856000000.0,566000000.0,475000000.0,1854000000.0,8477000000.0,,8477000000.0,1022000000.0,1022000000.0,2023-09-30,,,
286554574.0,286554574.0,4307000000.0,7223000000.0,8241000000.0,17389000000.0,803000000.0,8241000000.0,1718000000.0,11884000000.0,16059000000.0,12277000000.0,393000000.0,11884000000.0,-898000000.0,-898000000.0,9303000000.0,125000000.0,3354000000.0,3354000000.0,19978000000.0,6744000000.0,40000000.0,8000000.0,591000000.0,167000000.0,407000000.0,223000000.0,184000000.0,5494000000.0,1319000000.0,4175000000.0,37000000.0,13234000000.0,1729000000.0,399000000.0,1330000000.0,1330000000.0,11505000000.0,3538000000.0,7967000000.0,125000000.0,125000000.0,7842000000.0,32255000000.0,18218000000.0,953000000.0,41000000.0,621000000.0,621000000.0,321000000.0,38000000.0,1239000000.0,22000000.0,22000000.0,1217000000.0,3643000000.0,876000000.0,2767000000.0,11362000000.0,-12810000000.0,24172000000.0,1744000000.0,19226000000.0,3014000000.0,188000000.0,0.0,14037000000.0,352000000.0,4606000000.0,1726000000.0,569000000.0,450000000.0,1861000000.0,7881000000.0,,7881000000.0,1198000000.0,1198000000.0,2023-12-31,1217000000.0,502000000.0,696000000.0
