tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,write_off,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,insurance_and_claims,rent_and_landing_fees,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.262673,1138000000.0,16000000.0,16000000.0,800000000.0,137000000.0,3230000000.0,1138000000.0,1001000000.0,45000000.0,10000000.0,55000000.0,800000000.0,800000000.0,3658000000.0,3000000.0,1001000000.0,4210526316.0,4210526316.0,0.19,0.19,800000000.0,800000000.0,800000000.0,0.0,800000000.0,800000000.0,285000000.0,1085000000.0,84000000.0,84000000.0,-13000000.0,13000000.0,29000000.0,45000000.0,10000000.0,55000000.0,1001000000.0,428000000.0,30000000.0,9000000.0,428000000.0,196000000.0,232000000.0,232000000.0,5000000.0,2000000.0,230000000.0,1429000000.0,3230000000.0,4659000000.0,4659000000.0,2022-12-31
825875.486381,0.275292,1171000000.0,3000000.0,3000000.0,744000000.0,136000000.0,3165000000.0,1174000000.0,1038000000.0,42000000.0,10000000.0,52000000.0,741825875.486381,744000000.0,3587000000.0,3000000.0,957000000.0,,,,,744000000.0,744000000.0,744000000.0,-1000000.0,745000000.0,745000000.0,283000000.0,1028000000.0,19000000.0,16000000.0,-10000000.0,10000000.0,13000000.0,42000000.0,10000000.0,52000000.0,968000000.0,422000000.0,31000000.0,9000000.0,382000000.0,44000000.0,338000000.0,103000000.0,5000000.0,2000000.0,228000000.0,1390000000.0,3165000000.0,4555000000.0,4555000000.0,2023-03-31
-3176817.288802,0.288802,983000000.0,-11000000.0,-11000000.0,724000000.0,,3211000000.0,972000000.0,972000000.0,,,,731823182.711198,724000000.0,3645000000.0,2000000.0,961000000.0,4258823529.0,4258823529.0,0.17,0.17,724000000.0,724000000.0,724000000.0,,724000000.0,724000000.0,294000000.0,1018000000.0,46000000.0,57000000.0,-11000000.0,11000000.0,,,,,972000000.0,434000000.0,30000000.0,11000000.0,393000000.0,45000000.0,348000000.0,92000000.0,6000000.0,1000000.0,249000000.0,1406000000.0,3211000000.0,4617000000.0,4617000000.0,2023-06-30
-583018.867925,0.291509,1079000000.0,-2000000.0,-2000000.0,751000000.0,,3271000000.0,1077000000.0,1077000000.0,42000000.0,17000000.0,59000000.0,752416981.132075,751000000.0,3704000000.0,3000000.0,1000000000.0,4142819712.0,4138636582.0,0.18,0.18,751000000.0,751000000.0,751000000.0,0.0,751000000.0,751000000.0,309000000.0,1060000000.0,4000000.0,6000000.0,-14000000.0,14000000.0,12000000.0,42000000.0,17000000.0,59000000.0,1014000000.0,433000000.0,30000000.0,8000000.0,395000000.0,39000000.0,356000000.0,96000000.0,7000000.0,2000000.0,251000000.0,1447000000.0,3271000000.0,4718000000.0,4718000000.0,2023-09-30
0.0,0.290821,956000000.0,,,733000000.0,,3274000000.0,956000000.0,956000000.0,,,,733000000.0,733000000.0,3707000000.0,,956000000.0,4072222222.0,4072222222.0,0.18,0.18,733000000.0,733000000.0,733000000.0,,734000000.0,734000000.0,301000000.0,1035000000.0,79000000.0,79000000.0,,,,,,,956000000.0,433000000.0,,,433000000.0,204000000.0,229000000.0,229000000.0,,,,1389000000.0,3274000000.0,4663000000.0,4663000000.0,2023-12-31
