tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-170800.0,0.244,406000000.0,-700000.0,-700000.0,191100000.0,112700000.0,1446900000.0,405300000.0,292600000.0,-39700000.0,39700000.0,191629200.0,191100000.0,1911000000.0,293400000.0,106500000.0,106500000.0,1.79,1.79,190800000.0,190800000.0,300000.0,191100000.0,191100000.0,191100000.0,61800000.0,252900000.0,-1500000.0,-800000.0,-700000.0,,700000.0,-39700000.0,,39700000.0,294100000.0,407000000.0,-2900000.0,55600000.0,55600000.0,55600000.0,55600000.0,354300000.0,701100000.0,1504000000.0,2205100000.0,2205100000.0,2022-10-31
-145800.0,0.243,429300000.0,-600000.0,-600000.0,208500000.0,115400000.0,1400700000.0,428700000.0,313300000.0,-37900000.0,37900000.0,208954200.0,208500000.0,1897800000.0,317900000.0,106600000.0,106500000.0,1.95,1.96,208300000.0,208300000.0,200000.0,208500000.0,208500000.0,208500000.0,66900000.0,275400000.0,-5200000.0,-4600000.0,-600000.0,0.0,600000.0,-37900000.0,,37900000.0,318500000.0,437300000.0,800000.0,55600000.0,55600000.0,55600000.0,55600000.0,380900000.0,755800000.0,1460500000.0,2216300000.0,2216300000.0,2023-01-31
-117148467.43295,0.114795,469400000.0,-1020500000.0,-1020500000.0,-600700000.0,92200000.0,1390300000.0,-551100000.0,-643300000.0,-35300000.0,35300000.0,302651532.56705,-600700000.0,1847800000.0,-633500000.0,105400000.0,105400000.0,-5.69,-5.69,-599900000.0,-599900000.0,-800000.0,-600700000.0,-600700000.0,-600700000.0,-77900000.0,-678600000.0,-1030300000.0,-9800000.0,-1020500000.0,0.0,2000000.0,-35300000.0,,35300000.0,387000000.0,405400000.0,-10700000.0,40100000.0,40100000.0,40100000.0,40100000.0,376000000.0,792400000.0,1442400000.0,2234800000.0,2234800000.0,2023-04-30
0.0,0.23,360500000.0,,,183600000.0,90000000.0,1100200000.0,360500000.0,270500000.0,-32100000.0,32100000.0,183600000.0,183600000.0,1501700000.0,303500000.0,102500000.0,102400000.0,1.79,1.79,183500000.0,183500000.0,100000.0,183600000.0,183600000.0,183600000.0,54800000.0,238400000.0,-33000000.0,-33000000.0,,,,-32100000.0,,32100000.0,303500000.0,351300000.0,-2100000.0,39800000.0,39800000.0,39800000.0,39800000.0,313600000.0,654800000.0,1150400000.0,1805200000.0,1805200000.0,2023-07-31
-1489200.0,0.219,383900000.0,-6800000.0,-6800000.0,194900000.0,92600000.0,1161400000.0,377100000.0,284500000.0,-54600000.0,35100000.0,200210800.0,194900000.0,1632900000.0,298900000.0,102200000.0,102100000.0,1.9,1.91,194800000.0,194800000.0,100000.0,194900000.0,194900000.0,194900000.0,54500000.0,249400000.0,-1700000.0,5100000.0,-6800000.0,,6800000.0,-54600000.0,19500000.0,35100000.0,305700000.0,418500000.0,45400000.0,39600000.0,39600000.0,39600000.0,39600000.0,333500000.0,724200000.0,1214400000.0,1938600000.0,1938600000.0,2023-10-31
-37991764.705882,0.384143,517400000.0,-98900000.0,-98900000.0,120400000.0,123200000.0,1338600000.0,418500000.0,295300000.0,-99800000.0,99800000.0,181308235.294118,120400000.0,1832900000.0,297400000.0,105900000.0,105900000.0,1.13,1.14,120400000.0,120400000.0,0.0,120400000.0,120400000.0,120400000.0,75100000.0,195500000.0,-101000000.0,-2100000.0,-98900000.0,,98900000.0,-99800000.0,,99800000.0,396300000.0,426800000.0,-3100000.0,55700000.0,55700000.0,55700000.0,55700000.0,374200000.0,823100000.0,1406100000.0,2229200000.0,2229200000.0,2024-01-31
