treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables,other_payable,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_taxes_assets,financial_assets,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,assets_held_for_sale_current,restricted_cash,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
648.0,285637808.0,285638456.0,193709000.0,2910679000.0,4826179000.0,7745577000.0,3939962000.0,4826179000.0,61734000.0,4896632000.0,7271148000.0,4932001000.0,35369000.0,4896632000.0,3350114000.0,1577643000.0,1577643000.0,5887100000.0,2835553000.0,-70000.0,19772000.0,43872000.0,289825000.0,2424101000.0,49585000.0,2374516000.0,58053000.0,3051547000.0,292925000.0,486578000.0,12149000.0,474429000.0,65018000.0,1303146000.0,835969000.0,8680000.0,7370000.0,446568000.0,373351000.0,10819101000.0,3827592000.0,7656000.0,604471000.0,22606000.0,9520000.0,9520000.0,54386000.0,70453000.0,69486000.0,967000.0,2928578000.0,-3792219000.0,6720797000.0,1328508000.0,389769000.0,3782121000.0,803398000.0,23482000.0,393519000.0,6991509000.0,1268000.0,11188000.0,346000.0,29840000.0,74957000.0,1784281000.0,1097874000.0,590946000.0,95461000.0,128110000.0,383733000.0,1002223000.0,-4759000.0,1006982000.0,3605403000.0,950167000.0,2655236000.0,2125587000.0,529649000.0,2022-12-31
648.0,285637808.0,285638456.0,823738000.0,2975086000.0,5358225000.0,8341781000.0,4191278000.0,5358225000.0,62785000.0,5429480000.0,7844523000.0,5465517000.0,36037000.0,5429480000.0,3875041000.0,1577643000.0,1577643000.0,5702418000.0,2870188000.0,,2541000.0,52748000.0,291551000.0,2465198000.0,50155000.0,2415043000.0,58150000.0,2832230000.0,49728000.0,509888000.0,12630000.0,497258000.0,41348000.0,1089496000.0,1013572000.0,10409000.0,233134000.0,436047000.0,333982000.0,11167935000.0,4144427000.0,5123000.0,706173000.0,39916000.0,7901000.0,7901000.0,69508000.0,71255000.0,70288000.0,967000.0,3114075000.0,,3114075000.0,1548463000.0,67546000.0,973504000.0,288207000.0,41421000.0,194934000.0,7023508000.0,1169000.0,20168000.0,364000.0,29873000.0,109361000.0,1897140000.0,1034077000.0,747090000.0,115973000.0,95637000.0,544088000.0,1491201000.0,-5699000.0,1496900000.0,2834507000.0,745944000.0,2088563000.0,967874000.0,1120689000.0,2023-03-31
648.0,285637808.0,285638456.0,1310033000.0,3436990000.0,4841360000.0,8287056000.0,3591700000.0,4841360000.0,64187000.0,4914253000.0,7418444000.0,4951005000.0,36752000.0,4914253000.0,3360380000.0,1577643000.0,1577643000.0,5610935000.0,3023902000.0,,4477000.0,64761000.0,338625000.0,2554007000.0,49816000.0,2504191000.0,62032000.0,2587033000.0,56937000.0,882983000.0,14371000.0,868612000.0,47970000.0,775921000.0,793979000.0,234715000.0,176524000.0,70007000.0,312733000.0,10561940000.0,4383207000.0,4954000.0,629739000.0,47119000.0,9252000.0,9252000.0,65925000.0,72893000.0,71935000.0,958000.0,3348620000.0,-3922423000.0,7271043000.0,1734677000.0,334890000.0,3919151000.0,846925000.0,41251000.0,394149000.0,6178733000.0,1179000.0,28116000.0,361000.0,29908000.0,81549000.0,1854200000.0,969755000.0,768172000.0,116273000.0,86199000.0,605603000.0,866234000.0,-6714000.0,872948000.0,2625384000.0,562614000.0,2062770000.0,1529602000.0,533168000.0,2023-06-30
648.0,285637808.0,285638456.0,2402517000.0,3660049000.0,5169829000.0,8833625000.0,3502585000.0,5169829000.0,72137000.0,5245713000.0,7698818000.0,5283280000.0,37567000.0,5245713000.0,3695938000.0,1577643000.0,1577643000.0,5687275000.0,2957465000.0,,22850000.0,52078000.0,319532000.0,2508211000.0,55106000.0,2453105000.0,54794000.0,2729810000.0,54740000.0,1151838000.0,17031000.0,1134807000.0,51789000.0,686442000.0,745663000.0,7812000.0,323066000.0,56577000.0,358208000.0,10970555000.0,4738160000.0,,545109000.0,4617000.0,7307000.0,7307000.0,89788000.0,75884000.0,74926000.0,958000.0,3597279000.0,-3988315000.0,7585594000.0,1935901000.0,337390000.0,3945693000.0,854030000.0,41946000.0,470634000.0,6232395000.0,904000.0,83635000.0,11962000.0,29801000.0,93969000.0,1868087000.0,902890000.0,828355000.0,136842000.0,63631000.0,487706000.0,905010000.0,-5582000.0,910592000.0,2687690000.0,1502295000.0,1185395000.0,639337000.0,546058000.0,2023-09-30
,285637808.0,285637808.0,3374895000.0,4491422000.0,5451309000.0,9946939000.0,3515008000.0,5451309000.0,75158000.0,5530675000.0,8735678000.0,5566905000.0,36230000.0,5530675000.0,3838162000.0,1577643000.0,1577643000.0,6138665000.0,3787532000.0,,8419000.0,62006000.0,394688000.0,3261969000.0,56966000.0,3205003000.0,60450000.0,2351133000.0,28175000.0,1229453000.0,18192000.0,1211261000.0,59848000.0,392322000.0,586263000.0,11679000.0,69382000.0,63422000.0,441780000.0,11705570000.0,5839429000.0,7208000.0,302236000.0,15993000.0,232288000.0,232288000.0,86417000.0,79366000.0,78408000.0,958000.0,3818054000.0,-4095080000.0,7913134000.0,1834041000.0,372758000.0,4284103000.0,877164000.0,41780000.0,503288000.0,5866141000.0,2292000.0,9046000.0,118000.0,29966000.0,94155000.0,1774594000.0,891469000.0,744217000.0,138908000.0,61416000.0,751966000.0,784422000.0,-3245000.0,787667000.0,2358166000.0,1316797000.0,1041369000.0,364345000.0,677024000.0,2023-12-31
