free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,sale_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,cash_flowsfromusedin_operating_activities_direct,taxes_refund_paid_direct,interest_received_direct,interest_paid_direct,dividends_received_direct,classesof_cash_payments,other_cash_paymentsfrom_operating_activities,paymentsto_suppliersfor_goodsand_services,classesof_cash_receiptsfrom_operating_activities,other_cash_receiptsfrom_operating_activities,receiptsfrom_customers,date
854119000.0,0.0,260000000.0,0.0,-283677000.0,2655236000.0,3506235000.0,95684000.0,-946683000.0,-1151241000.0,-1408398000.0,-1408398000.0,0.0,0.0,260000000.0,,,200000000.0,0.0,200000000.0,-933238000.0,-635297000.0,-1448000.0,-1448000.0,-13019000.0,0.0,-13019000.0,1038000.0,1038000.0,-283650000.0,27000.0,-283677000.0,1137796000.0,-365704000.0,34603000.0,-20296000.0,1033000.0,-1496402000.0,-12116000.0,-1484286000.0,2984562000.0,60821000.0,2923741000.0,2022-12-31
-865165000.0,-7055000.0,35000000.0,,-246354000.0,2088563000.0,2655236000.0,59585000.0,-626258000.0,24811000.0,,,,,27945000.0,25000000.0,25000000.0,2945000.0,-7055000.0,10000000.0,-32258000.0,220388000.0,6550000.0,6550000.0,-13372000.0,,-13372000.0,0.0,0.0,-246349000.0,5000.0,-246354000.0,-618811000.0,-588165000.0,19950000.0,-36250000.0,1003000.0,-1778409000.0,-16157000.0,-1762252000.0,1763060000.0,-176228000.0,1939288000.0,2023-03-31
333512000.0,-515000000.0,970000000.0,,-274540000.0,2062770000.0,2088563000.0,-67188000.0,41395000.0,-475902000.0,,,,,455000000.0,880000000.0,880000000.0,-425000000.0,-515000000.0,90000000.0,-90755000.0,154870000.0,25811000.0,25811000.0,-108000.0,,-108000.0,1000000.0,1000000.0,-274534000.0,6000.0,-274540000.0,608052000.0,-561989000.0,31654000.0,-33203000.0,5689000.0,-1767386000.0,-223448000.0,-1543938000.0,2933287000.0,176317000.0,2756970000.0,2023-06-30
138826000.0,10265000.0,260000000.0,,-281101000.0,1185395000.0,2062770000.0,-19723000.0,-857652000.0,40643000.0,-225874000.0,,,,270265000.0,260000000.0,260000000.0,10265000.0,10265000.0,0.0,-1318222000.0,-1002602000.0,-3332000.0,-3332000.0,-34117000.0,,-38862000.0,2193000.0,2193000.0,-281068000.0,33000.0,-281101000.0,419927000.0,-200294000.0,14653000.0,-27209000.0,1621000.0,-1318411000.0,-118807000.0,-1199604000.0,1949567000.0,0.0,1949567000.0,2023-09-30
-889064000.0,0.0,800000000.0,,-301603000.0,1041369000.0,1185395000.0,25330000.0,-169356000.0,458363000.0,-318784000.0,,,,800000000.0,50000000.0,50000000.0,750000000.0,0.0,750000000.0,-40258000.0,218034000.0,-6250000.0,-6250000.0,47597000.0,,52342000.0,2012000.0,2012000.0,-301603000.0,0.0,-301603000.0,-587461000.0,-959192000.0,37095000.0,-26598000.0,1015000.0,-1156654000.0,-25224000.0,-1131430000.0,1516873000.0,0.0,1516873000.0,2023-12-31
