treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,liabilities_heldfor_sale_non_current,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_accrued_expenses,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,current_notes_payable,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
107596728.0,476622501.0,584219229.0,9361900000.0,9401600000.0,-6092800000.0,18067900000.0,-306300000.0,-6092800000.0,,8666300000.0,16748100000.0,8737700000.0,71400000.0,8666300000.0,-24600000.0,-24600000.0,3127700000.0,6536500000.0,2360900000.0,2921200000.0,2921200000.0,13676300000.0,9953600000.0,1871800000.0,,,,,,,8081800000.0,,8081800000.0,,3722700000.0,,1319800000.0,1319800000.0,954300000.0,365500000.0,2402900000.0,806600000.0,1596300000.0,1596300000.0,22414000000.0,18997600000.0,1550300000.0,14759100000.0,3579000000.0,11180100000.0,2688200000.0,-3304900000.0,5993100000.0,,,,,,3416400000.0,118500000.0,,118500000.0,2347700000.0,1554300000.0,298500000.0,494900000.0,910500000.0,910500000.0,-3700000.0,914200000.0,39700000.0,39700000.0,2022-11-30
107312432.0,476906797.0,584219229.0,9184600000.0,9255800000.0,-5876200000.0,18122200000.0,-106300000.0,-5876200000.0,,8866400000.0,16947600000.0,8938300000.0,71900000.0,8866400000.0,-23500000.0,-23500000.0,3119500000.0,6720000000.0,2368200000.0,2921200000.0,2921200000.0,13515900000.0,9954900000.0,1873700000.0,,,,,,,8081200000.0,,8081200000.0,,3561000000.0,,1174600000.0,1174600000.0,516600000.0,658000000.0,2386400000.0,822500000.0,1563900000.0,1563900000.0,22454200000.0,18999500000.0,1554900000.0,14742600000.0,3564500000.0,11178100000.0,2702000000.0,-3343800000.0,6045800000.0,,,,,,3454700000.0,116400000.0,,,2307100000.0,1553600000.0,258700000.0,494800000.0,960000000.0,960000000.0,-3700000.0,963700000.0,71200000.0,71200000.0,2023-02-28
107196446.0,477022783.0,584219229.0,9144800000.0,9425300000.0,-5647300000.0,17975500000.0,-1055700000.0,-5647300000.0,186600000.0,8736800000.0,15818100000.0,8807300000.0,70500000.0,8736800000.0,-44400000.0,-44400000.0,3116300000.0,6599400000.0,2376900000.0,2921200000.0,2921200000.0,13245300000.0,8804600000.0,132100000.0,,137700000.0,137700000.0,28900000.0,1143800000.0,1143800000.0,7267900000.0,186600000.0,7081300000.0,94200000.0,4440700000.0,,2157400000.0,2157400000.0,1516000000.0,641400000.0,2283300000.0,753900000.0,1529400000.0,1529400000.0,22052600000.0,18667600000.0,1509700000.0,14384100000.0,3205900000.0,11178200000.0,2773800000.0,-3417300000.0,6191100000.0,317600000.0,689400000.0,5017200000.0,166900000.0,0.0,3385000000.0,93700000.0,,,2232000000.0,1523000000.0,224600000.0,484400000.0,965400000.0,965400000.0,-3800000.0,969200000.0,93900000.0,93900000.0,2023-05-31
106251348.0,477967881.0,584219229.0,9180300000.0,9273600000.0,-5486100000.0,18158100000.0,-366600000.0,-5486100000.0,,8884500000.0,16629600000.0,8955100000.0,70600000.0,8884500000.0,-32900000.0,-32900000.0,3090700000.0,6752900000.0,2334000000.0,2921200000.0,2921200000.0,13410300000.0,9470200000.0,1725100000.0,,,,,,,7745100000.0,,7745100000.0,,3940100000.0,,1528500000.0,1528500000.0,1015400000.0,513100000.0,2411600000.0,877000000.0,1534600000.0,1534600000.0,22365400000.0,18791900000.0,1506700000.0,14370600000.0,3192400000.0,11178200000.0,2914600000.0,-3502300000.0,6416900000.0,,,,,,3573500000.0,114900000.0,,,2393800000.0,1622500000.0,278900000.0,492400000.0,971500000.0,971500000.0,-3800000.0,975300000.0,93300000.0,93300000.0,2023-08-31
106214201.0,478005028.0,584219229.0,9008100000.0,9069600000.0,-5270700000.0,18073600000.0,-364000000.0,-5270700000.0,,9004000000.0,16497300000.0,9074200000.0,70200000.0,9004000000.0,-38700000.0,-38700000.0,3089600000.0,6871500000.0,2339600000.0,2921200000.0,2921200000.0,13045800000.0,9212700000.0,1717500000.0,1900000.0,,,,,,7493300000.0,,7493300000.0,,3833100000.0,13100000.0,1576300000.0,1576300000.0,1017300000.0,559000000.0,2243700000.0,769100000.0,1474600000.0,1474600000.0,22120000000.0,18650900000.0,1499700000.0,14274700000.0,3165400000.0,11109300000.0,2876500000.0,-3546900000.0,6423400000.0,,,,,,3469100000.0,125700000.0,30200000.0,,2277600000.0,1475100000.0,354200000.0,448300000.0,974100000.0,974100000.0,-3000000.0,977100000.0,61500000.0,61500000.0,2023-11-30
106156480.0,478062749.0,584219229.0,8598800000.0,8677300000.0,-5107100000.0,17832200000.0,-185100000.0,-5107100000.0,,9154900000.0,16646700000.0,9225500000.0,70600000.0,9154900000.0,-43800000.0,-43800000.0,3087900000.0,7011700000.0,2353700000.0,2921200000.0,2921200000.0,12694400000.0,9223500000.0,1729400000.0,2300000.0,,,,,,7491800000.0,,7491800000.0,,3470900000.0,12900000.0,1185500000.0,1185500000.0,1019200000.0,166300000.0,2272500000.0,854500000.0,1418000000.0,1418000000.0,21919900000.0,18634100000.0,1495400000.0,14262000000.0,3152100000.0,11109900000.0,2876700000.0,-3593900000.0,6470600000.0,,,,,,3285800000.0,117200000.0,30200000.0,,2143400000.0,1387200000.0,311000000.0,445200000.0,916500000.0,916500000.0,-2800000.0,919300000.0,78500000.0,78500000.0,2024-02-29
