ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,net_ppe,accumulated_depreciation,gross_ppe,other_properties,current_assets,other_current_assets,hedging_assets_current,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,taxes_receivable
365363000.0,365363000.0,4220321000.0,5714414000.0,11172474000.0,16851439000.0,282221000.0,11172474000.0,35449000.0,11172474000.0,16428807000.0,11213328000.0,40854000.0,11172474000.0,-2994000.0,-2994000.0,0.0,1283578000.0,9891890000.0,9891890000.0,11456598000.0,7724378000.0,1025639000.0,1442406000.0,1442406000.0,5256333000.0,5256333000.0,3732220000.0,1433076000.0,458081000.0,35449000.0,422632000.0,422632000.0,50894000.0,1790169000.0,130804000.0,88484000.0,1659365000.0,84755000.0,1574610000.0,22669926000.0,18655485000.0,488152000.0,18167333000.0,-9119553000.0,27286886000.0,396324000.0,4014441000.0,135337000.0,812371000.0,1608089000.0,1608089000.0,-605000.0,1608694000.0,1458644000.0,1458644000.0,2022-12-31,
361586000.0,361586000.0,3344545000.0,5471807000.0,12112134000.0,17583941000.0,1285132000.0,12112134000.0,,12112134000.0,17170697000.0,12153588000.0,41454000.0,12112134000.0,-2830000.0,-2830000.0,0.0,2338572000.0,9776392000.0,9776392000.0,10536866000.0,7872444000.0,933606000.0,1880275000.0,1880275000.0,5058563000.0,5058563000.0,2664422000.0,1097920000.0,413244000.0,,413244000.0,413244000.0,,1153258000.0,,,1153258000.0,,1153258000.0,22690454000.0,18740900000.0,507200000.0,18233700000.0,-9598103000.0,27831803000.0,,3949554000.0,215809000.0,978351000.0,628132000.0,628132000.0,-457000.0,628589000.0,2127262000.0,2127262000.0,2023-03-31,
361654000.0,361654000.0,3456061000.0,4671553000.0,12005772000.0,16677325000.0,242743000.0,12005772000.0,,12005772000.0,16263408000.0,12045028000.0,39256000.0,12005772000.0,-2781000.0,-2781000.0,,2217698000.0,9790855000.0,9790855000.0,9228449000.0,7045623000.0,910403000.0,1877584000.0,1877584000.0,4257636000.0,4257636000.0,2182826000.0,719014000.0,413917000.0,,413917000.0,413917000.0,,1049895000.0,,,1049895000.0,,1049895000.0,21273477000.0,18847908000.0,524409000.0,18323499000.0,-9976460000.0,28299959000.0,,2425569000.0,51254000.0,683612000.0,475211000.0,475211000.0,-166000.0,475377000.0,1215492000.0,1215492000.0,2023-06-30,
411311000.0,411311000.0,5851116000.0,5915866000.0,14201332000.0,20117198000.0,-871706000.0,14201332000.0,,14201332000.0,19702606000.0,14209557000.0,8225000.0,14201332000.0,-2724000.0,-2724000.0,,2245615000.0,11958441000.0,11958441000.0,10345431000.0,8226487000.0,973825000.0,1751388000.0,1751388000.0,5501274000.0,5501274000.0,2118944000.0,544609000.0,414592000.0,,414592000.0,414592000.0,,1159743000.0,,,1159743000.0,,1159743000.0,24554988000.0,23307750000.0,385670000.0,22922080000.0,-10391586000.0,33313666000.0,,1247238000.0,45214000.0,577926000.0,559348000.0,559348000.0,-235000.0,559583000.0,64750000.0,64750000.0,2023-09-30,
419896000.0,419896000.0,5714136000.0,5841493000.0,14773200000.0,20568313000.0,-23865000.0,14773200000.0,46380000.0,14773200000.0,20275881000.0,14780817000.0,7617000.0,14773200000.0,-2684000.0,-2684000.0,0.0,2681898000.0,12093986000.0,12093986000.0,10504281000.0,8467441000.0,1059939000.0,1904821000.0,1904821000.0,5502681000.0,5502681000.0,2036840000.0,229596000.0,338812000.0,46380000.0,292432000.0,292432000.0,24542000.0,1443890000.0,108977000.0,80520000.0,1334913000.0,62391000.0,1272522000.0,25285098000.0,23272123000.0,321953000.0,22950170000.0,-10734099000.0,33684269000.0,1173674000.0,2012975000.0,38255000.0,978634000.0,915109000.0,823695000.0,-663000.0,824358000.0,80977000.0,80977000.0,2023-12-31,91414000.0
441558000.0,441558000.0,4856693000.0,5504741000.0,15164209000.0,20668950000.0,-277854000.0,15164209000.0,,15164209000.0,20061983000.0,15171401000.0,7192000.0,15164209000.0,-2641000.0,-2641000.0,,2715974000.0,12450876000.0,12450876000.0,10266919000.0,7893286000.0,1067284000.0,1928228000.0,1928228000.0,4897774000.0,4897774000.0,2373633000.0,641748000.0,606967000.0,,606967000.0,606967000.0,,1124918000.0,,,1124918000.0,,1124918000.0,25438320000.0,23342541000.0,319959000.0,23022582000.0,-11338339000.0,34360921000.0,,2095779000.0,93914000.0,817996000.0,535821000.0,445156000.0,-89000.0,445245000.0,648048000.0,648048000.0,2024-03-31,90665000.0
