free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
710834000.0,-139140000.0,-84070000.0,1000000000.0,-352968000.0,,,1458644000.0,87541000.0,1371103000.0,711916000.0,711916000.0,5495000.0,-54864000.0,,-139140000.0,-139140000.0,915930000.0,0.0,0.0,0.0,915930000.0,-84070000.0,1000000000.0,-404615000.0,-404615000.0,3700000.0,0.0,0.0,-55347000.0,-55347000.0,-352968000.0,1063802000.0,1063802000.0,,441955000.0,189813000.0,76536000.0,-162466000.0,-162466000.0,-162466000.0,338072000.0,338072000.0,-1254309000.0,11495000.0,,548841000.0,548841000.0,364984000.0,1619550000.0,-31042000.0,-31042000.0,1650592000.0,-533197000.0,-916496000.0,1713839000.0,2022-12-31
1167984000.0,-201029000.0,-211429000.0,0.0,-494784000.0,42650000.0,13526000.0,2127262000.0,1458644000.0,668618000.0,-495824000.0,-495824000.0,-29296000.0,-54070000.0,-54070000.0,-201029000.0,-201029000.0,-211429000.0,0.0,0.0,0.0,-211429000.0,-211429000.0,,-498326000.0,-498326000.0,-3542000.0,,,,,-494784000.0,1662768000.0,1662768000.0,5456000.0,425676000.0,-52241000.0,-80472000.0,-422519000.0,-422519000.0,-422519000.0,980908000.0,980908000.0,62084000.0,11276000.0,27074000.0,356618000.0,356618000.0,391573000.0,391573000.0,3888000.0,3888000.0,387685000.0,-836222000.0,-829616000.0,1219233000.0,2023-03-31
-49898000.0,0.0,-801448000.0,0.0,-487011000.0,52666000.0,93000.0,1215492000.0,2127262000.0,-911770000.0,-863378000.0,-863378000.0,-7682000.0,-54248000.0,-54248000.0,0.0,0.0,-801448000.0,0.0,0.0,0.0,-801448000.0,-801448000.0,,-485505000.0,-485505000.0,1506000.0,,,,,-487011000.0,437113000.0,437113000.0,11160000.0,96327000.0,-105648000.0,164554000.0,-109704000.0,-109704000.0,-109704000.0,147125000.0,147125000.0,142320000.0,12057000.0,5100000.0,-2706000.0,-2706000.0,399737000.0,399737000.0,4053000.0,4053000.0,395684000.0,-160016000.0,-165478000.0,-66866000.0,2023-06-30
-49520000.0,0.0,-314469000.0,1563000000.0,-504103000.0,50471000.0,-178000.0,64750000.0,1215492000.0,-1150742000.0,1184953000.0,1184953000.0,-9329000.0,-54249000.0,-54249000.0,0.0,0.0,1248531000.0,0.0,-313000000.0,313000000.0,1248531000.0,-1469000.0,,-2790278000.0,-2790278000.0,2026000.0,0.0,0.0,,,-504103000.0,454583000.0,454583000.0,,11831000.0,-7187000.0,7864000.0,16344000.0,16344000.0,16344000.0,-5190000.0,-5190000.0,189304000.0,14846000.0,7930000.0,-126211000.0,-126211000.0,450967000.0,450967000.0,4081000.0,4081000.0,446886000.0,-158198000.0,-177360000.0,80730000.0,2023-09-30
91247000.0,0.0,-695490000.0,694000000.0,-533139000.0,67354000.0,-91000.0,80977000.0,64750000.0,16227000.0,-68613000.0,-68613000.0,-1351000.0,-65772000.0,-65772000.0,0.0,0.0,-1490000.0,0.0,-694000000.0,694000000.0,-1490000.0,-1490000.0,0.0,-539546000.0,-539546000.0,-22727000.0,0.0,0.0,16320000.0,16320000.0,-533139000.0,624386000.0,624386000.0,,-150202000.0,-6645000.0,1841000.0,109766000.0,109766000.0,109766000.0,-255164000.0,-255164000.0,184279000.0,11655000.0,,156965000.0,156965000.0,506808000.0,506808000.0,4921000.0,4921000.0,501887000.0,-565155000.0,-674083000.0,501447000.0,2023-12-31
621195000.0,0.0,-859112000.0,857000000.0,-534468000.0,49752000.0,6879000.0,648048000.0,80977000.0,567071000.0,-21440000.0,-21440000.0,50084000.0,-69412000.0,-69412000.0,0.0,0.0,-2112000.0,,,,-2112000.0,-859112000.0,857000000.0,-567152000.0,-567152000.0,-2631000.0,,,-30053000.0,-30053000.0,-534468000.0,1155663000.0,1155663000.0,2852000.0,205122000.0,5126000.0,-55501000.0,-117157000.0,-117157000.0,-117157000.0,372654000.0,372654000.0,417100000.0,10551000.0,9356000.0,23394000.0,23394000.0,489547000.0,489547000.0,2797000.0,2797000.0,486750000.0,-105322000.0,-108771000.0,103063000.0,2024-03-31
