tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_ppe,other_special_charges,write_off,impairment_of_capital_assets,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
196379623.271307,0.24594,1894945000.0,798485000.0,798485000.0,1711982000.0,364984000.0,981734000.0,2693430000.0,2328446000.0,-55630000.0,55630000.0,1109876623.271307,1711982000.0,1042771000.0,2319776000.0,400122000.0,366263000.0,4.28,4.67,1711982000.0,,1711982000.0,1711982000.0,-1857000.0,1713839000.0,1713839000.0,558977000.0,2272816000.0,798485000.0,-118225000.0,,944000.0,-8339000.0,108213000.0,916710000.0,-55630000.0,55630000.0,1529961000.0,61037000.0,3995000.0,57042000.0,1590998000.0,981734000.0,2572732000.0,2572732000.0,2022-12-31
182906998.0,0.226,1204675000.0,809323000.0,809323000.0,1218548000.0,391573000.0,950609000.0,2013998000.0,1622425000.0,-46546000.0,46546000.0,592131998.0,1218548000.0,1023117000.0,1610880000.0,393883000.0,361462000.0,3.1,3.37,1218548000.0,,1218548000.0,1218548000.0,-685000.0,1219233000.0,1219233000.0,356646000.0,1575879000.0,809323000.0,-20468000.0,-16528000.0,-6606000.0,0.0,10546000.0,829791000.0,-46546000.0,46546000.0,813102000.0,72508000.0,20614000.0,51894000.0,885610000.0,950609000.0,1836219000.0,1836219000.0,2023-03-31
23352130.08998,0.150196,205458000.0,155478000.0,155478000.0,-66626000.0,399737000.0,973884000.0,360936000.0,-38801000.0,-39883000.0,39883000.0,-198751869.91002,-66626000.0,1048644000.0,-34993000.0,361982000.0,361982000.0,-0.18,-0.18,-66626000.0,0.0,-66626000.0,-66626000.0,240000.0,-66866000.0,-66866000.0,-11818000.0,-78684000.0,155478000.0,-10562000.0,225000.0,5462000.0,0.0,5325000.0,166040000.0,-39883000.0,39883000.0,-194279000.0,74760000.0,14597000.0,60163000.0,-119519000.0,973884000.0,854365000.0,854365000.0,2023-06-30
35379330.0,0.21,296798000.0,168473000.0,168473000.0,81255000.0,450967000.0,1068767000.0,465271000.0,14304000.0,-60427000.0,60427000.0,-51838670.0,81255000.0,1162365000.0,15807000.0,416190000.0,383359000.0,0.2,0.21,81255000.0,,81255000.0,81255000.0,525000.0,80730000.0,80730000.0,-126853000.0,-46123000.0,168473000.0,-9019000.0,-1511000.0,1089000.0,0.0,6419000.0,177492000.0,-60427000.0,60427000.0,-154169000.0,93598000.0,36656000.0,56942000.0,-60571000.0,1068767000.0,1008196000.0,1008196000.0,2023-09-30
122945557.067008,0.231412,700753000.0,531285000.0,531285000.0,502055000.0,506808000.0,1150842000.0,1232038000.0,725230000.0,-72804000.0,72804000.0,93715557.067008,502055000.0,1177257000.0,722717000.0,445400000.0,416792000.0,1.13,1.2,502055000.0,,502055000.0,502055000.0,608000.0,501447000.0,501447000.0,150979000.0,652426000.0,531285000.0,-143160000.0,369000.0,135000.0,0.0,87131000.0,674445000.0,-72804000.0,72804000.0,193945000.0,26415000.0,-40757000.0,67172000.0,220360000.0,1150842000.0,1371202000.0,1371202000.0,2023-12-31
18368661.0,0.191,575112000.0,96171000.0,96171000.0,103488000.0,489547000.0,1134250000.0,671283000.0,181736000.0,-54371000.0,54371000.0,25685661.0,103488000.0,1220192000.0,182720000.0,444967000.0,439459000.0,0.23,0.24,103488000.0,,103488000.0,103488000.0,425000.0,103063000.0,103063000.0,24302000.0,127365000.0,96171000.0,-12805000.0,-147000.0,3449000.0,,9209000.0,108976000.0,-54371000.0,54371000.0,85565000.0,85942000.0,12889000.0,73053000.0,171507000.0,1134250000.0,1305757000.0,1305757000.0,2024-03-31
