tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,total_other_finance_cost,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.301099,537000000.0,297000000.0,46000000.0,2479000000.0,537000000.0,491000000.0,-36000000.0,297000000.0,297000000.0,2948000000.0,491000000.0,418700000.0,415800000.0,0.71,0.71,297000000.0,297000000.0,,297000000.0,-21000000.0,318000000.0,318000000.0,137000000.0,455000000.0,0.0,0.0,-36000000.0,36000000.0,491000000.0,469000000.0,-17000000.0,38000000.0,448000000.0,,,,960000000.0,2479000000.0,3439000000.0,3439000000.0,2022-12-31
0.0,0.267,560000000.0,331000000.0,47000000.0,2350000000.0,560000000.0,513000000.0,-33000000.0,331000000.0,331000000.0,2833000000.0,513000000.0,417800000.0,414300000.0,0.79,0.8,331000000.0,331000000.0,0.0,331000000.0,-21000000.0,352000000.0,352000000.0,128000000.0,480000000.0,,,-33000000.0,33000000.0,513000000.0,483000000.0,-7000000.0,35000000.0,455000000.0,,,,996000000.0,2350000000.0,3346000000.0,3346000000.0,2023-03-31
0.0,0.249,631000000.0,376000000.0,52000000.0,2637000000.0,631000000.0,579000000.0,-37000000.0,376000000.0,376000000.0,3141000000.0,580000000.0,416000000.0,412700000.0,0.9,0.91,376000000.0,376000000.0,,376000000.0,-31000000.0,407000000.0,407000000.0,135000000.0,542000000.0,,,-37000000.0,37000000.0,579000000.0,504000000.0,-12000000.0,36000000.0,480000000.0,480000000.0,479000000.0,1000000.0,1083000000.0,2637000000.0,3720000000.0,3720000000.0,2023-06-30
0.0,0.258,617000000.0,376000000.0,46000000.0,2477000000.0,617000000.0,571000000.0,-39000000.0,376000000.0,376000000.0,2952000000.0,571000000.0,413700000.0,410800000.0,0.91,0.92,376000000.0,376000000.0,,376000000.0,-19000000.0,395000000.0,395000000.0,137000000.0,532000000.0,,,-39000000.0,39000000.0,571000000.0,475000000.0,-13000000.0,36000000.0,452000000.0,452000000.0,452000000.0,0.0,1046000000.0,2477000000.0,3523000000.0,3523000000.0,2023-09-30
0.0,0.278826,571000000.0,323000000.0,48000000.0,2552000000.0,571000000.0,523000000.0,-41000000.0,323000000.0,323000000.0,3097000000.0,522000000.0,410900000.0,408000000.0,0.79,0.79,323000000.0,323000000.0,,323000000.0,-21000000.0,344000000.0,344000000.0,133000000.0,477000000.0,,,-41000000.0,41000000.0,523000000.0,545000000.0,11000000.0,37000000.0,497000000.0,,,,1068000000.0,2552000000.0,3620000000.0,3620000000.0,2023-12-31
0.0,0.252,588000000.0,353000000.0,44000000.0,2409000000.0,588000000.0,544000000.0,-44000000.0,353000000.0,353000000.0,2893000000.0,544000000.0,408100000.0,405200000.0,0.86,0.87,353000000.0,353000000.0,0.0,353000000.0,-21000000.0,374000000.0,374000000.0,126000000.0,500000000.0,,,-44000000.0,44000000.0,544000000.0,484000000.0,-14000000.0,36000000.0,462000000.0,,,,1028000000.0,2409000000.0,3437000000.0,3437000000.0,2024-03-31
