free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,net_income_from_continuing_operations,date
161755000.0,0.0,-14312000.0,0.0,0.0,-1444000.0,58309000.0,27494000.0,1080484000.0,943508000.0,6902000.0,130074000.0,-55411000.0,-55411000.0,-46721000.0,5622000.0,0.0,0.0,0.0,-14312000.0,-14312000.0,-14312000.0,0.0,22286000.0,22286000.0,655000.0,-9796000.0,-9796000.0,-4129000.0,-4129000.0,36959000.0,-41000.0,-1403000.0,163199000.0,163199000.0,-40455000.0,-2806000.0,-3553000.0,-72727000.0,7593000.0,-3767000.0,11360000.0,11360000.0,66517000.0,-35479000.0,-35479000.0,6028000.0,47669000.0,101577000.0,101577000.0,101577000.0,101577000.0,-79512000.0,2022-12-31
286465000.0,-64897000.0,-13774000.0,,,-2197000.0,67006000.0,1816000.0,1245893000.0,1080484000.0,1137000.0,164272000.0,-111415000.0,-111415000.0,-35650000.0,2906000.0,-64897000.0,-64897000.0,,-13774000.0,-13774000.0,-13774000.0,,-12975000.0,-12975000.0,8250000.0,-16834000.0,-16834000.0,-2194000.0,-2194000.0,-70000.0,-70000.0,-2127000.0,288662000.0,288662000.0,72867000.0,2573000.0,-3487000.0,-1136000.0,25716000.0,15994000.0,9722000.0,9722000.0,-16413000.0,65614000.0,65614000.0,9139000.0,82966000.0,128208000.0,128208000.0,128208000.0,128208000.0,-4518000.0,2023-03-31
223739000.0,-507204000.0,-13797000.0,,,-6055000.0,51942000.0,4992000.0,876227000.0,1245893000.0,-545000.0,-369121000.0,-556698000.0,-556698000.0,-41397000.0,5700000.0,-507204000.0,-507204000.0,,-13797000.0,-13797000.0,-13797000.0,,-42217000.0,-42217000.0,0.0,0.0,0.0,-36162000.0,-36162000.0,-3749000.0,-3749000.0,-2306000.0,229794000.0,229794000.0,-55028000.0,7525000.0,-3617000.0,-1881000.0,-39014000.0,-17027000.0,-21987000.0,-21987000.0,14302000.0,-32343000.0,-32343000.0,3320000.0,81253000.0,119892000.0,,,,80357000.0,2023-06-30
196793000.0,-581492000.0,-479114000.0,,,-2273000.0,65652000.0,5941000.0,332491000.0,876227000.0,-2815000.0,-540921000.0,-724154000.0,-724154000.0,-70101000.0,11272000.0,-581492000.0,-581492000.0,,-83833000.0,-268833000.0,-479114000.0,,-15833000.0,-15833000.0,0.0,-100000.0,-100000.0,-13460000.0,-13460000.0,-183000.0,-183000.0,-2090000.0,199066000.0,199066000.0,-151576000.0,4327000.0,-5149000.0,-55162000.0,53669000.0,33449000.0,20220000.0,20220000.0,30806000.0,-180067000.0,-180067000.0,5030000.0,110839000.0,121797000.0,,,,108639000.0,2023-09-30
350267000.0,0.0,-11479000.0,0.0,,,64228000.0,62684000.0,502152000.0,332491000.0,3001000.0,166660000.0,-170524000.0,-170524000.0,-164955000.0,5910000.0,0.0,0.0,,-11479000.0,173521000.0,-11479000.0,185000000.0,-6804000.0,-6804000.0,0.0,-1000000.0,-1000000.0,-12083000.0,-12083000.0,-244000.0,-244000.0,,343988000.0,343988000.0,-74937000.0,-568000.0,-6359000.0,-63509000.0,150957000.0,60338000.0,90619000.0,90619000.0,-40975000.0,-114483000.0,-114483000.0,15916000.0,88049000.0,119111000.0,,,,172233000.0,2023-12-31
