tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,total_other_finance_cost,operating_income,operating_expense,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.23341,409553000.0,301674000.0,15201000.0,728616000.0,409553000.0,394352000.0,,301674000.0,301674000.0,1118579000.0,394352000.0,1058310000.0,1044746000.0,0.285,0.29,301674000.0,301674000.0,301674000.0,301674000.0,301674000.0,91853000.0,393527000.0,,,394352000.0,389963000.0,784315000.0,728616000.0,1512931000.0,1512931000.0,2022-12-31
0.0,0.201,501872000.0,397444000.0,16808000.0,801081000.0,501872000.0,485064000.0,12496000.0,397444000.0,397444000.0,1213866000.0,485064000.0,1059069000.0,1044909000.0,0.38,0.38,397444000.0,397444000.0,397444000.0,397444000.0,397444000.0,100116000.0,497560000.0,12496000.0,-12496000.0,485064000.0,412785000.0,897849000.0,801081000.0,1698930000.0,1698930000.0,2023-03-31
0.0,0.232,539381000.0,413871000.0,15576000.0,880739000.0,539381000.0,523805000.0,15159000.0,413871000.0,413871000.0,1331156000.0,523805000.0,1060093000.0,1047065000.0,0.39,0.4,413871000.0,413871000.0,413871000.0,413871000.0,413871000.0,125093000.0,538964000.0,15159000.0,-15159000.0,523805000.0,450417000.0,974222000.0,880739000.0,1854961000.0,1854961000.0,2023-06-30
0.0,0.222,528507000.0,452694000.0,17980000.0,872265000.0,528507000.0,510527000.0,71357000.0,452694000.0,452694000.0,1345501000.0,510527000.0,1059966000.0,1047015000.0,0.43,0.43,452694000.0,452694000.0,452694000.0,452694000.0,452694000.0,129190000.0,581884000.0,71357000.0,-71357000.0,510527000.0,473236000.0,983763000.0,872265000.0,1856028000.0,1856028000.0,2023-09-30
0.0,0.184629,452493000.0,366979000.0,18534000.0,791735000.0,452493000.0,433959000.0,,366979000.0,366979000.0,1296149000.0,433959000.0,1052524000.0,1040584000.0,0.35,0.35,366979000.0,366979000.0,366979000.0,366979000.0,366979000.0,83097000.0,450076000.0,,,433959000.0,504414000.0,938373000.0,791735000.0,1730108000.0,1730108000.0,2023-12-31
