treasury_shares_number,ordinary_shares_number,share_issued,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,unrealized_gain_loss,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,current_liabilities,current_deferred_liabilities,current_deferred_revenue,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
239088000.0,1044600000.0,1283688000.0,4386690000.0,7025041000.0,3762919000.0,4386690000.0,7025041000.0,7025041000.0,7025041000.0,7025041000.0,-159073000.0,-159073000.0,,,6600281000.0,9001173000.0,4780013000.0,3209000.0,3209000.0,1268064000.0,266086000.0,42286000.0,223800000.0,223800000.0,1001978000.0,43311000.0,43311000.0,72463000.0,255631000.0,630573000.0,172991000.0,457582000.0,13317000.0,13317000.0,444265000.0,8293105000.0,3528208000.0,134478000.0,177039000.0,177039000.0,61443000.0,2638351000.0,1220410000.0,1417941000.0,516897000.0,-233158000.0,750055000.0,31327000.0,83553000.0,244739000.0,86753000.0,163885000.0,139798000.0,0.0,4764897000.0,109823000.0,33785000.0,935631000.0,466551000.0,1688000.0,467392000.0,1016203000.0,1016203000.0,-10460000.0,1026663000.0,2669455000.0,1362314000.0,1307141000.0,174632000.0,1132509000.0,2022-12-31
70776000.0,1046616000.0,1117392000.0,4754821000.0,7395360000.0,4107098000.0,4754821000.0,7395360000.0,7395360000.0,7395360000.0,7395360000.0,-147911000.0,,-145249000.0,-2662000.0,1997809000.0,4706192000.0,4829301000.0,5587000.0,5587000.0,1449002000.0,261491000.0,41727000.0,219764000.0,219764000.0,1187511000.0,44440000.0,44440000.0,42673000.0,308094000.0,792304000.0,245932000.0,546372000.0,55123000.0,55123000.0,491249000.0,8844362000.0,3549753000.0,145101000.0,177039000.0,177039000.0,41152000.0,2640539000.0,1222598000.0,1417941000.0,545922000.0,-246700000.0,792622000.0,31753000.0,111283000.0,255991000.0,88852000.0,164821000.0,139922000.0,0.0,5294609000.0,110958000.0,30889000.0,906723000.0,483194000.0,1615000.0,421914000.0,1190351000.0,1190351000.0,,,3055688000.0,1383028000.0,1672660000.0,785875000.0,886785000.0,2023-03-31
70784000.0,1047485000.0,1118269000.0,5199423000.0,7841464000.0,4491533000.0,5199423000.0,7841464000.0,7841464000.0,7841464000.0,7841464000.0,-155725000.0,-1266000.0,-151024000.0,-3435000.0,1998256000.0,5120063000.0,4869791000.0,5591000.0,5591000.0,1421874000.0,259294000.0,44255000.0,215039000.0,215039000.0,1162580000.0,42765000.0,42765000.0,56195000.0,283647000.0,779973000.0,198656000.0,581317000.0,12704000.0,12704000.0,568613000.0,9263338000.0,3609225000.0,151252000.0,177039000.0,177039000.0,62248000.0,2642041000.0,1224100000.0,1417941000.0,576645000.0,-259752000.0,836397000.0,33245000.0,133086000.0,269671000.0,94822000.0,165598000.0,139975000.0,0.0,5654113000.0,148750000.0,38534000.0,846812000.0,445400000.0,1848000.0,399564000.0,1333004000.0,1333004000.0,,,3287013000.0,1417239000.0,1869774000.0,562633000.0,1307141000.0,2023-06-30
78078000.0,1040420000.0,1118498000.0,4995761000.0,7873149000.0,4132713000.0,4995761000.0,7873149000.0,7873149000.0,7873149000.0,7873149000.0,-198033000.0,-198033000.0,,,2400456000.0,5572757000.0,4893289000.0,5592000.0,5592000.0,1441189000.0,262387000.0,53251000.0,209136000.0,209136000.0,1178802000.0,40127000.0,40127000.0,76835000.0,296577000.0,765263000.0,207727000.0,557536000.0,17644000.0,17644000.0,539892000.0,9314338000.0,4002823000.0,164867000.0,176724000.0,176724000.0,52636000.0,2877388000.0,1459447000.0,1417941000.0,731208000.0,-269846000.0,1001054000.0,35531000.0,138328000.0,360775000.0,103461000.0,210996000.0,151963000.0,0.0,5311515000.0,162676000.0,23468000.0,883582000.0,526257000.0,1768000.0,355557000.0,1231188000.0,1231188000.0,,,3010601000.0,1236752000.0,1773849000.0,789850000.0,983999000.0,2023-09-30
81021000.0,1041571000.0,1122592000.0,5383664000.0,8228744000.0,4427307000.0,5383664000.0,8228744000.0,8228744000.0,8228744000.0,8228744000.0,-125337000.0,4410000.0,-128989000.0,-758000.0,2566383000.0,5939736000.0,4975115000.0,5613000.0,5613000.0,1457778000.0,296089000.0,91838000.0,204251000.0,204251000.0,1161689000.0,41914000.0,41914000.0,87392000.0,,1032383000.0,453049000.0,579334000.0,14955000.0,14955000.0,564379000.0,9686522000.0,4097526000.0,110216000.0,175003000.0,175003000.0,76431000.0,2845080000.0,1427139000.0,1417941000.0,890796000.0,-261235000.0,1152031000.0,37946000.0,211562000.0,426466000.0,111853000.0,211951000.0,152253000.0,0.0,5588996000.0,116195000.0,54151000.0,971406000.0,639982000.0,1403000.0,330021000.0,1193964000.0,1193964000.0,-7638000.0,1201602000.0,3253280000.0,955605000.0,2297675000.0,,,2023-12-31
