free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_from_discontinued_financing_activities,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,capital_expenditure_reported,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,net_income_from_continuing_operations,date,gain_loss_on_sale_of_business
3455000000.0,-408000000.0,-1000000.0,1000000.0,-1173000000.0,6220000000.0,,5435000000.0,15000000.0,841000000.0,-2849000000.0,0.0,-2849000000.0,-86000000.0,-791000000.0,-791000000.0,-408000000.0,-408000000.0,-1564000000.0,-1564000000.0,0.0,-1000000.0,1000000.0,-938000000.0,0.0,-938000000.0,177000000.0,58000000.0,154000000.0,-96000000.0,0.0,0.0,0.0,-318000000.0,-318000000.0,-855000000.0,4628000000.0,0.0,4628000000.0,2204000000.0,1130000000.0,-443000000.0,777000000.0,-141000000.0,881000000.0,116000000.0,139000000.0,102000000.0,18000000.0,18000000.0,1048000000.0,1048000000.0,-351000000.0,-351000000.0,1468000000.0,2022-12-31,
-1537000000.0,-562000000.0,,2971000000.0,-674000000.0,5893000000.0,-53000000.0,6291000000.0,1000000.0,-346000000.0,1096000000.0,,1096000000.0,-118000000.0,-790000000.0,-790000000.0,-562000000.0,-562000000.0,2566000000.0,-405000000.0,2971000000.0,,2971000000.0,-579000000.0,,-579000000.0,108000000.0,-13000000.0,,-13000000.0,0.0,0.0,,-154000000.0,-154000000.0,-520000000.0,-863000000.0,,-863000000.0,-2693000000.0,223000000.0,-526000000.0,490000000.0,-720000000.0,-2160000000.0,-962000000.0,-68000000.0,100000000.0,-329000000.0,-329000000.0,1034000000.0,1034000000.0,-388000000.0,-388000000.0,1481000000.0,2023-03-31,
33000000.0,-596000000.0,,3000000.0,-686000000.0,5391000000.0,12000000.0,5893000000.0,18000000.0,-532000000.0,-628000000.0,,-628000000.0,-39000000.0,-844000000.0,-844000000.0,-596000000.0,-596000000.0,851000000.0,851000000.0,0.0,,3000000.0,-623000000.0,,-623000000.0,-37000000.0,58000000.0,,,0.0,0.0,,-160000000.0,-160000000.0,-526000000.0,719000000.0,,719000000.0,-1286000000.0,32000000.0,-108000000.0,-639000000.0,-602000000.0,31000000.0,263000000.0,251000000.0,112000000.0,-371000000.0,-371000000.0,1044000000.0,1044000000.0,-390000000.0,-390000000.0,1359000000.0,2023-06-30,
2530000000.0,-1429000000.0,-172000000.0,0.0,-786000000.0,5456000000.0,0.0,5391000000.0,-15000000.0,80000000.0,-2377000000.0,,-2377000000.0,-33000000.0,-838000000.0,-838000000.0,-1429000000.0,-1429000000.0,-77000000.0,95000000.0,-172000000.0,-172000000.0,0.0,-859000000.0,,-859000000.0,-15000000.0,-22000000.0,,,6000000.0,6000000.0,,-222000000.0,-222000000.0,-564000000.0,3316000000.0,,3316000000.0,3446000000.0,174000000.0,-244000000.0,3571000000.0,-108000000.0,53000000.0,-214000000.0,36000000.0,107000000.0,-28000000.0,-28000000.0,1074000000.0,1074000000.0,-386000000.0,-386000000.0,-933000000.0,2023-09-30,
3691000000.0,-10283000000.0,-10403000000.0,19940000000.0,-1020000000.0,6587000000.0,2000000.0,5456000000.0,14000000.0,1115000000.0,-2618000000.0,,-2618000000.0,-127000000.0,-767000000.0,-767000000.0,-10283000000.0,-10283000000.0,8559000000.0,-978000000.0,9537000000.0,-10403000000.0,19940000000.0,-978000000.0,,-978000000.0,-44000000.0,86000000.0,185000000.0,-99000000.0,0.0,0.0,0.0,-215000000.0,-215000000.0,-805000000.0,4711000000.0,,4711000000.0,2048000000.0,1893000000.0,-283000000.0,594000000.0,326000000.0,-482000000.0,-892000000.0,90000000.0,106000000.0,326000000.0,326000000.0,1059000000.0,1059000000.0,-391000000.0,-391000000.0,1473000000.0,2023-12-31,
-288000000.0,-56000000.0,-950000000.0,0.0,-630000000.0,5607000000.0,-39000000.0,6626000000.0,-8000000.0,-972000000.0,-2007000000.0,,-2007000000.0,-210000000.0,-769000000.0,-769000000.0,-56000000.0,-56000000.0,-972000000.0,-22000000.0,-950000000.0,-950000000.0,0.0,693000000.0,,693000000.0,41000000.0,-1000000.0,,-1000000.0,1283000000.0,1283000000.0,,-163000000.0,-163000000.0,-467000000.0,342000000.0,,342000000.0,-1690000000.0,-54000000.0,-225000000.0,-218000000.0,-646000000.0,-547000000.0,431000000.0,-15000000.0,112000000.0,-114000000.0,-114000000.0,1059000000.0,1059000000.0,-753000000.0,-338000000.0,1743000000.0,2024-03-31,-415000000.0
