treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
244720000.0,1466240000.0,1710960000.0,25694000000.0,33500000000.0,-18031000000.0,104546000000.0,3329000000.0,-18031000000.0,1586000000.0,72632000000.0,103326000000.0,74214000000.0,1582000000.0,72632000000.0,-28000000.0,-2018000000.0,-2018000000.0,15530000000.0,52269000000.0,37939000000.0,37939000000.0,0.0,84650000000.0,45536000000.0,8449000000.0,4807000000.0,4807000000.0,32280000000.0,1586000000.0,30694000000.0,39114000000.0,14598000000.0,14598000000.0,1220000000.0,1220000000.0,696000000.0,524000000.0,2401000000.0,20895000000.0,10999000000.0,9896000000.0,9896000000.0,158864000000.0,116421000000.0,6156000000.0,2603000000.0,2603000000.0,2603000000.0,90663000000.0,36823000000.0,53840000000.0,16999000000.0,-13946000000.0,30945000000.0,5203000000.0,17479000000.0,7519000000.0,744000000.0,0.0,42443000000.0,4964000000.0,10617000000.0,3301000000.0,3839000000.0,3477000000.0,20642000000.0,11534000000.0,9108000000.0,-452000000.0,9560000000.0,6220000000.0,6220000000.0,2022-12-31
,1461142016.0,1461142016.0,28593000000.0,36110000000.0,-17586000000.0,107281000000.0,5376000000.0,-17586000000.0,1624000000.0,72795000000.0,105512000000.0,74385000000.0,1590000000.0,72795000000.0,-26000000.0,-1989000000.0,-1989000000.0,16112000000.0,52891000000.0,38031000000.0,38031000000.0,,87251000000.0,47123000000.0,8106000000.0,4676000000.0,4676000000.0,34341000000.0,1624000000.0,32717000000.0,40128000000.0,14870000000.0,14870000000.0,1769000000.0,1769000000.0,1669000000.0,100000000.0,1856000000.0,21633000000.0,11573000000.0,10060000000.0,10060000000.0,161636000000.0,116132000000.0,6215000000.0,2543000000.0,2543000000.0,2543000000.0,90381000000.0,36477000000.0,53904000000.0,16993000000.0,-14387000000.0,31380000000.0,31380000000.0,,,,,45504000000.0,5486000000.0,11327000000.0,3492000000.0,3994000000.0,3841000000.0,22798000000.0,12729000000.0,10069000000.0,-391000000.0,10460000000.0,5893000000.0,5893000000.0,2023-03-31
,1455514944.0,1455514944.0,29962000000.0,36923000000.0,-17876000000.0,107833000000.0,4155000000.0,-17876000000.0,1570000000.0,72480000000.0,105203000000.0,74087000000.0,1607000000.0,72480000000.0,-22000000.0,-1502000000.0,-1502000000.0,16713000000.0,52489000000.0,38228000000.0,38228000000.0,,88074000000.0,46314000000.0,7442000000.0,4579000000.0,4579000000.0,34293000000.0,1570000000.0,32723000000.0,41760000000.0,15162000000.0,15162000000.0,2630000000.0,2630000000.0,,,2121000000.0,21847000000.0,11719000000.0,10128000000.0,10128000000.0,162161000000.0,116246000000.0,6326000000.0,2457000000.0,2457000000.0,2457000000.0,90356000000.0,36234000000.0,54122000000.0,17107000000.0,-14880000000.0,31987000000.0,31987000000.0,,,,,45915000000.0,5654000000.0,11997000000.0,3880000000.0,4186000000.0,3931000000.0,22873000000.0,12970000000.0,9903000000.0,-386000000.0,10289000000.0,5391000000.0,5391000000.0,2023-06-30
,1437901284.0,1437901284.0,29804000000.0,36783000000.0,-20152000000.0,104856000000.0,1516000000.0,-20152000000.0,1523000000.0,69596000000.0,102297000000.0,71246000000.0,1650000000.0,69596000000.0,-19000000.0,-2116000000.0,-2116000000.0,18170000000.0,51513000000.0,38388000000.0,38388000000.0,,91197000000.0,46195000000.0,7514000000.0,4457000000.0,4457000000.0,34224000000.0,1523000000.0,32701000000.0,45002000000.0,15248000000.0,15248000000.0,2559000000.0,2559000000.0,,,2597000000.0,24598000000.0,14283000000.0,10315000000.0,10315000000.0,162443000000.0,115925000000.0,6623000000.0,2452000000.0,2452000000.0,2452000000.0,89748000000.0,35865000000.0,53883000000.0,17102000000.0,-15207000000.0,32309000000.0,32309000000.0,,,,,46518000000.0,6258000000.0,12050000000.0,3859000000.0,4297000000.0,3894000000.0,22754000000.0,12696000000.0,10058000000.0,-364000000.0,10422000000.0,5456000000.0,5456000000.0,2023-09-30
385810000.0,1326907000.0,1712717000.0,37240000000.0,45239000000.0,-29300000000.0,103625000000.0,1656000000.0,-29300000000.0,1412000000.0,59798000000.0,102153000000.0,61445000000.0,1647000000.0,59798000000.0,-15000000.0,-2419000000.0,-2419000000.0,26977000000.0,52154000000.0,37055000000.0,37055000000.0,0.0,100424000000.0,53663000000.0,7511000000.0,2385000000.0,2385000000.0,43767000000.0,1412000000.0,42355000000.0,46761000000.0,17183000000.0,17183000000.0,1472000000.0,1472000000.0,,,2491000000.0,25615000000.0,14917000000.0,10698000000.0,10698000000.0,161869000000.0,113452000000.0,4576000000.0,2392000000.0,2392000000.0,2392000000.0,89098000000.0,35399000000.0,53699000000.0,17386000000.0,-15644000000.0,33030000000.0,5232000000.0,18904000000.0,8151000000.0,743000000.0,0.0,48417000000.0,7076000000.0,11777000000.0,3704000000.0,4162000000.0,3911000000.0,22977000000.0,12139000000.0,10838000000.0,-316000000.0,11154000000.0,6587000000.0,6587000000.0,2023-12-31
,1329506013.0,1329506013.0,37237000000.0,44254000000.0,-28119000000.0,103329000000.0,3004000000.0,-28119000000.0,1410000000.0,60485000000.0,102819000000.0,62137000000.0,1652000000.0,60485000000.0,-11000000.0,-2635000000.0,-2635000000.0,27029000000.0,53052000000.0,37108000000.0,37108000000.0,,98050000000.0,53031000000.0,6967000000.0,2320000000.0,2320000000.0,43744000000.0,1410000000.0,42334000000.0,45019000000.0,17119000000.0,17119000000.0,510000000.0,510000000.0,,,1862000000.0,25528000000.0,15006000000.0,10522000000.0,10522000000.0,160187000000.0,112164000000.0,3924000000.0,2359000000.0,2359000000.0,2359000000.0,88604000000.0,34960000000.0,53644000000.0,17277000000.0,-15985000000.0,33262000000.0,33262000000.0,,,,,48023000000.0,6646000000.0,12386000000.0,3876000000.0,4384000000.0,4126000000.0,23384000000.0,13104000000.0,10280000000.0,-320000000.0,10600000000.0,5607000000.0,5607000000.0,2024-03-31
