ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,financial_assets_designatedas_fair_value_through_profitor_loss_total,long_term_equity_investment,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,current_deferred_assets,restricted_cash,prepaid_assets,inventory,inventories_adjustments_allowances,other_inventories,finished_goods,raw_materials,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
99062216600.0,99062216600.0,12433000000000.0,62853000000000.0,114183000000000.0,173604000000000.0,-15162000000000.0,114183000000000.0,18473000000000.0,129224000000000.0,156555000000000.0,149075000000000.0,19851000000000.0,129224000000000.0,,564000000000.0,564000000000.0,121730000000000.0,1977000000000.0,4953000000000.0,4953000000000.0,125742000000000.0,55507000000000.0,588000000000.0,11303000000000.0,10272000000000.0,2584000000000.0,1561000000000.0,1023000000000.0,41032000000000.0,13701000000000.0,27331000000000.0,70235000000000.0,8677000000000.0,8677000000000.0,21821000000000.0,4772000000000.0,17049000000000.0,8858000000000.0,8191000000000.0,39737000000000.0,15445000000000.0,,24292000000000.0,,5372000000000.0,2807000000000.0,18920000000000.0,274817000000000.0,219744000000000.0,340000000000.0,1639000000000.0,6110000000000.0,4369000000000.0,387000000000.0,8653000000000.0,8653000000000.0,,,,,15041000000000.0,13943000000000.0,1098000000000.0,187574000000000.0,-189809000000000.0,377383000000000.0,1571000000000.0,4598000000000.0,347975000000000.0,3750000000000.0,19489000000000.0,0.0,55073000000000.0,469000000000.0,6000000000.0,671000000000.0,413000000000.0,8135000000000.0,1144000000000.0,-59000000000.0,294000000000.0,321000000000.0,588000000000.0,11352000000000.0,2718000000000.0,,8634000000000.0,-7568000000000.0,16202000000000.0,32883000000000.0,936000000000.0,31947000000000.0,10762000000000.0,21185000000000.0,2022-12-31
99062216600.0,99062216600.0,13012000000000.0,60709000000000.0,119086000000000.0,178560000000000.0,-9897000000000.0,119086000000000.0,17762000000000.0,135613000000000.0,163307000000000.0,157641000000000.0,22028000000000.0,135613000000000.0,9568000000000.0,15337000000000.0,15337000000000.0,103044000000000.0,2711000000000.0,4953000000000.0,4953000000000.0,120831000000000.0,55493000000000.0,616000000000.0,11454000000000.0,10382000000000.0,2954000000000.0,1597000000000.0,1357000000000.0,40469000000000.0,12775000000000.0,27694000000000.0,65338000000000.0,9014000000000.0,9014000000000.0,20240000000000.0,4987000000000.0,15253000000000.0,7494000000000.0,7759000000000.0,36084000000000.0,15749000000000.0,179000000000.0,20335000000000.0,491000000000.0,5554000000000.0,,14290000000000.0,278472000000000.0,223031000000000.0,337000000000.0,957000000000.0,5935000000000.0,4043000000000.0,1041000000000.0,9290000000000.0,,,,,,16527000000000.0,15437000000000.0,1090000000000.0,188944000000000.0,-194956000000000.0,383900000000000.0,1545000000000.0,5834000000000.0,353608000000000.0,3578000000000.0,19335000000000.0,0.0,55441000000000.0,628000000000.0,134000000000.0,665000000000.0,338000000000.0,9112000000000.0,1248000000000.0,-57000000000.0,284000000000.0,412000000000.0,609000000000.0,12021000000000.0,2635000000000.0,4000000000.0,9382000000000.0,-7838000000000.0,17220000000000.0,31295000000000.0,1360000000000.0,29935000000000.0,12298000000000.0,17637000000000.0,2023-03-31
99062216600.0,99062216600.0,15337000000000.0,74350000000000.0,107448000000000.0,179703000000000.0,-29460000000000.0,107448000000000.0,18492000000000.0,123845000000000.0,150348000000000.0,140351000000000.0,16506000000000.0,123845000000000.0,9558000000000.0,15337000000000.0,15337000000000.0,91286000000000.0,2711000000000.0,4953000000000.0,4953000000000.0,150127000000000.0,54777000000000.0,271000000000.0,12253000000000.0,11142000000000.0,2493000000000.0,1464000000000.0,1029000000000.0,39760000000000.0,13257000000000.0,26503000000000.0,95350000000000.0,10035000000000.0,10035000000000.0,34590000000000.0,5235000000000.0,29355000000000.0,14226000000000.0,15129000000000.0,50725000000000.0,13717000000000.0,208000000000.0,37008000000000.0,16075000000000.0,5563000000000.0,,15370000000000.0,290478000000000.0,224588000000000.0,328000000000.0,1108000000000.0,5978000000000.0,4005000000000.0,1020000000000.0,9218000000000.0,,,,,,16397000000000.0,15307000000000.0,1090000000000.0,190539000000000.0,-200174000000000.0,390713000000000.0,1568000000000.0,7427000000000.0,358592000000000.0,3504000000000.0,19622000000000.0,0.0,65890000000000.0,867000000000.0,6000000000.0,697000000000.0,315000000000.0,7457000000000.0,1118000000000.0,-56000000000.0,343000000000.0,297000000000.0,534000000000.0,13822000000000.0,3668000000000.0,3000000000.0,10151000000000.0,-7969000000000.0,18120000000000.0,41608000000000.0,1087000000000.0,40521000000000.0,11302000000000.0,29219000000000.0,2023-06-30
99062216601.0,99062216601.0,24213000000000.0,68999000000000.0,114212000000000.0,180811000000000.0,-19967000000000.0,114212000000000.0,18881000000000.0,130693000000000.0,157038000000000.0,149493000000000.0,18800000000000.0,130693000000000.0,9664000000000.0,15337000000000.0,15337000000000.0,98028000000000.0,2711000000000.0,4953000000000.0,4953000000000.0,126719000000000.0,56024000000000.0,283000000000.0,12621000000000.0,11463000000000.0,3583000000000.0,2532000000000.0,1051000000000.0,39537000000000.0,13192000000000.0,26345000000000.0,70695000000000.0,9464000000000.0,9464000000000.0,29462000000000.0,5689000000000.0,23773000000000.0,11977000000000.0,11796000000000.0,31769000000000.0,13044000000000.0,217000000000.0,18725000000000.0,477000000000.0,4803000000000.0,,13445000000000.0,276212000000000.0,225484000000000.0,314000000000.0,1527000000000.0,5915000000000.0,4396000000000.0,960000000000.0,8714000000000.0,8602000000000.0,22000000000.0,8580000000000.0,112000000000.0,112000000000.0,16481000000000.0,15391000000000.0,1090000000000.0,191573000000000.0,-205099000000000.0,396672000000000.0,1588000000000.0,7011000000000.0,364183000000000.0,3630000000000.0,20260000000000.0,0.0,50728000000000.0,837000000000.0,6000000000.0,734000000000.0,225000000000.0,7069000000000.0,1475000000000.0,-60000000000.0,253000000000.0,800000000000.0,482000000000.0,12929000000000.0,3033000000000.0,1000000000.0,9895000000000.0,-7804000000000.0,17699000000000.0,27453000000000.0,1548000000000.0,25905000000000.0,11060000000000.0,14845000000000.0,2023-09-30
99062216600.0,99062216600.0,18692000000000.0,68001000000000.0,118724000000000.0,183275000000000.0,-15823000000000.0,118724000000000.0,20302000000000.0,135576000000000.0,163349000000000.0,156235000000000.0,20659000000000.0,135576000000000.0,,500000000000.0,500000000000.0,128146000000000.0,1977000000000.0,4953000000000.0,4953000000000.0,130357000000000.0,58906000000000.0,290000000000.0,12567000000000.0,11414000000000.0,3432000000000.0,2591000000000.0,841000000000.0,42617000000000.0,14844000000000.0,27773000000000.0,71451000000000.0,9414000000000.0,9414000000000.0,25384000000000.0,5458000000000.0,19926000000000.0,10276000000000.0,9650000000000.0,36653000000000.0,13079000000000.0,243000000000.0,23574000000000.0,441000000000.0,4525000000000.0,3164000000000.0,18608000000000.0,286592000000000.0,230964000000000.0,329000000000.0,2478000000000.0,5788000000000.0,4220000000000.0,665000000000.0,8162000000000.0,8053000000000.0,25000000000.0,8028000000000.0,109000000000.0,109000000000.0,16852000000000.0,15765000000000.0,1087000000000.0,196690000000000.0,-198974000000000.0,395664000000000.0,1675000000000.0,6240000000000.0,363883000000000.0,3808000000000.0,20058000000000.0,0.0,55628000000000.0,442000000000.0,,653000000000.0,238000000000.0,9216000000000.0,997000000000.0,-54000000000.0,231000000000.0,791000000000.0,29000000000.0,13652000000000.0,2985000000000.0,,10667000000000.0,-7506000000000.0,18173000000000.0,30430000000000.0,1423000000000.0,29007000000000.0,14374000000000.0,14633000000000.0,2023-12-31
99062216600.0,99062216600.0,11379000000000.0,61302000000000.0,124590000000000.0,182817000000000.0,-9130000000000.0,124590000000000.0,20402000000000.0,141917000000000.0,167594000000000.0,164414000000000.0,22497000000000.0,141917000000000.0,9758000000000.0,15337000000000.0,15337000000000.0,109158000000000.0,2711000000000.0,4953000000000.0,4953000000000.0,123622000000000.0,55710000000000.0,277000000000.0,12961000000000.0,11758000000000.0,3194000000000.0,2333000000000.0,861000000000.0,39278000000000.0,13601000000000.0,25677000000000.0,67912000000000.0,10265000000000.0,10265000000000.0,22024000000000.0,6801000000000.0,15223000000000.0,7537000000000.0,7686000000000.0,35623000000000.0,14451000000000.0,253000000000.0,21172000000000.0,520000000000.0,4108000000000.0,1400000000000.0,16544000000000.0,288036000000000.0,229254000000000.0,326000000000.0,1547000000000.0,4866000000000.0,3501000000000.0,1586000000000.0,7774000000000.0,7667000000000.0,25000000000.0,7642000000000.0,107000000000.0,107000000000.0,17327000000000.0,16255000000000.0,1072000000000.0,195828000000000.0,-203475000000000.0,399303000000000.0,1667000000000.0,7152000000000.0,365952000000000.0,3731000000000.0,20801000000000.0,0.0,58782000000000.0,736000000000.0,,859000000000.0,215000000000.0,7659000000000.0,1069000000000.0,-53000000000.0,164000000000.0,835000000000.0,123000000000.0,17475000000000.0,3111000000000.0,2544000000000.0,11820000000000.0,-7952000000000.0,19772000000000.0,30769000000000.0,1248000000000.0,29521000000000.0,13671000000000.0,15850000000000.0,2024-03-31
