free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,cash_flowsfromusedin_operating_activities_direct,taxes_refund_paid_direct,interest_received_direct,interest_paid_direct,classesof_cash_payments,other_cash_paymentsfrom_operating_activities,paymentson_behalfof_employees,classesof_cash_receiptsfrom_operating_activities,receiptsfrom_customers,date,sale_of_investment
9233000000000.0,-11077000000000.0,4394000000000.0,0.0,-13255000000000.0,31947000000000.0,0.0,31657000000000.0,93000000000.0,197000000000.0,-9930000000000.0,-9930000000000.0,-3247000000000.0,0.0,,0.0,0.0,-6683000000000.0,-6683000000000.0,-11077000000000.0,4394000000000.0,-12361000000000.0,-12361000000000.0,1610000000000.0,7000000000.0,-858000000000.0,-858000000000.0,,,-1497000000000.0,-1497000000000.0,-11623000000000.0,135000000000.0,-11758000000000.0,22488000000000.0,-265000000000.0,243000000000.0,-998000000000.0,-15664000000000.0,-12923000000000.0,-2595000000000.0,38907000000000.0,38688000000000.0,2022-12-31,
3846000000000.0,-10856000000000.0,7182000000000.0,0.0,-8531000000000.0,29935000000000.0,-1000000000.0,31947000000000.0,-156000000000.0,-1855000000000.0,-3674000000000.0,-3674000000000.0,,,,0.0,0.0,-3674000000000.0,-3674000000000.0,-10856000000000.0,7182000000000.0,-10558000000000.0,-10558000000000.0,169000000000.0,0.0,-559000000000.0,-559000000000.0,-1648000000000.0,-1648000000000.0,-559000000000.0,-559000000000.0,-7961000000000.0,11000000000.0,-7972000000000.0,12377000000000.0,-1945000000000.0,232000000000.0,-1157000000000.0,-22931000000000.0,-16458000000000.0,-3252000000000.0,36233000000000.0,34957000000000.0,2023-03-31,
4474000000000.0,-1803000000000.0,13863000000000.0,0.0,-8769000000000.0,40521000000000.0,0.0,29935000000000.0,-18000000000.0,10604000000000.0,4472000000000.0,4472000000000.0,,,,0.0,0.0,12060000000000.0,12060000000000.0,-1803000000000.0,13863000000000.0,-7111000000000.0,-7111000000000.0,-275000000000.0,0.0,272000000000.0,272000000000.0,,,-403000000000.0,-403000000000.0,-8353000000000.0,13000000000.0,-8366000000000.0,13243000000000.0,-4110000000000.0,290000000000.0,-1134000000000.0,-21115000000000.0,-11945000000000.0,-6239000000000.0,35202000000000.0,36218000000000.0,2023-06-30,
8452000000000.0,-18345000000000.0,11151000000000.0,2713000000000.0,-8705000000000.0,25905000000000.0,0.0,40521000000000.0,135000000000.0,-14751000000000.0,-23315000000000.0,-23315000000000.0,-2232000000000.0,-16602000000000.0,-16602000000000.0,2713000000000.0,2713000000000.0,-7194000000000.0,-7194000000000.0,-18345000000000.0,11151000000000.0,-8593000000000.0,-8593000000000.0,494000000000.0,14000000000.0,-455000000000.0,-455000000000.0,,,-626000000000.0,-626000000000.0,-8020000000000.0,59000000000.0,-8079000000000.0,17157000000000.0,-2958000000000.0,233000000000.0,-1257000000000.0,-21959000000000.0,-15612000000000.0,-3386000000000.0,40140000000000.0,40300000000000.0,2023-09-30,
7389000000000.0,-10919000000000.0,6638000000000.0,248000000000.0,-10415000000000.0,29007000000000.0,0.0,25905000000000.0,-5000000000.0,3107000000000.0,-4048000000000.0,-4048000000000.0,-14000000000.0,-1000000000.0,-1000000000.0,248000000000.0,248000000000.0,-4281000000000.0,-7792000000000.0,24404000000000.0,,-10649000000000.0,-10649000000000.0,-338000000000.0,0.0,87000000000.0,87000000000.0,,,-1229000000000.0,-1229000000000.0,-9169000000000.0,17000000000.0,-9186000000000.0,17804000000000.0,-2462000000000.0,294000000000.0,-1200000000000.0,-19447000000000.0,-13165000000000.0,-3239000000000.0,38157000000000.0,36983000000000.0,2023-12-31,
9571000000000.0,-15689000000000.0,6328000000000.0,,-6259000000000.0,29521000000000.0,-1000000000.0,29007000000000.0,178000000000.0,337000000000.0,-9439000000000.0,-9439000000000.0,-78000000000.0,,,,,-9361000000000.0,-9361000000000.0,-15689000000000.0,6328000000000.0,-6054000000000.0,-6054000000000.0,24000000000.0,,181000000000.0,0.0,,,-793000000000.0,-793000000000.0,-5466000000000.0,0.0,-5466000000000.0,15830000000000.0,-2665000000000.0,323000000000.0,-1281000000000.0,-20090000000000.0,-12921000000000.0,-3952000000000.0,36878000000000.0,36326000000000.0,2024-03-31,181000000000.0
