free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,gain_loss_on_sale_of_ppe
179700000.0,-57400000.0,102900000.0,0.0,7200000.0,-15100000.0,297500000.0,194000000.0,7100000.0,96400000.0,-83300000.0,-83300000.0,0.0,-29300000.0,,-50200000.0,-57400000.0,7200000.0,-3800000.0,102900000.0,102900000.0,0.0,-15100000.0,-15100000.0,,,0.0,0.0,0.0,0.0,-15100000.0,194800000.0,194800000.0,81200000.0,-3400000.0,-600000.0,34700000.0,-17400000.0,-17400000.0,-17400000.0,36900000.0,31000000.0,,7200000.0,-13700000.0,-13700000.0,28300000.0,28300000.0,17600000.0,17600000.0,10700000.0,,,158700000.0,2022-12-31,
52300000.0,-17700000.0,-3800000.0,0.0,,-17100000.0,303100000.0,297500000.0,3900000.0,1700000.0,-50800000.0,-50800000.0,,-29300000.0,-29300000.0,-17700000.0,-17700000.0,,-3800000.0,-3800000.0,-3800000.0,0.0,-16900000.0,-16900000.0,,,,,200000.0,200000.0,-17100000.0,69400000.0,69400000.0,-59400000.0,-32500000.0,-9300000.0,-13500000.0,-7600000.0,-7600000.0,-7600000.0,-17300000.0,20800000.0,,5700000.0,600000.0,600000.0,28700000.0,28700000.0,17600000.0,17600000.0,11100000.0,,,93800000.0,2023-03-31,
62000000.0,1200000.0,-3700000.0,900000000.0,,-15200000.0,138500000.0,303100000.0,100000.0,-164700000.0,862000000.0,862000000.0,,-29200000.0,-29200000.0,1200000.0,1200000.0,,896300000.0,896300000.0,-3700000.0,900000000.0,-1103900000.0,-1103900000.0,,,,,0.0,0.0,-15200000.0,77200000.0,77200000.0,-63600000.0,7200000.0,-35900000.0,-3100000.0,-17500000.0,-17500000.0,-17500000.0,-1200000.0,-13100000.0,,5700000.0,-4400000.0,-4400000.0,33200000.0,33200000.0,21300000.0,21300000.0,11900000.0,,,112900000.0,2023-06-30,
128400000.0,1300000.0,-12500000.0,-100000000.0,,-16600000.0,113300000.0,138500000.0,-7800000.0,-17400000.0,-139100000.0,-139100000.0,-400000.0,-29100000.0,,2900000.0,1300000.0,,-112500000.0,-112500000.0,-12500000.0,-100000000.0,-23300000.0,-23300000.0,14100000.0,14100000.0,-27900000.0,-27900000.0,7100000.0,7100000.0,-16600000.0,145000000.0,145000000.0,-4300000.0,17900000.0,24300000.0,-13400000.0,-2600000.0,-2600000.0,-2600000.0,7700000.0,-38200000.0,0.0,6100000.0,100000.0,100000.0,38700000.0,38700000.0,25600000.0,25600000.0,13100000.0,-1100000.0,0.0,105500000.0,2023-09-30,
214400000.0,-45600000.0,-81100000.0,0.0,500000.0,-22100000.0,185100000.0,113300000.0,11300000.0,60500000.0,-155400000.0,-155400000.0,0.0,-29200000.0,,-45100000.0,-45600000.0,500000.0,-81100000.0,-81100000.0,-81100000.0,0.0,-20600000.0,-20600000.0,1700000.0,1700000.0,-400000.0,-400000.0,200000.0,200000.0,-22100000.0,236500000.0,236500000.0,94700000.0,-8000000.0,19900000.0,17100000.0,25600000.0,25600000.0,25600000.0,30900000.0,9200000.0,-6500000.0,6000000.0,-174900000.0,-174900000.0,40800000.0,40800000.0,25200000.0,25200000.0,15600000.0,21500000.0,-100000.0,254900000.0,2023-12-31,0.0
