ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_financial,date
165348060.0,165348060.0,785700000.0,1164600000.0,-512500000.0,3814900000.0,579700000.0,-512500000.0,81400000.0,2731700000.0,3799900000.0,2731700000.0,2731700000.0,-99600000.0,,457300000.0,2372300000.0,1700000.0,1700000.0,2170500000.0,1521000000.0,14500000.0,128500000.0,128500000.0,29800000.0,216300000.0,199600000.0,1131900000.0,63700000.0,1068200000.0,649500000.0,62900000.0,22700000.0,22700000.0,32700000.0,17700000.0,15000000.0,15000000.0,109300000.0,421900000.0,104900000.0,6500000.0,317000000.0,30400000.0,34500000.0,252100000.0,4902200000.0,3673000000.0,30200000.0,33000000.0,16300000.0,3244200000.0,1066100000.0,2178100000.0,365600000.0,-465000000.0,830600000.0,34700000.0,76400000.0,500400000.0,180500000.0,38600000.0,0.0,1229200000.0,3400000.0,14500000.0,49000000.0,346700000.0,197600000.0,36200000.0,112900000.0,518100000.0,45600000.0,472500000.0,-9900000.0,482400000.0,297500000.0,297500000.0,,2022-12-31
165666982.0,165666982.0,776500000.0,1167500000.0,-440000000.0,3869500000.0,650500000.0,-440000000.0,87900000.0,2789900000.0,3854500000.0,2789900000.0,2789900000.0,-96000000.0,,521800000.0,2362400000.0,1700000.0,1700000.0,2126500000.0,1525200000.0,17500000.0,131200000.0,131200000.0,29900000.0,213300000.0,196700000.0,1133300000.0,68700000.0,1064600000.0,601300000.0,60300000.0,26600000.0,26600000.0,34200000.0,19200000.0,15000000.0,15000000.0,80100000.0,400100000.0,87400000.0,14400000.0,312700000.0,29700000.0,41900000.0,241100000.0,4916400000.0,3664600000.0,29500000.0,29400000.0,12800000.0,3229900000.0,1049400000.0,2180500000.0,375800000.0,-477600000.0,853400000.0,32900000.0,82800000.0,513900000.0,184800000.0,39000000.0,0.0,1251800000.0,3800000.0,11100000.0,65600000.0,366500000.0,192700000.0,41600000.0,132200000.0,501700000.0,46700000.0,455000000.0,-15800000.0,470800000.0,303100000.0,303100000.0,303100000.0,2023-03-31
165774511.0,165774511.0,1830300000.0,2070600000.0,-1215100000.0,4844500000.0,675500000.0,-1215100000.0,101800000.0,2875700000.0,4814500000.0,2875700000.0,2875700000.0,-100700000.0,-100700000.0,605500000.0,2369200000.0,1700000.0,1700000.0,3046400000.0,2425800000.0,21300000.0,135900000.0,135900000.0,27600000.0,223100000.0,205200000.0,2017900000.0,79100000.0,1938800000.0,620600000.0,65900000.0,23400000.0,23400000.0,52700000.0,22700000.0,30000000.0,30000000.0,99100000.0,379500000.0,80500000.0,11900000.0,299000000.0,29900000.0,27800000.0,241300000.0,5922100000.0,4626000000.0,25400000.0,35000000.0,17100000.0,4090800000.0,1547500000.0,2543300000.0,474800000.0,-489000000.0,963800000.0,38100000.0,96700000.0,563400000.0,220800000.0,44800000.0,0.0,1296100000.0,17700000.0,0.0,75400000.0,475300000.0,271700000.0,46300000.0,157300000.0,589200000.0,42700000.0,546500000.0,-15100000.0,561600000.0,138500000.0,138500000.0,138500000.0,2023-06-30
165911804.0,165911804.0,1748200000.0,1959500000.0,-1153100000.0,4806600000.0,640500000.0,-1153100000.0,98000000.0,2945100000.0,4776600000.0,2945100000.0,2945100000.0,-116700000.0,-116700000.0,681900000.0,2378200000.0,1700000.0,1700000.0,2980600000.0,2321200000.0,18800000.0,132100000.0,132100000.0,28200000.0,235400000.0,218000000.0,1906700000.0,75200000.0,1831500000.0,659400000.0,68100000.0,18700000.0,18700000.0,52800000.0,22800000.0,30000000.0,30000000.0,114700000.0,405100000.0,103500000.0,26500000.0,301600000.0,30100000.0,28100000.0,243400000.0,5925700000.0,4625800000.0,28400000.0,34500000.0,17100000.0,4098200000.0,1538400000.0,2559800000.0,464700000.0,-483500000.0,948200000.0,35400000.0,92800000.0,572000000.0,205500000.0,42500000.0,0.0,1299900000.0,4300000.0,0.0,82300000.0,464900000.0,245800000.0,36900000.0,182200000.0,635100000.0,44200000.0,590900000.0,-15500000.0,606400000.0,113300000.0,113300000.0,113300000.0,2023-09-30
165069204.0,165069204.0,1595600000.0,1904700000.0,-946000000.0,4922800000.0,602500000.0,-946000000.0,124000000.0,3142100000.0,4890900000.0,3142100000.0,3142100000.0,-104000000.0,-104000000.0,905300000.0,2339100000.0,1700000.0,1700000.0,3019600000.0,2286000000.0,33800000.0,153000000.0,153000000.0,28200000.0,223800000.0,204400000.0,1847200000.0,98400000.0,1748800000.0,733600000.0,62600000.0,27100000.0,27100000.0,57500000.0,25600000.0,31900000.0,31900000.0,122200000.0,464200000.0,101900000.0,11200000.0,362300000.0,32600000.0,54000000.0,275700000.0,6161700000.0,4825600000.0,30200000.0,198600000.0,179200000.0,4088100000.0,1517000000.0,2571100000.0,508700000.0,-503800000.0,1012500000.0,37200000.0,118700000.0,599600000.0,217400000.0,39600000.0,0.0,1336100000.0,20900000.0,0.0,55200000.0,441300000.0,241300000.0,34900000.0,165100000.0,633600000.0,44100000.0,589500000.0,-15000000.0,604500000.0,185100000.0,185100000.0,185100000.0,2023-12-31
