free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
332265000.0,0.0,0.0,6705000.0,-111593000.0,5170582000.0,6140314000.0,166564000.0,-1136296000.0,6705000.0,6705000.0,,6705000.0,0.0,6705000.0,0.0,0.0,0.0,-1586859000.0,-1586859000.0,,,,-563990000.0,-563990000.0,-111593000.0,-111593000.0,443858000.0,443858000.0,-753943000.0,-101069000.0,-398319000.0,-254555000.0,-379629000.0,125074000.0,125074000.0,-3587140000.0,153789000.0,75973000.0,75973000.0,4038214000.0,4038214000.0,3944827000.0,3944827000.0,93387000.0,461681000.0,461681000.0,55284000.0,2022-12-31
2116721000.0,-400101000.0,0.0,26028000.0,-62019000.0,6738019000.0,5170582000.0,26423000.0,1541014000.0,-374073000.0,-374073000.0,,-374073000.0,-400101000.0,26028000.0,0.0,0.0,0.0,-263653000.0,-263653000.0,-201634000.0,,-201634000.0,0.0,0.0,-62019000.0,-62019000.0,2178740000.0,2178740000.0,-64218000.0,-71327000.0,-88522000.0,95631000.0,185299000.0,-89668000.0,-89668000.0,-2693449000.0,99099000.0,-98782000.0,-98782000.0,3550319000.0,3550319000.0,3459984000.0,3459984000.0,90335000.0,80651000.0,80651000.0,1305120000.0,2023-03-31
1339260000.0,-645146000.0,0.0,34717000.0,-100972000.0,7666265000.0,6738019000.0,39626000.0,888620000.0,-649349000.0,-649349000.0,-38920000.0,-610429000.0,-645146000.0,34717000.0,0.0,0.0,0.0,97737000.0,97737000.0,198709000.0,501937000.0,-303228000.0,0.0,0.0,-100972000.0,-100972000.0,1440232000.0,1440232000.0,-35189000.0,-68303000.0,-183049000.0,216163000.0,177831000.0,38332000.0,38332000.0,-3515405000.0,78030000.0,-103172000.0,-103172000.0,3499406000.0,3499406000.0,3410021000.0,3410021000.0,89385000.0,28952000.0,28952000.0,1487610000.0,2023-06-30
1888386000.0,-2500100000.0,0.0,57818000.0,-103929000.0,7356836000.0,7666265000.0,-122707000.0,-186722000.0,-2475108000.0,-2475108000.0,-32826000.0,-2442282000.0,-2500100000.0,57818000.0,0.0,0.0,0.0,296071000.0,296071000.0,400000000.0,400000000.0,0.0,0.0,0.0,-103929000.0,-103929000.0,1992315000.0,1992315000.0,-75745000.0,-46092000.0,103766000.0,-133419000.0,-65029000.0,-68390000.0,-68390000.0,-3094140000.0,79720000.0,-86277000.0,-86277000.0,3664013000.0,3664013000.0,3573353000.0,3573353000.0,90660000.0,-172678000.0,-172678000.0,1677422000.0,2023-09-30
1581382000.0,-2500000000.0,0.0,51427000.0,-81632000.0,7118515000.0,7356836000.0,139342000.0,-377663000.0,-2452273000.0,-2452273000.0,-3700000.0,-2448573000.0,-2500000000.0,51427000.0,0.0,0.0,0.0,411596000.0,411596000.0,493228000.0,493228000.0,0.0,0.0,0.0,-81632000.0,-81632000.0,1663014000.0,1663014000.0,59004000.0,53510000.0,-13198000.0,18692000.0,-194536000.0,213228000.0,213228000.0,-3325236000.0,82519000.0,-171128000.0,-171128000.0,3840646000.0,3840646000.0,3754079000.0,3754079000.0,86567000.0,239371000.0,239371000.0,937838000.0,2023-12-31
2136808000.0,-2000000000.0,-400000000.0,268881000.0,-75714000.0,7026589000.0,7118515000.0,-95790000.0,3864000.0,-2132944000.0,-2132944000.0,-1825000.0,-1731119000.0,-2000000000.0,268881000.0,-400000000.0,-400000000.0,-400000000.0,-75714000.0,-75714000.0,0.0,,0.0,,,-75714000.0,-75714000.0,2212522000.0,2212522000.0,105034000.0,-39532000.0,38049000.0,106517000.0,251782000.0,-145265000.0,-145265000.0,-3821227000.0,76345000.0,-107077000.0,-107077000.0,3758039000.0,3758039000.0,3670805000.0,3670805000.0,87234000.0,-130801000.0,-130801000.0,2332209000.0,2024-03-31
