treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,other_non_current_liabilities
43316608.0,80810016.0,124126624.0,2934900000.0,3102100000.0,-670500000.0,5134300000.0,-17800000.0,-670500000.0,2032200000.0,4535700000.0,2032200000.0,2032200000.0,-364000000.0,-364000000.0,3021800000.0,4414600000.0,879300000.0,124100000.0,124100000.0,5918300000.0,3118500000.0,367100000.0,367100000.0,247900000.0,247900000.0,2503500000.0,2503500000.0,2799800000.0,383400000.0,598600000.0,598600000.0,1817800000.0,402300000.0,1415500000.0,76200000.0,76200000.0,1339300000.0,7950500000.0,5168500000.0,810500000.0,115100000.0,115100000.0,2702700000.0,840300000.0,1862400000.0,1540200000.0,-2207500000.0,3747700000.0,269600000.0,2667800000.0,781000000.0,29300000.0,0.0,2782000000.0,230500000.0,1009900000.0,297200000.0,255100000.0,457600000.0,1374400000.0,1374400000.0,-34400000.0,1408800000.0,167200000.0,167200000.0,2022-12-31,
43293117.0,80833507.0,124126624.0,3207800000.0,3559100000.0,-677700000.0,5602000000.0,345500000.0,-677700000.0,2042900000.0,4953700000.0,2042900000.0,2042900000.0,-361000000.0,-361000000.0,3057400000.0,4486400000.0,850800000.0,124100000.0,124100000.0,6179400000.0,3535700000.0,367500000.0,367500000.0,257400000.0,257400000.0,2910800000.0,2910800000.0,2643700000.0,571200000.0,648300000.0,648300000.0,1424200000.0,188000000.0,1236200000.0,,,1236200000.0,8222300000.0,5233100000.0,828600000.0,118300000.0,118300000.0,2720600000.0,833100000.0,1887500000.0,1565600000.0,-2256300000.0,3821900000.0,,,,,,2989200000.0,218200000.0,1050600000.0,324000000.0,244100000.0,482500000.0,1369100000.0,1369100000.0,-33900000.0,1403000000.0,351300000.0,351300000.0,2023-03-31,
43475739.0,80650885.0,124126624.0,3328400000.0,3545500000.0,-853700000.0,5560700000.0,242300000.0,-853700000.0,2015200000.0,4924900000.0,2015200000.0,2015200000.0,-393200000.0,-393200000.0,3093900000.0,4526900000.0,851300000.0,124100000.0,124100000.0,6251100000.0,3642400000.0,475000000.0,475000000.0,257700000.0,257700000.0,2909700000.0,2909700000.0,2608700000.0,559200000.0,635800000.0,635800000.0,1413700000.0,178900000.0,1234800000.0,,,1234800000.0,8266300000.0,5415300000.0,859700000.0,119700000.0,119700000.0,2868900000.0,883800000.0,1985100000.0,1567000000.0,-2262700000.0,3829700000.0,,,,,,2851000000.0,228200000.0,990500000.0,311000000.0,235100000.0,444400000.0,1415200000.0,1415200000.0,-32300000.0,1447500000.0,217100000.0,217100000.0,2023-06-30,
43571476.0,80555148.0,124126624.0,3103700000.0,3313600000.0,-773000000.0,5377200000.0,70000000.0,-773000000.0,2063600000.0,4661200000.0,2063600000.0,2063600000.0,-402600000.0,-402600000.0,3118600000.0,4608200000.0,852500000.0,124100000.0,124100000.0,6069500000.0,3325200000.0,474700000.0,474700000.0,252900000.0,252900000.0,2597600000.0,2597600000.0,2744300000.0,561000000.0,716000000.0,716000000.0,1467300000.0,202000000.0,1265300000.0,,,1265300000.0,8133100000.0,5318800000.0,811800000.0,115200000.0,115200000.0,2836600000.0,860300000.0,1976300000.0,1555200000.0,-2281500000.0,3836700000.0,,,,,,2814300000.0,242100000.0,936100000.0,281600000.0,220800000.0,433700000.0,1426200000.0,1426200000.0,-31700000.0,1457900000.0,209900000.0,209900000.0,2023-09-30,
43631039.0,80495585.0,124126624.0,3029300000.0,3244300000.0,-734800000.0,5372200000.0,96500000.0,-734800000.0,2127900000.0,4750000000.0,2127900000.0,2127900000.0,-408100000.0,-408100000.0,3134400000.0,4691800000.0,854500000.0,124100000.0,124100000.0,6081900000.0,3382400000.0,,,260000000.0,260000000.0,2622100000.0,2622100000.0,2699500000.0,386800000.0,622200000.0,622200000.0,1690500000.0,355800000.0,1334700000.0,57600000.0,57600000.0,1277100000.0,8209800000.0,5413800000.0,809600000.0,115700000.0,115700000.0,2862700000.0,849100000.0,2013600000.0,1625800000.0,-2344600000.0,3970400000.0,317100000.0,2799500000.0,817900000.0,35900000.0,0.0,2796000000.0,245400000.0,920700000.0,267100000.0,238200000.0,415400000.0,1414900000.0,1414900000.0,-34400000.0,1449300000.0,215000000.0,215000000.0,2023-12-31,500300000.0
