free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
322900000.0,-90700000.0,-191300000.0,25000000.0,-46800000.0,1337600000.0,1443600000.0,6900000.0,-112900000.0,-432800000.0,-432800000.0,-144600000.0,18500000.0,-49700000.0,-49700000.0,-90700000.0,-90700000.0,-166300000.0,-166300000.0,-191300000.0,25000000.0,-49800000.0,-49800000.0,2300000.0,0.0,900000.0,900000.0,0.0,-6700000.0,-6700000.0,-9600000.0,500000.0,-10100000.0,-36700000.0,369700000.0,369700000.0,0.0,14700000.0,33100000.0,37000000.0,25000000.0,12000000.0,12000000.0,-37100000.0,-18300000.0,-7800000.0,3700000.0,31500000.0,1500000.0,1600000.0,1600000.0,177400000.0,177400000.0,-68300000.0,-28500000.0,-40800000.0,-400000.0,207600000.0,2022-12-31
201700000.0,-133300000.0,-189600000.0,145000000.0,-53100000.0,788200000.0,1337600000.0,900000.0,-550300000.0,-755300000.0,-755300000.0,-542000000.0,15300000.0,-50700000.0,-50700000.0,-133300000.0,-133300000.0,-44600000.0,-44600000.0,-189600000.0,145000000.0,-49800000.0,-49800000.0,2400000.0,,900000.0,900000.0,,0.0,0.0,-10500000.0,,-10500000.0,-42600000.0,254800000.0,254800000.0,15000000.0,-72800000.0,88700000.0,-165000000.0,-155700000.0,-9300000.0,-9300000.0,38700000.0,-35200000.0,-35300000.0,3500000.0,41900000.0,5000000.0,-30200000.0,-30200000.0,165900000.0,165900000.0,300000.0,-5700000.0,-1000000.0,6400000.0,126200000.0,2023-03-31
261100000.0,-110800000.0,-155200000.0,30000000.0,-68300000.0,722800000.0,788200000.0,-300000.0,-65100000.0,-329900000.0,-329900000.0,-73200000.0,29800000.0,-50500000.0,-50500000.0,-110800000.0,-110800000.0,-125200000.0,-125200000.0,-155200000.0,30000000.0,-64600000.0,-64600000.0,2600000.0,,1200000.0,1200000.0,,-100000.0,-100000.0,-13700000.0,,-13700000.0,-54600000.0,329400000.0,329400000.0,1200000.0,23700000.0,-69900000.0,53600000.0,49300000.0,4300000.0,4300000.0,24000000.0,16000000.0,7100000.0,3400000.0,33500000.0,3000000.0,-22500000.0,-22500000.0,165900000.0,165900000.0,-9700000.0,-9400000.0,-800000.0,500000.0,130900000.0,2023-06-30
182300000.0,-96900000.0,-154700000.0,100000000.0,-60200000.0,1180400000.0,722800000.0,-4800000.0,462400000.0,272600000.0,272600000.0,449800000.0,34100000.0,-59700000.0,-59700000.0,-96900000.0,-96900000.0,-54700000.0,-54700000.0,-154700000.0,100000000.0,-52700000.0,-52700000.0,2500000.0,,5000000.0,5600000.0,-600000.0,0.0,0.0,-16500000.0,0.0,-16500000.0,-43700000.0,242500000.0,242500000.0,5000000.0,-74900000.0,-22800000.0,32300000.0,32600000.0,-300000.0,-300000.0,-35100000.0,-49300000.0,-40800000.0,3300000.0,42100000.0,1800000.0,-36400000.0,-36400000.0,168600000.0,168600000.0,-23600000.0,-27500000.0,2700000.0,700000.0,156600000.0,2023-09-30
318500000.0,-130600000.0,-250200000.0,100000000.0,-69900000.0,2998600000.0,1180400000.0,5700000.0,1812500000.0,1525400000.0,1525400000.0,1830000000.0,36200000.0,-60000000.0,-60000000.0,-130600000.0,-130600000.0,-150200000.0,-150200000.0,-250200000.0,100000000.0,-101300000.0,-101300000.0,2500000.0,-300000.0,300000.0,300000.0,0.0,-34000000.0,-34000000.0,-15800000.0,100000.0,-15900000.0,-54000000.0,388400000.0,388400000.0,0.0,25800000.0,-18300000.0,6100000.0,-32200000.0,38300000.0,38300000.0,-29900000.0,67900000.0,45900000.0,3300000.0,42000000.0,1600000.0,6200000.0,6200000.0,170000000.0,170000000.0,-55400000.0,-57400000.0,-3100000.0,4100000.0,194900000.0,2023-12-31
