treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_accounts_receivable,investments_and_advances,other_investments,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,investments_in_other_ventures_under_equity_method,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
20900000.0,251000000.0,271900000.0,6639500000.0,7316600000.0,-6751700000.0,13123800000.0,233600000.0,-6751700000.0,237000000.0,6044200000.0,13068100000.0,6102900000.0,58700000.0,6044200000.0,-550100000.0,-550100000.0,1260100000.0,2740100000.0,5111600000.0,2700000.0,2700000.0,0.0,10550400000.0,8359600000.0,225800000.0,872900000.0,872900000.0,7260900000.0,237000000.0,7023900000.0,2190800000.0,966300000.0,464700000.0,464700000.0,55700000.0,55700000.0,235800000.0,468300000.0,384500000.0,28400000.0,83800000.0,34300000.0,34300000.0,49500000.0,16653300000.0,14228900000.0,251800000.0,115900000.0,460800000.0,30600000.0,148300000.0,148300000.0,281900000.0,281900000.0,12795900000.0,3932900000.0,8863000000.0,604500000.0,-498300000.0,1102800000.0,260600000.0,523700000.0,279200000.0,39300000.0,0.0,2424400000.0,193800000.0,3300000.0,1787200000.0,-21700000.0,1215300000.0,593600000.0,,,440100000.0,440100000.0,2022-12-31
23200000.0,249100000.0,272300000.0,6605700000.0,7267200000.0,-6906800000.0,13123000000.0,228000000.0,-6906800000.0,228200000.0,6084000000.0,12993600000.0,6142400000.0,58400000.0,6084000000.0,-508000000.0,-508000000.0,1394800000.0,2815400000.0,5168700000.0,2700000.0,2700000.0,0.0,9866000000.0,8216800000.0,232100000.0,846900000.0,846900000.0,7137800000.0,228200000.0,6909600000.0,1649200000.0,429200000.0,493600000.0,493600000.0,129400000.0,129400000.0,140300000.0,456700000.0,331600000.0,200000.0,125100000.0,83700000.0,83700000.0,41400000.0,16008400000.0,14131200000.0,,112800000.0,450600000.0,31300000.0,148400000.0,148400000.0,270900000.0,270900000.0,12990800000.0,4101200000.0,8889600000.0,577000000.0,-504600000.0,1081600000.0,250400000.0,529100000.0,264900000.0,37200000.0,0.0,1877200000.0,156200000.0,2500000.0,1285200000.0,,474200000.0,811000000.0,-24700000.0,835700000.0,433300000.0,433300000.0,2023-03-31
25200000.0,248000000.0,273200000.0,6477300000.0,7138200000.0,-6793300000.0,13097300000.0,279900000.0,-6793300000.0,221200000.0,6180300000.0,13043500000.0,6241600000.0,61300000.0,6180300000.0,-441900000.0,-441900000.0,1506700000.0,2895600000.0,5230600000.0,2700000.0,2700000.0,0.0,9621900000.0,8153000000.0,239800000.0,828800000.0,828800000.0,7084400000.0,221200000.0,6863200000.0,1468900000.0,345600000.0,472800000.0,472800000.0,53800000.0,53800000.0,198700000.0,398000000.0,314500000.0,27500000.0,83500000.0,37800000.0,37800000.0,45700000.0,15863500000.0,14114700000.0,,114100000.0,459600000.0,34500000.0,147700000.0,147700000.0,277400000.0,277400000.0,12973600000.0,4038900000.0,8934700000.0,567400000.0,-510000000.0,1077400000.0,243800000.0,527200000.0,268800000.0,37600000.0,0.0,1748800000.0,122300000.0,2500000.0,1184300000.0,,380300000.0,804000000.0,-27800000.0,831800000.0,439700000.0,439700000.0,2023-06-30
26900000.0,247500000.0,274400000.0,6418400000.0,7075500000.0,-6627900000.0,13009900000.0,279300000.0,-6627900000.0,209500000.0,6143900000.0,12882600000.0,6204300000.0,60400000.0,6143900000.0,-554900000.0,-554900000.0,1604500000.0,2991900000.0,5308700000.0,2700000.0,2700000.0,0.0,9975700000.0,7986600000.0,244000000.0,794400000.0,794400000.0,6948200000.0,209500000.0,6738700000.0,1989100000.0,787500000.0,458700000.0,458700000.0,127300000.0,127300000.0,212300000.0,403300000.0,338200000.0,56000000.0,65100000.0,18400000.0,18400000.0,46700000.0,16180000000.0,13911600000.0,,116100000.0,470700000.0,26700000.0,146100000.0,146100000.0,297900000.0,297900000.0,12771800000.0,3916900000.0,8854900000.0,553000000.0,-524300000.0,1077300000.0,231500000.0,541700000.0,267000000.0,37100000.0,0.0,2268400000.0,155200000.0,2300000.0,1663300000.0,,827100000.0,836200000.0,-28900000.0,865100000.0,447600000.0,447600000.0,2023-09-30
29300000.0,246600000.0,275900000.0,6287800000.0,6919100000.0,-6211400000.0,13059600000.0,279600000.0,-6211400000.0,199100000.0,6339600000.0,13008100000.0,6397700000.0,58100000.0,6339600000.0,-426300000.0,-426300000.0,1734200000.0,3126300000.0,5371000000.0,2800000.0,2800000.0,0.0,11704800000.0,7932900000.0,248700000.0,816600000.0,816600000.0,6867600000.0,199100000.0,6668500000.0,3771900000.0,2615600000.0,470300000.0,470300000.0,51500000.0,51500000.0,270200000.0,364300000.0,261700000.0,29400000.0,102600000.0,22300000.0,22300000.0,80300000.0,18102500000.0,14051000000.0,333700000.0,99700000.0,529900000.0,26100000.0,147100000.0,147100000.0,356700000.0,356700000.0,12551000000.0,3581500000.0,8969500000.0,536700000.0,-513600000.0,1050300000.0,221400000.0,525700000.0,265500000.0,37700000.0,0.0,4051500000.0,165800000.0,2400000.0,3451100000.0,-25100000.0,2855200000.0,621000000.0,,,432200000.0,432200000.0,2023-12-31
