tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-333822.450477,0.238445,560600000.0,-1400000.0,-1400000.0,207500000.0,177400000.0,690900000.0,559200000.0,381800000.0,-104900000.0,109200000.0,208566177.549523,207500000.0,1037000000.0,301300000.0,256400000.0,251400000.0,0.81,0.83,207500000.0,207500000.0,207500000.0,-100000.0,207600000.0,207600000.0,65000000.0,272600000.0,76200000.0,49100000.0,-1400000.0,1400000.0,28500000.0,-104900000.0,109200000.0,301300000.0,346100000.0,115500000.0,230600000.0,129000000.0,101600000.0,101600000.0,647400000.0,690900000.0,1338300000.0,1338300000.0,2022-12-31
-176400.0,0.294,457100000.0,-600000.0,-600000.0,126000000.0,165900000.0,725700000.0,456500000.0,290600000.0,-111900000.0,111900000.0,126423600.0,126000000.0,1082600000.0,280100000.0,257000000.0,250400000.0,0.49,0.5,126000000.0,126000000.0,126000000.0,-200000.0,126200000.0,126200000.0,52500000.0,178700000.0,10500000.0,5400000.0,-600000.0,600000.0,5700000.0,-111900000.0,111900000.0,280100000.0,356900000.0,118200000.0,238700000.0,139800000.0,98900000.0,98900000.0,637000000.0,725700000.0,1362700000.0,1362700000.0,2023-03-31
0.0,0.327,478400000.0,0.0,0.0,130700000.0,165900000.0,721500000.0,478400000.0,312500000.0,-118000000.0,118000000.0,130700000.0,130700000.0,1074400000.0,288200000.0,255000000.0,248500000.0,0.51,0.53,130700000.0,130700000.0,130700000.0,-200000.0,130900000.0,130900000.0,63600000.0,194500000.0,24300000.0,14900000.0,0.0,,9400000.0,-118000000.0,118000000.0,288200000.0,352900000.0,119600000.0,233300000.0,137100000.0,96200000.0,96200000.0,641100000.0,721500000.0,1362600000.0,1362600000.0,2023-06-30
-123000.0,0.246,497500000.0,-500000.0,-500000.0,156000000.0,168600000.0,711500000.0,497000000.0,328400000.0,-120600000.0,120600000.0,156377000.0,156000000.0,1059500000.0,306400000.0,253900000.0,247500000.0,0.61,0.63,156000000.0,156000000.0,156000000.0,-600000.0,156600000.0,156600000.0,51200000.0,207800000.0,22000000.0,-5000000.0,-500000.0,500000.0,27500000.0,-120600000.0,120600000.0,306400000.0,348000000.0,117700000.0,230300000.0,134700000.0,95600000.0,95600000.0,654400000.0,711500000.0,1365900000.0,1365900000.0,2023-09-30
-295627.032888,0.295627,573500000.0,-1000000.0,-1000000.0,194400000.0,170000000.0,692300000.0,572500000.0,402500000.0,-119300000.0,125800000.0,195104372.967112,194400000.0,1077400000.0,334200000.0,252100000.0,246700000.0,0.77,0.79,194400000.0,194400000.0,194400000.0,-500000.0,194900000.0,194900000.0,81800000.0,276700000.0,61800000.0,5400000.0,-1000000.0,1000000.0,57400000.0,-119300000.0,125800000.0,334200000.0,385100000.0,118300000.0,266800000.0,139300000.0,127500000.0,127500000.0,719300000.0,692300000.0,1411600000.0,1411600000.0,2023-12-31
